frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_17,ID_18,ID_20,ID_21,ID_23,ID_24,ID_25,ID_26,ID_27,ID_30,ID_31,ID_32,ID_33,ID_34,ID_36,ID_38,ID_39,ID_40,ID_41,ID_43,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_62,ID_63,ID_64,ID_65,ID_67,ID_68,ID_71,ID_72,ID_74,ID_75,ID_76
0,(113!111),(327!143),(646!176),(1333!461),(1685!765),(1560!774),(1454!1027),(1736!1208),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,(117!113),(331!143),(647!176),(1334!461),(1685!765),(1567!779),(1454!1028),(1737!1208),(1191!1301),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,(117!113),(331!143),(646!176),(1334!462),(1685!765),(1568!780),(1454!1028),(1737!1209),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,(117!113),(332!143),(646!177),(1334!466),(1684!764),(1569!781),(1454!1027),(1737!1208),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,(117!112),(332!143),(646!177),(1333!461),(1683!764),(1570!782),(1453!1027),(1737!1208),(1191!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,(118!112),(333!142),(646!175),(1334!461),(1683!764),(1571!783),(1453!1027),(1737!1208),(1198!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,(118!111),(333!142),(646!175),(1334!460),(1682!763),(1571!784),(1454!1026),(1737!1208),(1197!1300),(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,(118!111),(333!142),(646!176),(1334!460),(1682!762),(1572!786),(1454!1026),(1737!1207),(1192!1300),(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,(118!111),(333!142),(645!175),(1333!460),(1681!762),(1572!787),(1453!1026),(1736!1207),(1197!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,(119!111),(333!142),(645!176),(1333!460),(1680!762),(1571!791),(1453!1026),(1736!1207),(1197!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,(118!111),(333!142),(645!176),(1333!461),(1680!762),(1573!792),(1453!1027),(1736!1208),(1191!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,(119!111),(333!142),(645!176),(1334!461),(1680!762),(1573!794),(1454!1027),(1736!1208),(1191!1300),(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,(118!111),(334!142),(645!176),(1334!461),(1680!762),(1574!796),(1455!1027),(1736!1208),(1192!1300),(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,(121!111),(334!141),(645!176),(1334!462),(1680!762),(1575!798),(1455!1027),(1736!1208),(1191!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,(118!111),(337!139),(645!176),(1334!462),(1680!762),(1575!799),(1454!1027),(1736!1208),(1191!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,(118!111),(356!130),(645!178),(1334!461),(1680!762),(1576!800),(1454!1028),(1737!1208),(1192!1300),,,(1439!1225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,(120!111),(384!126),(645!177),(1334!462),(1680!762),(1575!799),(1454!1028),(1737!1209),(1191!1300),,,(1438!1226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,(120!111),(416!128),(645!177),(1334!462),(1680!762),(1575!799),(1455!1027),(1736!1207),(1191!1300),(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,(120!111),(452!138),(645!176),(1334!461),(1680!762),(1576!799),(1455!1027),(1736!1208),(1195!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,(120!111),(484!153),(644!176),(1334!461),(1680!761),(1574!800),(1454!1027),(1737!1208),(1191!1300),(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,(120!111),(481!151),(645!175),(1334!461),(1679!761),(1573!800),(1454!1027),,(1192!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,(120!110),(480!150),(644!176),(1334!460),(1679!761),(1573!799),(1454!1026),(1736!1207),(1190!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,(120!110),(480!152),(645!175),(1334!461),(1679!761),(1573!800),(1454!1026),(1737!1208),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,(120!110),(481!153),(645!175),(1334!461),(1680!761),(1573!800),(1454!1026),(1738!1208),(1193!1295),(250!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,(120!110),(479!153),(645!176),(1334!459),(1680!761),(1573!801),(1454!1027),(1737!1208),(1195!1299),(250!1289),,,(220!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,(120!111),(480!154),(645!177),(1334!462),(1680!761),(1572!803),(1454!1026),,(1195!1299),(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,(122!111),(479!155),(645!176),(1334!459),(1680!761),(1572!804),(1454!1027),(1738!1208),(1195!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,(120!111),(479!155),(645!176),(1334!462),(1680!761),(1572!805),(1454!1027),(1737!1208),(1193!1296),(250!1290),,,(219!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,(120!111),(479!155),(645!176),(1335!461),(1681!762),(1573!806),(1455!1028),(1737!1208),(1193!1300),(251!1291),,,(218!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,(119!111),(480!155),(645!176),(1335!462),(1681!762),(1572!806),(1455!1027),(1737!1208),(1191!1300),(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,(121!111),(479!156),(645!175),(1334!461),(1681!761),(1571!808),(1455!1027),(1738!1208),(1194!1296),(251!1290),,,(220!46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,(120!111),(478!156),(645!175),(1334!460),(1680!762),(1571!810),(1456!1026),,(1191!1300),(251!1290),,,(218!46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,(120!110),(479!157),(645!175),(1334!461),(1680!761),(1570!811),(1455!1027),,(1190!1296),,,,(217!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,(120!110),(478!157),(645!175),(1334!460),(1680!761),(1571!812),(1455!1026),(1737!1208),(1190!1294),(251!1289),,,(217!46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,(120!110),(479!158),(645!175),(1334!461),(1680!761),(1571!813),(1455!1026),(1736!1209),(1190!1299),(251!1290),,,(218!46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,(120!110),(480!159),(646!175),(1334!461),(1680!761),(1572!813),(1455!1026),(1737!1207),(1190!1294),,,,(219!46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,(120!110),(479!160),(645!176),(1334!461),(1681!761),(1572!814),(1455!1025),(1736!1207),(1192!1296),(250!1288),,,(218!46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,(119!110),(479!161),(645!175),(1334!460),(1680!761),(1571!815),(1455!1026),(1736!1207),(1192!1295),(250!1289),,,(220!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,(120!110),(480!163),(645!175),(1334!462),(1680!761),(1571!817),(1455!1027),(1736!1209),(1193!1296),(250!1290),,,(218!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,(120!110),(480!164),(645!175),(1334!461),(1680!761),(1571!818),(1454!1027),,(1191!1296),(250!1289),,,(217!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,(119!111),(481!164),(645!176),(1335!461),(1681!761),(1575!819),(1455!1026),(1737!1208),(1192!1296),,,,(225!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,(120!110),(480!165),(645!175),(1335!461),(1681!761),(1570!820),(1454!1027),,(1191!1296),,,,(227!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,(118!111),(480!165),(645!176),(1334!460),(1680!761),(1570!821),(1455!1027),,(1190!1298),,,,(227!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,(481!166),(645!176),(1334!460),(1681!761),(1570!821),(1455!1027),,(1190!1300),(250!1290),,,(228!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,(482!166),(645!177),(1335!460),(1681!761),(1570!821),(1455!1027),(1737!1210),(1190!1297),,,,(229!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,(118!110),(485!166),(646!176),(1335!461),(1681!761),(1570!821),(1455!1027),(1737!1208),(1190!1297),(250!1290),,,(242!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,(118!110),(483!167),(646!176),(1335!462),(1682!761),(1571!821),(1455!1026),(1737!1208),(1191!1297),(240!1076),,,(242!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,(119!110),(486!169),(645!175),(1335!461),(1681!761),(1570!821),(1455!1027),,(1190!1297),(242!1076),,,(231!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,(119!110),(489!173),(645!175),(1334!460),(1681!761),(1569!821),(1454!1026),(1738!1208),(1190!1297),(250!1289),,,(229!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,(117!110),(491!175),(645!173),(1334!460),(1680!761),(1568!822),(1454!1025),,(1190!1296),(250!1290),,,(222!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,(117!109),(492!177),(645!175),(1334!460),(1681!761),(1567!823),(1454!1025),(1738!1208),(1190!1296),(250!1290),,,(244!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,(117!110),(495!179),(646!176),(1334!461),(1680!760),(1567!825),(1454!1026),(1738!1209),(1190!1296),,,,(226!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,(117!110),(497!181),(646!176),(1334!459),(1680!761),(1566!826),(1454!1026),(1737!1209),(1191!1296),(250!1290),,,(226!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,(117!111),(499!182),(646!176),(1335!460),(1680!761),(1565!829),(1454!1027),(1738!1208),(1190!1300),,,,(221!49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,(117!110),(500!183),(645!176),(1335!460),(1680!761),(1565!830),(1454!1027),(1736!1210),(1192!1300),,,,(224!49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,(117!110),(502!184),(646!175),(1335!459),(1680!761),(1566!831),(1454!1027),(1738!1208),(1191!1300),(250!1290),,,(223!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,(117!110),(505!184),(646!174),(1335!462),(1680!761),(1566!833),(1455!1027),(1737!1209),(1191!1297),(251!1291),,,(224!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,(507!186),(646!174),(1335!462),(1680!761),(1566!836),(1455!1027),(1740!1207),(1191!1297),,,,(221!49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,(510!188),(646!176),(1335!462),(1680!761),(1565!839),(1455!1026),(1736!1210),(1192!1296),(250!1290),,,(223!46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,(118!110),(512!190),(646!176),(1335!461),(1680!761),(1565!841),(1455!1026),(1737!1210),(1192!1300),,,,(224!48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,(117!110),(513!191),(645!175),(1335!461),(1680!761),(1561!845),(1454!1026),,(1193!1295),(251!1290),,,(224!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,(118!110),(514!192),(646!176),(1335!461),(1680!761),(1560!847),(1455!1026),(1737!1207),(1194!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,(117!110),(515!194),(646!175),(1334!459),(1679!760),(1559!850),(1454!1026),(1737!1208),(1193!1294),,,,(216!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,(117!110),(517!196),(646!175),(1334!461),(1679!760),(1555!851),(1454!1026),(1738!1207),(1195!1296),,,,(225!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,(117!110),(519!198),(645!175),(1334!461),(1679!760),(1556!852),(1454!1026),(1737!1206),(1192!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,(117!110),(521!200),(645!175),(1334!461),(1678!760),(1556!855),(1454!1025),(1736!1208),(1190!1295),(250!1290),,,(226!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,(117!111),(523!202),(645!175),(1334!463),(1678!761),(1557!859),(1454!1026),(1737!1209),(1193!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,(117!111),(524!204),(646!175),(1334!462),(1678!761),(1558!860),(1454!1026),(1736!1209),(1192!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,(117!111),(526!204),(646!175),(1334!459),(1678!761),(1559!861),(1454!1027),(1738!1209),(1192!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,(528!206),(641!175),(1335!462),(1679!761),(1559!863),(1454!1027),(1737!1209),(1193!1297),(250!1291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,(117!111),(530!208),(646!175),(1334!461),(1678!761),(1559!865),(1454!1028),(1738!1209),(1191!1297),,,,(230!47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,(533!209),(646!175),(1334!459),(1678!761),(1557!867),(1454!1027),,(1191!1296),(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,(118!111),(534!211),(647!174),(1335!464),(1678!761),(1559!868),(1454!1027),(1738!1208),(1197!1296),(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,(119!111),(535!212),(647!174),(1335!462),(1679!761),(1557!871),(1454!1026),(1737!1209),(1197!1300),(251!1289),(333!636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,(119!111),(536!213),(647!174),(1335!461),(1678!761),(1556!873),(1454!1026),(1736!1209),(1197!1300),(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,(119!110),(538!215),(647!175),(1335!461),(1678!761),(1557!875),(1454!1026),(1736!1209),(1197!1300),(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,(119!110),(539!217),(646!174),(1339!459),(1678!760),(1555!876),(1454!1026),(1737!1209),(1197!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,(119!110),(541!219),(646!173),(1334!460),(1677!760),(1554!877),(1454!1025),(1736!1209),(1196!1296),,(332!635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,(119!111),(543!221),(646!173),(1334!462),(1678!761),(1555!880),(1454!1025),(1737!1209),(1196!1296),(250!1290),(332!634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,(119!111),(544!222),(646!174),(1334!459),(1677!761),(1555!882),(1454!1025),(1737!1209),(1190!1296),(326!1102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,(119!111),(546!224),(646!175),(1334!460),(1677!761),(1556!883),(1454!1026),(1736!1210),(1196!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,(119!111),(548!225),(646!174),(1334!462),(1677!761),(1555!885),(1454!1026),(1736!1209),(1196!1296),,(324!638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,(119!111),(551!228),(646!175),(1335!460),(1677!761),(1556!887),(1454!1026),(1736!1210),(1196!1301),,(324!639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,(119!111),(554!228),(646!173),(1335!459),(1677!761),(1555!888),(1454!1026),(1738!1208),(1196!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,(119!111),(556!231),(646!176),(1335!459),(1678!761),(1557!889),(1454!1026),(1737!1208),(1197!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,(120!111),(558!232),(646!173),(1335!462),(1678!761),(1558!890),(1455!1026),(1738!1208),(1197!1296),,,,,,(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,(560!233),(646!175),(1335!463),(1678!761),(1558!892),(1454!1026),(1738!1207),(1196!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,(118!111),(561!235),(647!173),(1335!461),(1678!761),(1559!894),(1454!1027),(1738!1209),(1196!1296),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,(118!111),(564!238),(646!176),(1335!459),(1677!761),(1555!895),(1454!1025),,(1190!1295),,,,,,(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,(567!239),(646!176),(1334!462),(1678!760),(1556!897),(1454!1026),(1738!1207),(1197!1295),,,,,,(250!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,(569!241),(646!173),(1334!461),(1678!760),(1555!900),(1454!1026),(1737!1207),(1190!1300),,,,,,(250!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,(570!243),(646!174),(1334!459),(1677!761),(1554!901),(1454!1025),(1737!1207),(1190!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,(572!244),(646!174),(1334!459),(1677!761),(1555!903),(1454!1026),,(1196!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,(575!246),(645!176),(1334!460),(1677!761),(1554!905),(1453!1026),(1737!1209),(1190!1297),,(330!638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,(579!247),(646!176),(1334!462),(1677!761),(1554!907),(1453!1026),(1737!1209),(1190!1300),,,,,,(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,(582!247),(646!176),(1334!460),(1677!761),(1555!909),(1454!1026),(1736!1210),(1190!1295),,,,,,(250!1291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,(118!111),(584!249),(646!175),(1335!461),(1677!761),(1555!911),(1454!1026),(1738!1210),(1190!1296),,(324!637),,,,(250!1291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,(118!111),(587!250),(646!174),(1335!463),(1678!761),(1558!912),(1454!1027),(1738!1209),(1191!1296),,,,,,(250!1291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,(118!111),(589!252),(638!176),(1335!459),(1678!761),(1558!914),(1454!1027),(1737!1209),(1191!1296),,(332!638),,,,(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,(118!111),(593!254),(646!176),(1335!460),(1678!761),(1559!915),(1454!1025),(1737!1209),(1191!1295),,,,,,(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,(118!111),(596!256),(638!176),(1335!461),(1678!761),(1561!916),(1454!1025),(1738!1207),(1198!1296),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,(118!111),(599!257),(646!175),(1335!463),(1678!761),(1559!918),(1454!1025),(1738!1209),(1190!1295),,(325!638),,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,(118!111),(600!257),(646!174),(1334!459),(1677!760),(1558!920),(1454!1025),(1737!1209),(1190!1295),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,(118!111),(595!255),(646!173),(1339!460),(1677!760),(1557!922),(1453!1026),(1737!1209),(1190!1299),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,(597!257),(645!173),(1334!461),(1676!760),(1556!924),(1452!1025),(1737!1206),(1189!1299),,,,,,(250!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,(117!111),(607!263),(645!174),(1334!461),(1676!761),(1556!926),(1452!1025),,(1189!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,(117!111),(603!261),(645!175),(1334!462),(1677!760),(1556!928),(1453!1025),,(1190!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,(117!111),(611!266),(638!175),(1334!462),(1677!761),(1557!929),(1453!1025),,(1190!1295),,(324!637),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,(613!268),(646!175),(1334!462),(1677!761),(1556!930),(1454!1026),(1736!1209),(1190!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,(118!111),(616!270),(646!175),(1334!462),(1677!761),(1554!932),(1454!1026),(1736!1208),(1190!1295),,,,,,(250!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,(118!111),(618!272),(646!176),(1334!462),(1678!761),(1556!933),(1454!1025),(1735!1210),(1190!1294),,,,,,(250!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,(118!111),(621!274),(647!176),(1335!461),(1677!761),(1557!935),(1454!1025),(1737!1209),(1191!1295),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,(118!111),(623!275),(647!176),(1335!461),(1679!761),(1556!936),(1454!1025),,(1190!1295),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,(118!111),(624!276),(647!172),(1335!462),(1679!761),(1558!938),(1454!1026),(1739!1208),(1190!1296),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,(118!111),(625!277),(646!172),(1335!461),(1678!761),(1560!940),(1454!1026),(1738!1207),(1190!1296),,,,,,(251!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,(118!111),(621!274),(646!174),(1334!462),(1678!761),(1560!941),(1454!1025),(1739!1207),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,(118!111),(628!279),(646!175),(1334!462),(1677!761),(1560!942),(1453!1025),(1737!1209),(1190!1299),,,,,,(250!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,(117!111),(631!280),(646!176),(1334!462),(1677!761),(1559!945),(1453!1025),(1736!1208),(1190!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,(117!112),(631!281),(646!174),(1334!462),(1676!761),(1560!946),(1453!1026),(1736!1209),(1190!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,(117!111),(634!283),(646!173),(1334!461),(1676!761),(1558!948),(1453!1026),(1736!1209),(1190!1299),,,,,,(250!1289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,(117!112),(635!284),(646!174),(1333!461),(1676!761),(1559!950),(1453!1027),(1736!1209),(1189!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,(117!112),(637!287),(645!176),(1334!462),(1676!761),(1559!951),(1453!1027),(1736!1209),(1189!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
