frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_17,ID_18,ID_20,ID_21,ID_23,ID_24,ID_25,ID_26,ID_27,ID_30,ID_31,ID_32,ID_33,ID_34,ID_36,ID_38,ID_39,ID_40,ID_41,ID_43,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_62,ID_63,ID_64,ID_65,ID_67,ID_68,ID_71,ID_72,ID_74,ID_75,ID_76
647,,,(623!181),,(1678!760),(1579!1135),(1434!1023),(1740!1217),(1172!1287),,,,,,,,,,,,(992!916),,,,(917!620),(130!124),,,,,,(1238!564),(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,,(623!181),,(1679!761),(1579!1135),(1433!1023),(1740!1217),(1172!1286),,,,,,,,,,,,(987!916),,,,(917!620),(130!124),,,,,,(1242!560),(1336!463),,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,(623!181),,(1679!760),(1579!1135),(1433!1023),(1741!1217),(1172!1287),,,,,,,,,,,,(987!917),,,,(917!620),(130!124),,,,,,(1242!560),(1336!463),,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,(622!181),,(1678!761),(1579!1135),(1432!1024),(1741!1218),(1172!1287),,,,,,,,,,,,(993!913),,,,(917!620),(131!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,(622!181),,(1677!761),(1579!1135),(1433!1023),(1740!1217),(1172!1287),,,,,,,,,,,,(992!915),,,,(917!620),(131!124),,,,,,(1238!564),(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,,(622!181),,(1677!760),(1579!1135),(1433!1024),(1740!1217),(1172!1285),,,,,,,,,,,,(991!915),,,,(917!620),(130!124),,,,,,,(1336!463),,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,,(623!181),,(1677!760),(1579!1135),(1433!1024),(1740!1217),(1172!1287),,,,,,,,,,,,(987!916),,,,(917!620),(130!124),,,,,,,(1336!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,(623!181),,(1677!761),(1579!1135),(1433!1023),(1740!1218),(1172!1285),,,,,,,,,,,,(990!916),,,,(917!620),(131!124),,,,,,(1238!564),(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,,(623!181),,(1676!760),(1579!1135),(1433!1023),(1741!1217),(1172!1285),,,,,,,,,,,,(987!915),,,,(916!620),(131!124),,,,,,(1238!564),(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,(623!181),,(1677!761),(1579!1135),(1433!1023),(1739!1216),(1172!1286),,,,,,,,,,,,(992!916),,,(440!562),(917!620),(130!124),,,,,,,(1336!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,(623!181),,(1677!760),(1579!1135),(1433!1023),(1740!1216),(1172!1286),,,,,,,,,,,,(987!916),,,,(917!620),(130!124),,,,,,,(1336!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,(623!181),,(1676!760),(1579!1135),(1433!1023),(1739!1217),(1172!1286),,,,,,,,,,,,(992!916),,,(439!562),(917!620),(130!124),,,,,,,(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,(623!181),,(1676!760),(1579!1135),(1433!1023),(1739!1217),(1171!1286),,,,,,,,,,,,(991!915),,,,(917!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,(623!181),,(1678!760),(1579!1135),(1433!1023),(1740!1216),(1171!1286),,,,,,,,,,,,(991!915),,,,(917!620),(130!124),,,,,,,(1336!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,(623!181),,(1678!761),(1579!1135),(1433!1023),(1740!1216),(1171!1284),,,,,,,,,,,,(991!915),,,,(916!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,(623!181),,(1677!761),(1579!1135),(1433!1023),(1741!1216),(1170!1284),,,,,,,,,,,,(992!915),,,,(916!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,,(623!181),,(1677!761),(1579!1135),(1433!1023),(1740!1217),(1170!1284),,,,,,,,,,,,(992!915),,,,(916!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,(622!181),,(1677!761),(1578!1135),(1433!1023),(1740!1217),(1169!1283),,,,,,,,,,,,(993!915),,,,(917!620),(130!124),,,,,,(1238!564),(1335!459),,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,(622!182),,(1678!760),(1578!1135),(1433!1023),(1740!1217),(1169!1284),,,,,,,,,,,,(992!918),,,,(917!620),(130!124),,,,,,(1242!560),(1336!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,(622!181),,(1678!761),(1579!1135),(1433!1023),(1739!1217),(1168!1282),,,,,,,,,,,,(992!918),,,,(917!620),(130!124),,,,,,,(1335!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,(621!181),,(1677!761),(1578!1135),(1433!1023),(1740!1217),(1169!1283),,,,,,,,,,,,(992!917),,,,(917!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,(623!182),,(1678!760),(1578!1135),(1433!1023),(1739!1217),(1167!1281),,,,,,,,,,,,(992!917),,,,(912!615),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,(623!181),,(1678!760),(1580!1135),(1434!1023),(1740!1217),(1167!1280),,,,,,,,,,,,(987!916),,,,(917!620),(130!124),,,,,,(1238!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
670,,,(623!181),,(1678!760),(1580!1136),(1434!1023),(1739!1217),(1167!1282),,,,,,,,,,,,(991!916),,,,(917!620),(130!124),,,,,,,(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,(623!181),,(1678!760),(1580!1136),(1434!1023),(1741!1217),(1168!1282),,,,,,,,,,,,(993!915),,,,(917!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,(622!181),,(1678!760),(1579!1135),(1434!1023),(1741!1217),(1166!1280),,,,,,,,,,,,(992!917),,,,(917!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,(623!181),,(1678!760),(1579!1135),(1433!1024),(1741!1217),(1166!1280),,,,,,,,,,,,(992!915),,,,(917!620),(130!124),,,,,,(1242!560),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,(623!181),,(1678!760),(1579!1135),(1433!1024),(1740!1217),(1167!1281),,,,,,,,,,,,(993!917),,,,(917!620),(130!124),,,,,,,(1337!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,(623!181),,(1678!760),(1580!1136),(1433!1024),(1740!1217),(1166!1279),,,,,,,,,,,,(992!915),,,,(917!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,(623!181),,(1683!765),(1579!1136),(1433!1024),(1741!1217),(1165!1279),,,,,,,,,,,,(992!915),,,,(917!620),(130!124),,,,,,(1242!560),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,(622!181),,(1679!760),(1578!1136),(1433!1024),(1740!1217),(1165!1279),,,,,,,,,,,,(992!914),,,,(917!620),(130!124),,,,,,,(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,(622!181),,(1678!760),(1579!1136),(1433!1024),(1740!1217),(1165!1279),,,,,,,,,,,,(992!915),,,,(917!620),(130!124),,,,,,(1242!560),(1336!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,(622!181),,(1678!760),(1580!1136),(1433!1023),(1740!1217),(1166!1281),,,,,,,,,,,,(993!916),,,,(917!620),(130!124),,,,,,(1242!560),(1336!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,(622!181),,(1678!760),(1579!1136),(1433!1024),(1741!1217),(1164!1279),,,,,,,,,,,,(987!917),,,,(917!620),(130!124),,,,,,(1242!560),(1336!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,(622!182),,(1678!760),(1579!1136),(1433!1024),(1741!1217),(1164!1278),,,,,,,,,,,,(987!916),,,,(917!620),(130!124),,,,,,,(1336!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,(622!181),,(1678!760),(1580!1136),(1433!1023),(1741!1217),(1164!1277),,,,,,,,,,,,(988!916),,,,(917!620),(130!124),,,,,,(1242!560),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,(623!181),,(1677!760),(1580!1136),(1433!1023),(1741!1217),(1164!1277),,,,,,,,,,,,(988!917),,,,(917!620),(130!124),,,,,,(1242!560),(1336!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,(622!181),,(1677!760),(1579!1136),(1433!1023),(1740!1217),(1163!1276),,,,,,,,,,,,(987!915),,,,(917!620),(130!124),,,,,,(1242!560),(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,(623!181),,(1677!760),(1580!1136),(1433!1023),(1741!1218),(1162!1276),,,,,,,,,,,,(993!915),,,,(917!620),(130!124),,,,,,(1242!560),(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,(622!181),,(1677!760),(1580!1136),(1433!1023),(1741!1217),(1161!1275),,,,,,,,,,,,(987!919),,,(439!562),(917!620),(131!124),,,,,,(1242!560),(1337!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,(622!181),,(1678!760),(1580!1136),(1433!1024),(1741!1217),(1160!1275),,,,,,,,,,,,(991!919),,,,(917!620),(131!124),,,,,,(1242!560),(1337!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,(622!181),,(1677!760),(1579!1136),(1433!1023),(1741!1217),(1159!1274),,,,,,,,,,,,(987!919),,,,(917!620),(130!124),,,,,,(1242!560),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,(622!181),,(1677!760),(1579!1136),(1433!1024),(1741!1217),(1158!1273),,,,,,,,,,,,(991!919),,,,(917!620),(130!124),,,,,,(1238!564),(1337!459),,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,(622!181),,(1677!760),(1579!1136),(1433!1024),(1741!1217),(1157!1274),,,,,,,,,,,,(991!919),,,,(917!620),(131!124),,,,,,(1242!560),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,(622!181),,(1677!760),(1579!1136),(1433!1024),(1740!1217),(1158!1273),,,,,,,,,,,,(991!919),,,,(917!621),(131!124),,,,,,,(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,(623!181),,(1678!760),(1580!1136),(1433!1024),(1740!1217),(1157!1272),,,,,,,,,,,,(993!919),,,,(917!621),(130!124),,,,,,(1242!560),(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,(622!181),,(1677!760),(1579!1135),(1433!1024),(1740!1216),(1156!1271),,,,,,,,,,,,(993!919),,,,(917!621),(131!124),,,,,,,(1336!458),,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,(623!181),,(1678!760),(1579!1135),(1433!1024),(1740!1217),(1156!1270),,,,,,,,,,,,(993!918),,,,(917!620),(130!124),,,,,,,(1336!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,(623!181),,(1678!759),(1579!1135),(1433!1023),(1742!1216),(1155!1270),,,,,,,,,,,,(993!916),,,,(917!620),(130!124),,,,,,,(1337!459),,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,(623!181),,(1678!760),(1580!1135),(1433!1023),(1740!1216),(1154!1269),,,,,,,,,,,,(993!913),,,(446!556),(918!620),(131!124),,,,,,,(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,(623!181),,(1678!759),(1579!1135),(1433!1023),(1742!1216),(1154!1269),,,,,,,,,,,,(993!916),,,,(918!620),(131!124),,,,,,(1242!560),(1337!459),,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,(623!181),,(1678!760),(1579!1135),(1434!1023),(1742!1217),(1154!1269),,,,,,,,,,,,(988!916),,,,(918!620),(131!124),,,,,,(1242!560),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,(623!181),,(1678!760),(1580!1135),(1434!1023),(1743!1217),(1153!1268),,,,,,,,,,,,(993!920),,,(440!562),(918!620),(130!124),,,,,,(1242!560),(1337!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,(621!181),,(1678!760),(1580!1135),(1434!1023),(1742!1217),(1152!1267),,,,,,,,,,,,(988!920),,,,(918!620),(130!124),,,,,,(1242!560),(1337!463),,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,(623!181),,(1678!760),(1579!1135),(1434!1024),(1741!1217),(1151!1267),,,,,,,,,,,,(993!917),,,,(918!620),(130!124),,,,,,(1242!560),(1337!464),,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,(622!181),,(1678!760),(1579!1136),(1433!1024),(1741!1217),(1151!1266),,,,,,,,,,,,(993!920),,,,(918!620),(130!124),,,,,,(1238!564),(1337!463),,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
703,,,(622!181),,(1678!760),(1579!1136),(1434!1024),(1739!1217),(1150!1266),,,,,,,,,,,,(993!920),,,,(918!621),(130!124),,,,,,(1238!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,(622!181),,(1678!760),(1580!1136),(1433!1024),(1741!1217),(1152!1267),,,,,,,,,,,,(993!920),,,,(918!621),(130!124),,,,,,(1238!564),(1337!459),,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,(622!181),,(1678!760),(1580!1136),(1433!1024),(1741!1217),(1150!1265),,,,,,,,,,,,(987!920),,,,(918!621),(130!124),,,,,,(1238!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,(622!181),,(1678!760),(1579!1136),(1433!1024),(1740!1217),(1149!1265),,,,,,,,,,,,(993!919),,,,(918!621),(130!124),,,,,,(1238!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,(623!181),,(1678!760),(1579!1136),(1434!1024),(1740!1218),(1149!1264),,,,,,,,,,,,(993!919),,,,(918!621),(130!124),,,,,,(1239!564),(1337!464),,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,(623!181),,(1678!760),(1579!1136),(1434!1024),(1742!1216),(1148!1263),,,,,,,,,,,,(993!919),,,,(918!621),(130!124),,,,,,(1241!560),(1337!464),,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,(623!181),,(1678!760),(1579!1136),(1434!1024),(1739!1217),(1147!1262),,,,,,,,,,,,(993!916),,,,(918!621),(130!124),,,,,,(1241!560),(1337!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,(623!181),,(1678!760),(1579!1135),(1434!1024),(1742!1217),(1146!1261),,,,,,,,,,,,(993!918),,,,(918!620),(130!124),,,,,,(1242!560),(1337!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,(623!181),,(1678!760),(1579!1135),(1434!1023),(1741!1217),(1145!1260),,,,,,,,,,,,(993!918),,,,(918!620),(130!124),,,,,,(1241!560),(1337!463),,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,(623!181),,(1678!760),(1579!1135),(1434!1024),(1741!1216),(1144!1258),,,,,,,,,,,,(991!920),,,,(918!620),(131!124),,,,,,,(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,(622!181),,(1678!760),(1579!1136),(1434!1024),(1741!1216),(1143!1258),,,,,,,,,,,,(988!918),,,,(918!621),(131!124),,,,,,(1238!564),(1337!460),,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
714,,,(622!181),,(1678!760),(1579!1136),(1434!1024),(1742!1217),(1142!1257),,,,,,,,,,,,(992!917),,,,(918!621),(131!124),,,,,(887!138),(1238!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,(623!181),,(1677!760),(1579!1136),(1434!1024),(1740!1215),(1142!1256),,,,,,,,,,,,(991!915),,,,(918!621),(131!124),,,,,,(1239!564),(1337!460),,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
716,,,(623!181),,(1677!760),(1579!1136),(1434!1024),(1741!1215),(1140!1255),,,,,,,,,,,,(993!915),,,,(918!621),(131!124),,,,,,(1239!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,,(623!181),,(1677!760),(1579!1136),(1434!1024),(1739!1215),(1140!1255),,,,,,,,,,,,(988!915),,,,(918!620),(130!124),,,,,,(1239!564),(1337!460),,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
718,,,(623!181),,(1678!760),(1579!1136),(1434!1024),(1739!1215),(1139!1254),,,,,,,,,,,,(991!914),,,,(918!620),(130!124),,,,,,(1238!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,(623!181),,(1678!760),(1579!1135),(1434!1024),(1739!1215),(1138!1254),,,,,,,,,,,,(992!913),,,,(918!621),(130!123),,,,,,(1238!564),(1337!459),,,,,,,,,,,,,,,,,,,,,,,,,,,
720,,,(623!181),,(1678!760),(1579!1136),(1434!1024),(1739!1215),(1137!1253),,,,,,,,,,,,(987!913),,,,(918!620),(131!124),,,,,,(1238!564),(1337!463),,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
721,,,(623!181),,(1677!761),(1579!1135),(1434!1024),(1739!1215),(1136!1253),,,,,,,,,,,,(988!914),,,,(918!620),(130!124),,,,,,(1238!564),(1337!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,(623!181),,(1678!760),(1579!1136),(1434!1024),(1739!1215),(1134!1253),,,,,,,,,,,,(988!915),,,,(918!620),(130!123),,,,,,(1238!564),(1337!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
723,,,(623!181),,(1678!760),(1580!1135),(1434!1023),(1741!1215),(1134!1252),,,,,,,,,,,,(993!915),,,,(918!620),(130!124),,,,,,(1241!560),(1337!460),,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
724,,,(623!181),,(1678!760),(1580!1135),(1434!1023),(1741!1215),(1134!1252),,,,,,,,,,,,(988!915),,,,(919!620),(130!124),,,,,,(1239!564),(1337!460),,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
725,,,(623!181),,(1678!760),(1580!1135),(1434!1023),(1739!1217),(1133!1251),,,,,,,,,,,,(993!915),,,,(918!620),(131!124),,,,,,(1239!564),(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,(623!181),,(1678!760),(1579!1135),(1434!1023),(1739!1215),(1132!1249),,,,,,,,,,,,(993!917),,,,(918!620),(131!124),,,,,,(1241!560),(1337!459),,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,(623!181),,(1677!760),(1579!1136),(1434!1024),(1739!1215),(1132!1249),,,,,,,,,,,,(993!914),,,,(918!620),(130!124),,,,,,(1242!560),(1337!458),,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,,(623!181),,(1677!760),(1579!1136),(1434!1024),(1739!1217),(1131!1248),,,,,,,,,,,,(993!913),,,,(918!620),(130!124),,,,,,(1238!564),(1337!458),,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,(623!181),,(1677!760),(1579!1136),(1434!1024),(1739!1217),(1131!1247),,,,,,,(1337!463),,,,,(993!912),,,,(919!621),(130!124),,,,,,,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,,(623!181),,(1678!760),(1579!1136),(1434!1024),(1739!1215),(1130!1247),,,,,,,(1337!463),,,,,(993!915),,,,(918!620),(130!124),,,,,,(1242!560),(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,(623!181),,(1677!760),(1580!1136),(1434!1024),(1740!1217),(1130!1247),,,,,,,(1337!459),,,,,(992!915),,,,(918!620),(130!124),,,,,,(1239!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,,(622!181),,(1678!760),(1579!1136),(1433!1023),(1741!1217),(1129!1246),,,,,,,(1337!461),,,,,(988!914),,,,(919!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,(623!181),,(1678!760),(1579!1135),(1433!1023),(1739!1218),(1129!1245),,,,,,,(1337!463),,,,,(988!913),,,,(919!620),(130!124),,,,,,(1239!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,(623!181),,(1678!760),(1579!1135),(1434!1027),(1739!1217),(1129!1243),,,,,,,(1337!460),,,,,(988!913),,,,(919!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,(623!181),,(1678!760),(1579!1136),(1433!1024),(1739!1217),(1128!1242),,,,,,,(1337!459),,,,,(993!915),,,,(919!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,(623!181),,(1678!760),(1579!1135),(1434!1023),(1739!1217),(1127!1241),,,,,,,(1337!459),,,,,(988!915),,,,(919!620),(130!124),,,,,,(1242!560),,,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
737,,,(622!181),,(1678!760),(1579!1136),(1433!1024),(1739!1217),(1126!1240),,,,,,,(1337!460),,,,,(988!916),,,,(919!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,(622!181),,(1678!760),(1579!1135),(1433!1023),(1739!1217),(1125!1239),,,,,,,(1337!460),,,,,(993!914),,,,(918!620),(130!124),,,,,,(1239!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,,(622!181),,(1678!760),(1579!1136),(1434!1024),(1739!1217),(1125!1238),,,,,,,(1336!462),,,,,(988!913),,,,(919!621),(130!124),,,,,,(1238!563),,,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
740,,,(623!181),,(1679!760),(1579!1135),(1433!1023),(1741!1217),(1126!1239),,,,,,,(1337!460),,,,,(988!916),,,,(919!621),(130!124),,,,,,(1239!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,,(623!182),,(1678!760),(1579!1135),(1433!1023),(1739!1217),(1123!1237),,,,,,,(1336!458),,,,,(987!916),,,,(919!620),(130!124),,,,,,(1238!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,,(622!184),,(1678!760),(1579!1135),(1433!1023),(1739!1217),(1123!1237),,,,,,,(1336!464),,,,,(993!916),,,,(918!620),(130!124),,,,,,(1238!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,(623!182),,(1683!765),(1579!1135),(1433!1023),(1739!1217),(1124!1237),,,,,,,(1336!463),,,,,(993!916),,,,(919!620),(130!124),,,,,,(1241!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,(622!182),,(1683!765),(1579!1135),(1433!1023),(1739!1217),(1123!1238),,,,,,,(1336!463),,,,,(993!918),,,,(918!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,(622!183),,(1679!761),(1579!1135),(1433!1024),(1739!1217),(1123!1238),,,,,,,(1336!463),,,,,(988!916),,,,(918!620),(130!124),,,,,,(1239!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,(622!182),,(1677!760),(1579!1135),(1433!1024),(1739!1217),(1122!1238),,,,,,,(1336!463),,,,,(988!914),,,,(919!620),(130!124),,,,,,(1238!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,(622!182),,(1678!760),(1579!1135),(1434!1024),(1739!1217),(1122!1239),,,,,,,(1337!462),,,,,(993!914),,,,(919!620),(130!124),,,,,,(1239!564),,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,(622!181),,(1678!760),(1579!1136),(1434!1025),(1739!1217),(1122!1239),,,,,,,(1337!460),,,,,(992!914),,,,(919!620),(130!124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,,(621!181),,(1678!760),(1580!1135),(1434!1025),(1739!1217),(1122!1239),,,,,,,(1337!460),,,,,(992!916),,,,(919!620),(130!124),,,,,,(1242!560),,,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
750,,,(620!181),,(1678!760),(1579!1135),(1434!1027),(1739!1217),(1121!1239),,,,,,,(1337!460),,,,,(993!915),,,,(919!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,(621!180),,(1678!760),(1579!1135),(1434!1026),(1739!1217),(1121!1239),,,,,,,(1337!462),,,,,(993!914),,,,(919!620),(130!123),,,,,,(1239!563),,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,,(621!180),,(1677!760),(1579!1135),(1434!1026),(1739!1216),(1121!1239),,,,,,,(1337!463),,,,,(993!915),,,,(919!620),(130!123),,,,,,(1238!564),,,(1420!381),,,,,,,,,,,,,,,,,,,,,,,,,
753,,,(621!181),,(1677!760),(1579!1135),(1434!1027),(1739!1216),(1120!1238),,,,,,,(1337!460),,,,,(993!914),,,,(919!620),(131!123),,,,,,(1239!563),,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,,(621!182),,(1678!760),(1579!1135),(1435!1027),(1739!1216),(1120!1239),,,,,,,(1337!460),,,,,(993!915),,,,(919!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,(621!182),,(1677!760),(1579!1135),(1435!1028),(1739!1217),(1120!1239),,,,,,,(1337!460),,,,,(993!914),,,,(918!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,,(621!182),,(1677!760),(1579!1135),(1435!1028),(1739!1216),(1120!1239),,,,,,,(1337!462),,,,,(993!914),,,,(919!620),(130!124),,,,,,(1242!560),,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,(621!182),,(1678!759),(1579!1135),(1435!1028),(1739!1217),(1121!1239),,,,,,,(1337!463),,,,,(992!916),,,,(919!620),(130!124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,,(621!182),,(1678!760),(1579!1135),(1435!1028),(1739!1217),(1121!1240),,,,,,,(1337!463),,,,,(993!916),,,,(919!620),(130!124),,,,,,,,,(1420!382),,,,,,,,,,,,,,,,,,,,,,,,,
759,,,(621!182),,(1678!759),(1579!1135),(1435!1028),(1739!1217),(1121!1240),,,,,,,(1242!560),,,,,(988!918),,,,(919!620),(130!124),,,,,,,,,(1337!460),,,,,,,,,,,,,,,,,,,,,,,,,
760,,,(621!182),,(1678!759),(1579!1134),(1435!1028),(1741!1217),(1121!1240),,,,,,,(1238!564),,,,,(993!917),,,,(919!620),(130!124),,,,,,,,,(1337!464),,,,,,,,,,,,,,,,,,,,,,,,,
761,,,(621!182),,(1678!759),(1579!1134),(1435!1027),(1739!1216),(1121!1240),,,,,,,(1238!564),,,,,(988!919),,,,(919!620),(130!124),,,,,,,,,(1337!462),,,,,,,,,,,,,,,,,,,,,,,,,
762,,,(620!182),,(1677!759),(1579!1135),(1435!1028),(1739!1218),(1121!1241),,,,,,,(1242!560),,,,,(988!916),,,,(919!620),(130!124),,,,,,,,,(1337!462),,,,,,,,,,,,,,,,,,,,,,,,,
763,,,(620!181),,(1678!760),(1579!1134),(1435!1027),(1739!1217),(1121!1241),,,,,,,(1242!560),,,,,(992!919),,,,(919!620),(130!124),,,,,,,,,(1337!463),,,,,,,,,,,,,,,,,,,,,,,,,
