frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_31,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_98,ID_99
400,(36!328),(921!443),,,,,,(903!1249),,,(1113!244),,(1741!867),,,,,,,,,(1038!1186),,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,(33!329),(921!443),,,,,,(903!1250),,,(1113!244),,(1740!867),,,,(769!1133),,,,,(1038!1187),,,,,,,,,,,,(1732!739),(1740!702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,(30!330),(921!443),,,,,,(903!1250),,,(1113!244),,(1741!866),,,,,,,,,(1037!1187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,(29!332),(921!443),,,,,,(903!1250),,,,,(1741!866),,,,,,,,,(1038!1187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,(30!332),(921!443),,,,,,(905!1252),,,,,(1741!868),,,,,,,,,(1038!1187),,,,,,,,,,,,(1734!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,(29!332),(920!443),,,,(1424!1279),,(905!1252),,,,,(1736!867),,,,,,,,,(1038!1187),,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,(28!332),(921!443),,,,(1426!1278),,(906!1252),,,,,(1741!809),,,,,,,,,(1038!1187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,(27!332),(920!443),,,,(1427!1274),,(902!1249),,,,,(1741!866),,,,,,,,,(1037!1186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,(28!332),(920!443),,,,,,(902!1249),,,(1112!244),,(1741!864),,,,,,,,,(1037!1187),,,,,,,,,,,,(1732!740),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,(25!332),(920!443),,,,,,(902!1249),,,(1112!244),,(1741!866),,,,,,,,,(1037!1186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,(28!331),(921!443),,,,,,(903!1249),,,(1112!244),,(1739!866),,,,,,,,,(1037!1186),,,,,,,,,,,,(1733!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,(921!443),,,,(1429!1267),,(903!1249),,,(1112!243),,(1736!870),,,,,,,,,(1038!1186),,,,,,,,,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,(921!443),,,,,,(903!1249),,,(1113!243),,(1741!867),,,,,,,,,(1038!1186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,(921!443),,,,,,(903!1249),,,(1113!243),,(1735!869),,,,(768!1132),,,,,(1037!1186),,,,(17!1158),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,(921!443),,,,,,(903!1249),,,,,(1736!868),,,,(769!1132),,,,,(1036!1185),,,,(16!1154),,,,,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,(921!443),,,,,,(903!1250),,,(1113!244),,(1736!867),,,,(769!1133),,,,,(1036!1183),,,,(15!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,(34!328),(921!443),,,,,,(903!1250),,,,,(1740!866),,,,,,,,,(1036!1182),,,,(17!1142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,(921!443),,,,,,(906!1252),,,(1113!244),,(1740!867),,,,,,,,,(1036!1182),,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,(920!443),,,,,,(903!1250),,,(1112!244),,(1741!867),,,,,,,,,(1035!1181),,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,(920!443),,,,(1434!1248),,(902!1250),,,(1112!244),,(1740!867),,,,,,,,,(1035!1180),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,(29!330),(920!443),,,,(1434!1246),,(902!1249),,,(1112!244),,(1740!867),,,,,,,,,(1035!1179),,,,,,,,,,,,,,(1731!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,(31!330),(920!443),,,,,,(902!1249),,,(1112!244),,(1739!866),,,,,,,,,(1035!1178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,(31!330),(921!442),,,,,,(902!1249),,,(1112!243),,(1736!867),,,,(769!1132),,,,,(1035!1177),,,,,,,,,,,,(1657!642),,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,(32!329),(921!442),,,,(1437!1240),,(902!1249),,,(1112!243),,(1735!868),,,,(769!1132),,,,,(1035!1174),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,(921!443),,,,(1438!1237),,(906!1251),,,(1113!243),,(1735!867),,,,,,,,,(1035!1174),,,,,,,,,,,,,,(1733!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,(921!442),,,,,,(906!1251),,,(1113!243),,(1740!867),,,,,,,,,(1035!1172),,,,,,,,,,,,,,(1733!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,(31!332),(921!443),,,,,,(902!1249),,,(1113!244),,(1740!869),,,,,,,,,(1034!1169),,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,(32!334),(921!443),,,,,,(905!1252),,,(1113!244),,(1740!870),,,,(769!1133),,,,,(1034!1167),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,(34!334),(921!443),,,,,,(906!1252),,,(1113!244),,(1741!881),,,,,,,,,(1032!1166),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,(34!337),(921!443),,,,,,(906!1252),,,,,(1735!867),,,,,,,,,(1031!1165),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,(32!339),(921!443),,,,(1441!1221),,(903!1250),,,(1113!244),,(1735!867),,,,,,,,,(1031!1164),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,(30!340),(921!442),,,,,,(903!1249),,,(1113!244),,(1735!867),,,,,,,,,(1030!1164),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,(31!341),(921!442),,,,(1446!1216),,(902!1250),,,(1112!244),,(1739!814),,,,,,,,,(1030!1163),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,(36!341),(921!441),,,,(1446!1215),,(903!1249),,,(1112!244),,(1739!866),,,,,,,,,(1028!1161),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,(44!338),(922!440),,,,,,(905!1251),,,,,(1735!866),,,,,,,,,(1027!1159),,,,,,,,,,,,,,(1731!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,(48!337),(922!440),,,,(1447!1209),,(903!1249),,,(1112!244),,(1736!867),,,,(768!1132),,,,,(1026!1157),,,,,,,,,,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,(50!336),(922!440),,,,,,(903!1250),,,(1113!243),,,,,,,,,,,(1025!1156),,,,,,,,(1721!119),,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,(52!339),(922!439),,,,,,(902!1249),,,(1113!244),,(1736!869),,,,,,,,,(1025!1154),,,,,,,,(1719!121),,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,(53!341),(923!439),,,,(1450!1200),,(903!1249),,,(1112!243),,(1735!869),,,,(763!1133),,,,,(1024!1153),,,,,,,,(1720!121),,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,(53!340),(923!438),,,,(1496!1088),,(903!1249),,,(1113!244),,,,,,,,,,,(1023!1152),,,,,,,,(1720!124),,,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,(53!338),(923!438),,,,(1741!868),,(903!1249),,,,,,,,,,,,,,(1022!1150),,,,,,,,(1720!125),,,,,,(1735!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,(51!337),(923!438),,,,,,(903!1250),,,(1113!244),,,,,,,,,,,(1021!1149),,,,,,,,(1720!126),(1736!867),,,,,(1732!740),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,(52!337),(922!438),,,,,,(903!1250),,,(1113!244),,,,,,(769!1133),,,,,(1018!1147),,,,,,,,(1721!126),(1736!870),,,,,(1733!740),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,(53!340),(922!438),(1756!32),,,,,(903!1250),,,(1112!244),,,,,,,,,,,(1017!1144),,,,,,,,(1721!128),(1735!870),,,,,(1733!740),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,(922!438),,,,,,(903!1250),,,(1112!244),,,,,,(769!1133),,,,,(1016!1143),,,,,,,,(1721!128),(1741!871),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,(923!437),,,,,,(903!1250),,,(1112!244),,,,,,(769!1133),,,,,(1015!1142),,,,,,,,(1720!128),(1736!870),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,(49!341),(923!436),,,,,,(903!1250),,,(1112!244),,,,,,(769!1132),,,,,(1014!1141),,,,,,,,(1719!130),(1740!870),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,(46!344),(922!435),,,,,,(902!1249),,,(1112!244),,,,,,,,,,,(1013!1140),,,,,,,,(1720!130),(1740!869),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,(43!345),(922!434),,,,,,(902!1249),,,(1112!244),,,,,,,,,,,(1010!1139),,,,,,,,(1720!132),(1740!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,(45!344),(921!434),,,,,,(902!1249),,,(1112!244),,,,,,,,,,,(1008!1137),,,,,,,,(1718!134),(1740!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,(45!342),(922!433),,,,,,(903!1249),,,(1112!244),,,,,,(769!1132),,,,,(1007!1135),,,,,,,,,(1735!866),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,(45!342),(922!432),,,,,,(902!1249),,,(1112!244),,,,,,,,,,,(1007!1134),,,,,,,,(1720!136),(1735!866),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,(43!341),(923!431),,,,,,(903!1249),,,(1112!244),,,,,,(769!1132),,,,,(1007!1133),,,,,,,,(1719!139),(1734!866),(1447!1062),,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,(40!337),(923!429),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(1007!1133),,,,,,,,(1720!140),(1735!867),,,,,(1732!739),,(1662!647),(1467!1159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,(924!428),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(1006!1131),,,,,,,,(1719!141),(1740!869),,,,,(1732!739),,,(1468!1157),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,(44!341),(924!427),,,,,,(903!1249),,,(1112!244),,,,,,(769!1133),,,,,(1004!1129),,,,,,,,(1720!143),(1740!816),,,,,(1732!739),,,(1470!1154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,(44!340),(924!426),,,,,,(909!1251),,,,,,,,,(769!1133),,,,,(1001!1127),,,,,,,,(1720!146),(1741!869),,,,,(1732!740),,,(1471!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,(42!347),(925!424),,,,,,(910!1252),,,,,,,,,,,,,,(999!1125),,,,,,,,,(1739!869),,,,,(1732!740),,,(1473!1147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,(42!346),(925!423),,,,,,(902!1249),,,(1112!244),,,,,,,,,,,(998!1124),,,,,,,,(1721!149),(1736!869),,,,,(1732!739),,,(1425!1060),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,(40!344),(924!422),,,,,,(905!1251),,,(1112!244),,,,,,,,,,,(998!1124),,,,,,,,(1721!150),,,,,,(1732!739),,,(1420!1058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,(924!421),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(997!1124),,,,,,,,(1721!152),(1736!870),,,,,(1732!739),,(1662!651),(1476!1139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,(924!421),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(996!1123),,,,,,,,(1721!152),(1735!869),,,,,(1732!739),,(1663!649),(1478!1139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,(38!345),(924!420),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(996!1123),,,,,,,,(1721!153),(1735!867),,,,,(1732!739),,,(1483!1138),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,(37!345),(925!419),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(995!1123),,,,,,,,,(1735!869),,,,,(1732!739),,,(1486!1135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,(38!347),(925!417),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(994!1123),,,,,,,,(1721!157),(1735!868),,,,,(1732!739),,,(1489!1132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,(41!343),(925!416),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(993!1123),,,,,,,,(1721!158),(1735!868),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,(38!349),(925!414),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(991!1123),,,,,,,,,(1735!869),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,(924!412),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(989!1122),,,,,,,,,(1740!869),,,,,(1732!739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,(34!342),(925!411),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(987!1119),,,,,,,,(1722!163),(1735!866),,,,,(1732!740),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,(926!410),,,,,,(903!1250),,,(1112!244),,,,,,(769!1133),,,,,(987!1117),,,,,,,,(1722!164),(1735!866),,,,,(1732!740),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,(926!409),,,,,,(903!1254),,,(1112!244),,,,,,,,,,,(986!1116),,,,,,,,,(1736!866),,,,,(1733!740),,,(1500!1119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,(926!408),,,,,,(903!1254),,,(1112!244),,,,,,,,,,,(985!1116),,,,,,,,,(1736!870),,,,,(1733!739),,,(1504!1116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,(927!407),,,,,,(903!1250),,,(1112!244),,,,,,,,,,,(984!1116),,,,,,,,(1721!163),(1735!870),,,,,(1732!740),,,(1508!1114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,(927!406),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(983!1116),,,,,,,,(1720!170),(1740!870),,,,,,,,(1509!1111),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,(927!404),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(981!1114),,,,,,,,(1721!172),(1735!871),,,,,(1733!739),,,(1512!1109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,(928!402),,,,,,(903!1249),,,(1112!243),,,,,,(769!1132),,,,,(980!1113),,,,,,,,(1721!174),(1739!820),,,,,(1732!739),,(1657!619),(1513!1107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,(929!400),,,,,,(903!1249),,,(1112!243),,,,,,(769!1132),,,,,(978!1112),,,,,,,,(1721!175),(1734!866),,,,,(1732!739),,,(1516!1101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,(35!334),(928!398),,,,,,(903!1249),,,(1112!243),,,,,,(769!1132),,,,,(977!1111),,,,,,,,,(1735!870),,,,,,,,(1518!1100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,(35!333),(930!397),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(975!1109),,,,,,,,,(1735!870),,,,,,,,(1521!1094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,(35!332),(930!397),,,,,,(903!1249),,,(1112!243),,,,,,(769!1132),,,,,(975!1109),,,,,,,,(1722!179),(1735!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,(36!332),(930!395),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(974!1107),,,,,,,,(1722!181),(1735!869),,,,,,,,(1525!1091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,(35!331),(929!395),,,,,,(903!1249),,,(1112!244),,,,,,(769!1132),,,,,(973!1106),,,,,,,,(1722!182),(1736!869),,,,,,,,(1525!1090),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,(36!331),(929!394),,,,,,(909!1250),,,,,,,,,,,,,,(972!1106),,,,,,,,(1722!184),(1736!867),,,,,,,,(1530!1087),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,(36!330),(931!392),,,,,,(906!1251),,,(1112!244),,,,,,,,,,,(972!1105),,,,,,,,,(1735!870),,,,,,,,(1532!1086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,(36!330),(931!391),,,,,,(910!1251),,,(1112!244),,,,,,,,,,,(971!1104),,,,,,,,(1721!188),(1735!866),,,,,,,,(1535!1083),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,(37!330),(931!389),,,,,,(910!1251),,,(1112!244),,,,,,,,,,,(969!1103),,,,,,,,,(1735!870),,,,,,,,(1537!1083),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,(37!329),(931!387),,,,,,(903!1249),,,(1112!244),,,,,,,,,,,(968!1101),,,,,,,,(1720!190),(1735!869),,,,,,,,(1536!1080),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,(37!329),(932!385),,,,,,(903!1249),,,(1113!244),,,,,,(769!1132),,,,,(967!1099),,,,,,,,(1721!191),(1739!869),,,,,,,,(1539!1078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,(38!328),(933!384),,,,,,(903!1249),,,,,,,,,,,,,,(966!1098),,,,,,,,(1720!192),(1739!869),,,,,,,,(1543!1075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,(38!328),(932!383),,,,,,(903!1249),,,(1112!243),,,,,,,,,,,(965!1097),,,,,,,,(1721!190),(1736!866),,,,,(1732!728),,,(1545!1073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,(38!327),(932!382),,,,,,(909!1249),,,(1112!243),,,,,,,,,,,(964!1095),,,,,,,,(1721!192),(1739!823),,,,,,,,(1547!1071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,(38!326),(934!381),,,,,,(902!1248),,,(1112!243),,(1736!868),,,,,,,,,(963!1094),,,,,,,,(1722!194),(1732!736),,,,,,,,(1550!1067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,(40!326),(934!379),,,,,,(903!1248),,,(1112!243),,(1735!868),,,,,,,,,(961!1093),,,,,,,,(1722!202),,,,,,,,,(1552!1065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,(39!325),(935!378),,,,,,(902!1249),,,(1112!244),,(1732!739),,,,,,,,,(961!1092),,,,,,,,(1722!203),,,(1739!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,(38!330),(935!377),,,,,,(902!1248),,,(1112!242),,(1733!740),,,,,,,,,(960!1091),,,,,,,,,,,(1735!867),,,,,,(1558!1062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,(40!322),(935!374),,,,,,(902!1248),,,(1112!244),,(1732!736),,,,,,,,,(958!1090),,,,,,,,(1721!202),,,(1734!870),,,,,,(1561!1061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,(42!321),(936!373),,,,,,(901!1248),,,(1112!244),,,,,,,,,,,(958!1089),,,,,,,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,(40!325),(935!372),,,,,,(901!1249),,,(1112!244),,(1733!739),,,,,,,,,(957!1088),,,,,,,,(1722!206),,,(1735!868),,,,,,(1564!1057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,(44!319),(936!372),,,,,,(901!1248),,,(1112!244),,(1733!739),,,,,,,,,(956!1087),,,,,,,,(1721!208),,,(1735!870),,,,,,(1566!1053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,(44!318),(936!371),,,,,,(901!1248),,,(1112!244),,(1732!739),,,,,,,,,(954!1086),,,,,,,,(1721!211),,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,(46!316),(936!369),,,,,,(901!1247),,,(1112!244),,(1732!739),,,,,,,,,(953!1085),,,,,,,,,,,(1740!870),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,(43!321),(936!366),,,,,,(900!1246),,,(1112!243),,(1733!739),,,,,,,,,(952!1083),,,,,,,,(1721!218),,,(1735!867),,,,,,(1570!1045),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,(47!314),(936!364),,,,,,(901!1245),,,(1112!243),,(1732!739),,,,,,,,,(952!1080),,,,,,,,(1722!218),,,(1743!902),,,,,,(1572!1042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,(47!313),(937!362),,,,,,(900!1245),,,(1112!243),,(1655!635),,,,,,,,,(951!1077),,,,,,,,(1722!221),,,(1735!865),,(1734!739),,,,(1573!1039),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,(48!312),(937!360),,,,,,(900!1244),,,(1112!243),,,,,,,,,,,(949!1073),,,,,,,,(1722!219),,,(1735!866),,(1732!739),,,,(1576!1037),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
