frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_24,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_34,ID_36,ID_38,ID_40,ID_41,ID_42,ID_43,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_55,ID_56,ID_57,ID_58,ID_59,ID_61,ID_64,ID_66,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_77,ID_79,ID_80,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112,ID_113,ID_114,ID_115,ID_116,ID_117,ID_118,ID_119,ID_120,ID_121,ID_122,ID_124,ID_125,ID_127,ID_129,ID_130,ID_131,ID_133,ID_134,ID_135,ID_137,ID_138,ID_139,ID_140,ID_141,ID_143,ID_144,ID_145,ID_147,ID_148,ID_149,ID_150,ID_151,ID_153,ID_154,ID_155,ID_156,ID_157,ID_158,ID_159,ID_160,ID_161,ID_162,ID_164,ID_165,ID_166,ID_167,ID_168,ID_169,ID_170
67,(1101!43),(1747!370),,,(55!832),(1662!1100),,,,(1565!324),,,,(1088!1093),,,,,(831!1151),,(1756!734),(1747!568),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,(1099!44),(1746!369),,,(55!831),(1660!1100),,,,,,,,(1088!1095),(1529!1102),,,,(832!1151),,,(1748!567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,(1098!44),(1746!371),,,(55!830),(1662!1099),,,,,,,,,,,,,(832!1150),(1754!659),,(1748!567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,(1097!44),(1746!374),,,(55!829),(1661!1100),,,,,,,,(1088!1096),(1530!1104),,,,(837!1148),,,(1747!566),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,(1096!44),(1745!369),,,(55!829),(1663!1100),,,,,,,,,,,,,(830!1150),,,(1747!567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,(1095!44),(1746!374),,,(56!827),(1663!1100),,,,(1565!323),,,,,(1530!1106),,,,(831!1151),(1757!738),,(1747!567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,(1094!44),(1746!374),,,(57!826),(1663!1100),,,,,,,,,(1530!1107),,,,(837!1149),(1757!760),,(1748!567),(1471!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,(1093!44),(1746!375),,,(56!823),(1661!1100),,,,,,,,,(1530!1109),,,,(837!1149),(1748!566),,(1565!323),(1470!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,(1092!44),(1746!372),,,(58!821),(1661!1101),,,,,,,,,(1531!1111),,,,(831!1149),(1746!565),,,(1470!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,(1092!44),(1746!370),,,(57!820),(1662!1100),,,,,,,,(1084!1116),(1531!1113),,,,(832!1151),(1746!562),,,(1470!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,(1092!44),(1746!375),,,(56!819),(1661!1101),,,,,,,,(1083!1118),(1531!1115),,,,(831!1151),(1746!563),,,(1470!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,(1092!44),(1747!370),,,(56!818),(1664!1100),,,,(1565!324),,,,(1083!1121),,,,,(832!1151),(1748!559),,,(1471!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,(1090!44),(1746!374),,,(56!816),(1664!1100),,,,(1565!322),,,,,(1534!1119),,,,(832!1151),(1748!562),,,(1471!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,(1089!44),(1747!375),,,(56!814),(1664!1100),,,,,,,,,,,,,(832!1150),(1747!559),,,(1470!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,(1087!45),(1746!369),,,(56!811),(1664!1099),,,,,(1003!805),,,,,,,,(832!1150),(1747!560),,,(1468!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,(1086!44),(1747!369),,,(57!809),(1663!1099),,,,,(1004!805),,,,,,,,(832!1147),(1747!559),,,(1471!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,(1085!44),(1746!369),,,(57!809),(1663!1099),,,,,(1004!805),,,,,(917!89),,,(832!1148),(1748!557),,,(1468!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,(1082!45),(1746!369),,,(56!808),(1662!1099),,,,,(1004!805),,,,,(916!89),,,(832!1148),(1748!555),,,(1471!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,(1081!44),(1746!374),,,(56!807),(1662!1099),,,,,(1079!1140),,,,,,,,(832!1150),(1748!554),,,(1749!768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,(1080!44),(1746!374),,,(56!805),(1660!1100),,,,,(1077!1143),,,,,,,,(831!1150),(1748!550),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,(1078!44),(1746!374),,,(56!805),(1660!1099),,,,,(1077!1147),,,,(1534!1127),,,,(831!1151),(1748!548),,,(1733!801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,(1077!44),(1746!374),,,(57!803),(1660!1100),,,,,,,,,(1532!1129),,,,(831!1151),(1750!550),,,(1733!802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,(1077!44),(1747!370),,,(56!803),(1661!1100),,,,,(1077!1151),,,,,,,,(832!1151),(1748!548),,,(1741!792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,(1076!45),(1746!375),,,(56!801),(1662!1101),,,,,(1076!1153),,,,(1533!1133),,,,(831!1151),(1748!547),,,(1741!795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,(1075!45),(1747!375),,,(55!800),(1664!1101),,,,,,,,,,,,,(832!1151),(1748!546),,,(1740!797),,,(1472!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,(1074!45),(1748!374),,,(55!799),(1663!1101),,,,,,,,,,,,,(832!1151),(1750!540),,,(1742!795),,,(1471!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,(1073!45),(1747!375),,,(54!797),(1663!1100),,,,,(1077!1158),,,,,,,,(832!1151),(1750!538),,,(1742!796),,,(1472!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,(1072!45),(1747!374),,,(53!795),(1663!1100),,,,(1566!323),(1078!1155),,,,,,,,(832!1150),(1748!541),,,(1720!683),,,(1472!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,(1070!45),(1747!374),,,(53!794),(1665!1100),,,,(1566!323),(1075!1161),,,,,(903!66),,,(832!1150),(1748!540),,,(1757!470),(1747!788),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,(1069!45),(1747!374),,,(53!792),(1663!1100),,,,,(1076!1162),,,,,,,,(832!1150),(1749!538),,,(1757!463),(1471!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,(1067!45),(1746!369),,,(54!791),(1662!1100),,,,,,,,,,,,,(686!1161),(1722!678),,,(1748!537),(1471!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,(1065!45),(1746!369),,,(54!789),(1662!1100),,,,,,,,,,,,,,,,,(1749!535),(1471!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,(1065!45),(1745!374),,,(53!788),(1662!1100),,,,,,,,,,,,,,,,,(1749!534),(1471!869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,(1065!46),(1747!374),,,(53!788),(1660!1100),,,,,,,,,,,,,,,,,(1751!531),(1472!869),,,(1746!792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,(1064!45),(1747!374),,,(52!786),(1663!1101),,,,,,,,,,,,,,,,,(1720!682),(1471!869),,,(1746!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,(1063!44),(1747!374),,,(52!785),(1662!1101),,,,,,,,,,,,,,,,,(1753!529),(1471!869),,,(1746!793),(831!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,(1062!44),(1746!375),,,(51!783),(1662!1101),,,,,,,,,,,,,,,,,(1753!527),(1471!869),,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,(1061!45),(1745!375),,,(53!781),(1663!1102),,,,,,,,,,,,,,,,,(1753!527),(1471!869),,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,(1060!44),(1747!375),,,(52!780),(1662!1101),,,,,,,,,,,,,,,,,,(1472!869),,,(1712!837),(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,(1059!44),(1746!375),,,(53!779),(1662!1101),,,,,,,,,,,,,,,,,,(1472!870),,,(1746!793),(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,(1058!44),(1746!374),,,(51!778),(1664!1101),,,,,,,,,,,,,,,,,,(1472!868),,,(1745!793),(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,(1057!43),(1746!375),,,(52!776),(1664!1101),,,,,,,,,,,,,,,,,,(1471!869),,,(1745!793),(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,(1056!43),(1746!375),,,(50!774),(1663!1101),,,,,,,,,,,,,,,,,(1750!523),(1472!868),,,(1745!793),(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,(1054!43),(1745!374),,,(51!773),(1663!1101),,,,,,,,,,,,,,,,,,,,,(1745!793),(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,(1053!43),(1746!374),,,(51!771),(1663!1101),,,,,,,,,,,,,,,,,(1749!521),(1472!868),,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,(1051!43),(1745!369),,,(51!770),(1662!1101),,,,,,,,,,,,,,,,,(1749!519),(1468!873),,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,(1050!43),(1745!369),,,(51!768),(1661!1101),,,,,,,,,,,,,,,,,(1749!519),(1470!868),,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,(1049!43),(1745!369),,,(51!767),(1663!1101),,,,,,,,,,,,,,,,,(1749!513),(1472!868),,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,(1048!43),(1747!374),,,(51!766),(1663!1101),,,,,,,,,,,,,,,,,(1751!512),(1472!869),,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,(1046!43),(1747!375),,,(53!765),(1663!1102),,,,,,,,,,,,,,,,,(1748!515),,,,(1745!793),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,(1047!42),(1746!375),,,(52!764),(1663!1101),,,,,,,,,,,,,,,,,(1747!513),,,(1472!868),(1745!793),(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,(1045!42),(1746!374),,,(51!763),(1664!1101),,,,,,,,,,,,,,,,,(1748!512),,,,,(831!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,(1044!42),(1746!374),,,(52!762),(1662!1101),,,,(1566!324),,,,,,,,,,,,,(1747!511),,,,(1746!793),(831!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,(1043!41),(1746!370),,,(52!760),(1663!1101),,,,,,,,,,,,,,,,,(1746!510),,,,(1745!793),(831!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,(1042!40),(1747!370),,,(51!758),(1662!1105),,,,,,,,,,,,,,,,,(1745!503),,,(1472!867),(1746!793),(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,(1041!39),(1746!374),,,(50!756),(1663!1101),,,,,,,,,,,,,,,,,(1745!502),,,(1471!867),(1745!794),(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,(1040!38),(1746!370),,,(50!755),(1661!1101),,,,,(1073!1168),,,,,,,,,,,,(1746!501),,,(1470!867),(1745!797),(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,(1038!38),(1747!370),,,(50!754),(1662!1101),,,,,,,,,,,,,,,,,(1745!500),,,(1472!867),(1746!800),(685!1159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,(1747!374),,,(49!753),(1663!1100),,,,,,,,,,,,,,,,,(1745!499),,,(1470!873),(1745!803),(685!1160),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,(1035!38),(1746!370),,,(48!752),(1662!1101),,,,,,,,,,,,,,,,,(1745!498),,,(1472!867),(1745!806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,(1034!38),(1746!375),,,(48!750),(1660!1101),,,,,,,,,,,,,,,,,(1744!496),,,(1472!867),(1745!809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,(1033!38),(1746!370),,,(48!749),(1662!1100),,,,,,,,,,,,,,,,,(1744!495),,,,(1744!811),,,(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,(1032!37),(1747!370),,,(47!748),(1663!1100),,,,,(1072!1178),,,,,,,,,,,,(1746!493),,,,(1747!821),(685!1162),,(831!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,(1031!36),(1748!370),,,(49!746),(1663!1101),,,,,,,,,(1526!1140),,,,,,,,(1747!491),,,,(1746!818),,,(831!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,(1030!38),(1748!370),,,(48!745),(1661!1101),,,,,,,,,,,,,,,,,(1746!490),,,,(1746!819),(685!1162),,(831!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,(1029!37),(1747!375),,,(50!745),(1661!1101),,,,,,,,,,,,,,,,,(1747!488),,,,(1472!867),,,(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,(1029!38),(1747!370),,,(49!744),(1662!1101),,,,,,,,,,,,,,,,,(1747!487),,,,(1473!867),,,(832!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,(1028!39),(1747!375),,,(50!743),(1663!1101),,,,,,,,,,,,,,,,,(1748!486),,,,(1473!868),,,(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,(1026!39),(1746!375),,,(48!742),(1661!1101),,,,,,,,,,,,,,,,,(1748!485),,,,(1471!873),,,(832!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,(1747!374),,,(48!741),(1662!1100),,,,,,,,,,,,,,,,,(1747!483),,,,(1473!867),(685!1161),,(831!1151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,(1025!40),(1747!370),,,(47!741),(1661!1100),,,,,,,,,,,,,,,,,(1747!483),,,,(1471!873),,,(831!1151),(1750!833),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,(1023!41),(1746!370),,,(47!740),(1663!1100),,,,,,,,,,,,,,,,,(1747!481),,,,(1470!873),,,(831!1150),(1748!834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,(1023!41),(1746!370),,,(51!738),(1662!1101),,,,,,,,,,,,,,,,,(1748!480),,,,(1472!868),,,(830!1151),(1748!835),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,(1023!41),(1747!370),,,(54!738),(1663!1101),,,,,,,,,,,,,,,,,(1748!477),,,,(1472!868),,,(831!1151),(1747!837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
