frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_21,ID_23,ID_24,ID_25,ID_27,ID_28,ID_30,ID_31,ID_32,ID_33,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_45,ID_49,ID_51,ID_54,ID_55,ID_57,ID_60,ID_64
187,,,,,,,,,,,,,,,,,,,,"(734,54)",,,,,,,"(645,56)",,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,"(729,53)",,,,,,,"(645,55)",,,,,,,,,,,,,,,,,,,
189,,,,,,,"(1520,940)",,,,,,,,,,,,,,,,,,,,"(646,55)",,,,,,,,,,,,,,,,,,,
190,,,,,,,"(1520,940)",,,,,,,,,,,,,,,,,,,,"(646,55)",,,,,,,,,,,,,,,,,,,
191,,,,,,,"(1520,940)",,,,,,,,,,,,,,,,,,,,"(645,56)",,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,"(645,55)",,,,,,,,,,,,,,,,,,,
193,,,,,,,"(1520,940)",,,,,,,,,,,,,,,,,,,,"(645,55)",,,,,,,,,,,,,,,,,,,
194,"(1571,1323)",,,,,,"(1520,940)",,,,"(1334,780)",,,,,,,,,,,,,,,,"(645,55)",,,,,,,,,,,,,,,,,,,
195,"(1571,1324)",,,,,,"(1519,940)",,,,,,,,,,,,,,,,,,,,"(647,55)",,,,,,,,,,,,,,,,,,,
196,"(1571,1325)",,,,,,"(1519,940)",,,,,,,,,,,,,,,,,,,,"(645,55)",,,,,,,,,,,,,,,,,,,
197,"(1574,1325)",,,,,,"(1520,940)",,"(1526,877)",,,,,,,,,,,,,,,,,,"(645,55)",,,,,,,,,,,,,,,,,,,
198,"(1574,1325)",,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1415,669)",,,,"(1322,442)","(1352,313)",,,,,,,,,"(645,55)",,,,,,,,,,,,,,,,,,,
199,"(1573,1324)",,,,,"(1322,954)","(1520,940)",,"(1526,877)",,"(1334,780)",,"(1415,669)",,,,"(1322,443)","(1352,313)",,,,,,,,"(866,292)","(644,56)","(650,645)",,,,,,,,,,,,,,,,,,
200,"(1570,1325)",,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1415,669)",,,,"(1322,443)","(1352,313)",,,,,,,,"(867,290)","(646,54)","(650,645)",,,,,,,,,,,,,,,,,,
201,"(1572,1325)",,,,,,"(1520,940)",,,,,,,,,,"(1322,442)",,,,,,,,,"(863,289)","(647,54)",,,,,,,,,,,,,,,,,,,
202,"(1570,1325)",,,,,,"(1520,940)",,,,"(1335,780)",,"(1416,668)",,,,"(1322,442)",,,,,,,,,,"(647,53)",,,,,,,,,,,,,,,,,,,
203,"(1568,1325)",,,,,,"(1520,940)",,,,,,,,,,,,,,,,,,,,,"(650,645)",,,,,,,,,,,,,,,,,,
204,"(1568,1325)",,,,,,"(1520,940)",,,,,,"(1415,670)",,,,,,,,,,,,,,,"(650,645)",,,,,,,,,,,,,,,,,,
205,"(1571,1325)",,,,,,"(1519,940)",,"(1526,877)",,"(1334,780)",,"(1415,670)",,,,"(1322,442)","(1352,313)",,,,,,,,"(874,284)","(647,52)","(650,645)",,,,,,,,,,,,,,,,,,
206,,,,,,,"(1519,940)",,"(1526,877)",,,,"(1415,670)",,,,"(1322,442)","(1352,313)",,,,,,,,"(875,283)","(647,49)","(650,645)","(1594,1064)","(1536,840)",,,,,,,,,,,,,,,,
207,"(1571,1325)",,,,,,"(1519,940)",,"(1526,877)",,,,"(1415,671)",,,,"(1322,442)","(1352,313)",,,,,,,,"(877,285)",,"(650,645)",,,,,,,,,,,,,,,,,,
208,"(1572,1325)",,,,,,"(1520,940)",,"(1526,877)",,"(1333,780)",,"(1415,673)",,,,"(1322,442)","(1352,313)",,,,,,,,"(879,284)",,"(650,645)",,"(1536,841)",,,,,,,,,,,,,,,,
209,"(1571,1325)",,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1416,669)",,,,"(1322,443)","(1352,313)",,,,,,,,,,"(650,645)","(1593,1063)","(1536,841)",,,,,,,,,,,,,,,,
210,"(1572,1325)",,,,,,"(1520,940)",,"(1526,877)",,,,"(1416,668)",,,,"(1322,443)",,,,,,,,,,,"(650,645)",,"(1536,841)",,,,,,,,,,,,,,,,
211,,,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1416,669)",,,,"(1322,442)",,,,,,,,,,,"(650,645)",,,,,,,,,,,,,,,,,,
212,,,,,,,"(1520,940)",,"(1530,877)",,"(1334,780)",,"(1416,669)",,,,"(1322,442)","(1352,313)",,,,,,,,"(885,280)",,"(650,645)",,"(1537,840)",,,,,,,,,,,,,,,,
213,,,,"(478,1100)",,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1416,669)",,,,"(1322,442)",,,,,,,,,"(887,277)",,"(650,645)",,"(1537,840)",,,,,,,,,,,,,,,,
214,,,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1416,669)",,,,"(1322,443)",,,,,,,,,,,"(650,645)",,"(1537,840)",,,,,,,,,,,,,,,,
215,,,,,,,"(1521,940)",,"(1526,877)",,"(1334,780)",,,,,,"(1322,443)","(1352,313)",,,,,,,,"(893,276)",,"(650,645)",,"(1537,840)",,,,,,,,,,,,,,,,
216,,,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1416,669)",,,,"(1322,443)","(1352,313)",,,,,,,,"(895,273)",,"(650,645)",,"(1537,840)",,,,,,,,,,,,,,,,
217,,,,,,,"(1520,940)",,"(1527,877)",,"(1334,780)",,"(1416,669)",,,,"(1322,442)",,,,,,,,,"(898,271)",,"(650,645)",,,,,,,,,,,,,,,,,,
218,,,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,,,,,"(1322,442)","(1352,313)",,,,,,,,"(893,268)",,"(650,645)",,"(1537,841)",,,,,,,,,,,,,,,,
219,,,,,,,"(1520,940)",,"(1530,877)","(238,805)","(1334,780)",,"(1415,669)",,,,,"(1352,312)",,,,,,,,"(894,262)",,"(650,645)",,"(1536,840)",,,,,,,,,,,,,,,,
220,,,,,,,"(1520,940)",,"(1530,877)",,"(1334,780)",,"(1415,669)",,,,"(1322,443)",,,,,,,,,,,"(650,645)",,"(1536,841)",,,,,,,,,,,,,,,,
221,,,,,,,"(1520,940)",,"(1530,877)",,"(1334,780)",,"(1415,669)",,,,"(1322,442)",,,,,,,,,,,"(650,645)",,"(1536,841)",,,,,,,,,,,,,,,,
222,,,,,,,"(1521,940)",,"(1531,877)",,"(1334,780)",,"(1415,669)",,,,"(1322,442)",,,,,,,,,,,"(650,645)",,"(1535,841)",,,,,,,,,,,,,,,,
223,,,,,,,"(1520,940)",,"(1526,877)",,"(1334,780)",,"(1415,669)",,,,"(1322,442)",,,,,,,,,"(917,261)",,"(650,645)",,,,,,,,,,,,,,,,,,
224,,,,,,,"(1520,940)",,"(1527,877)",,"(1333,780)",,"(1415,669)",,,,"(1322,442)","(1352,313)",,,,,,,,,,"(650,645)",,"(1535,841)",,,,,,,,,,,,,,,,
225,,,,,,,"(1520,940)",,"(1526,877)",,"(1333,780)",,,,,,,,,,,,,,,"(924,259)",,"(650,645)",,,,,,,,,,,,,,,,,,
226,,,,,,,"(1520,940)",,"(1527,877)",,"(1333,780)",,"(1416,669)",,,,"(1322,442)",,,,,,,,,"(928,259)",,"(649,645)",,,,,,,,,,,,,,,,,,
227,,,,,,,"(1520,940)",,"(1531,877)",,,,,,,,,"(1352,312)",,,,,,,,"(931,259)",,"(650,645)",,,,,,,,,,,,,,,,,,
228,,,,,,,"(1520,940)",,"(1531,877)",,"(1333,780)",,"(1416,669)",,,,,,,,,,,,,"(933,258)",,"(650,645)",,,,,,,,,,,,,,,,,,
229,,,,,,,"(1520,940)",,"(1531,878)",,,,"(1416,669)",,,,"(1321,443)","(1352,312)",,,,,,,,"(934,258)",,"(650,645)","(1611,1049)",,,,,,,,,,,,,,,,,
230,,,,,,,,,"(1531,877)",,"(1333,780)",,,,"(382,552)",,"(1322,443)","(1352,312)",,,,,,,,"(927,256)",,"(649,645)","(1614,1050)",,,,,,,,,,,,,,,,,
231,,,,,,,,,"(1531,878)",,,,"(1416,669)",,,,,"(1352,312)",,,,,,,,"(928,249)",,"(649,645)","(1622,1059)",,,,,,,,,,,,,,,,,
232,,,,,,,,,"(1531,878)","(238,805)","(1333,780)",,"(1416,669)",,,,"(1322,443)","(1351,312)",,,,,,,,"(939,257)",,"(649,645)","(1621,1060)","(1535,841)",,,,,,,,,,,,,,,,
233,,,,,,,"(1523,944)",,"(1531,878)",,,,,,"(380,553)",,,,,,,,,,,"(930,249)",,"(649,645)","(1621,1059)",,,,,,,,,,,,,,,,,
234,,,,,,,"(1523,944)",,"(1531,878)",,,,,,,,,"(1354,316)",,,,,,,,"(942,257)",,"(649,645)","(1621,1059)",,,,,,,,,,,,,,,,,
235,,,,,,,"(1523,943)",,"(1530,878)",,,,,,,,,,,,,,,,,,,,"(1621,1059)",,,,,,,,,,,,,,,,,
236,,,,,,,"(1520,940)",,"(1531,878)",,"(1333,780)",,"(1416,669)",,,,"(1322,442)",,,,,,,,,,,,"(1621,1059)",,,,,,,,,,,,,,,,,
237,,,,,,,"(1520,940)",,,,,,,,,,,,,,,,,,,,,"(650,645)","(1621,1060)",,,,,,,,,,,,,,,,,
238,,,,,,,"(1520,940)",,"(1530,878)",,,,"(1416,669)",,,,"(1322,443)",,,,,,,,,"(954,252)",,"(649,645)","(1621,1061)","(1535,841)",,,,,,,,,,,,,,,,
239,,,,,,,"(1520,940)",,"(1530,878)",,"(1334,779)",,,,,,"(1322,443)",,,,,,,,,"(957,252)",,"(649,645)","(1621,1062)","(1535,841)",,,,,,,,,,,,,,,,
240,,,,,,,"(1520,940)",,"(1530,878)",,"(1333,779)",,,,,,,"(1353,316)",,,,,,,,,,"(650,645)","(1622,1062)","(1535,841)",,,,,,,,,,,,,,,,
241,,,,,,,"(1520,940)",,"(1535,841)",,,,"(1415,669)",,,,,"(1350,311)",,,,,,,,,,"(650,645)","(1622,1062)",,,,,,,,,,,,,,,,,
242,,,,,,,"(1520,940)",,"(1535,841)",,,,,,,,,,,,,,,,,,,"(650,645)","(1624,1066)","(1530,877)",,,,,,,,,,,,,,,,
243,,,,,,,"(1520,940)",,"(1530,878)",,"(1333,778)",,,,,,,,,,,,,,,,,"(650,645)","(1621,1067)",,,,,,,,,,,,,,,,,
244,,,,,,,"(1520,940)",,"(1530,877)",,,,"(1415,669)",,,,,,,,,,,,,,,"(650,645)","(1622,1066)",,,,,,,,,,,,,,,,,
245,,,,,,,"(1519,940)",,"(1530,877)",,,,,,,,"(1322,442)","(1350,311)",,,,,,,,"(963,250)",,"(650,645)","(1621,1078)","(1534,841)",,,,,,,,,,,,,,,,
246,,,,,,"(1321,955)","(1519,940)",,"(1530,877)",,"(1333,778)",,,,,,"(1322,442)","(1350,311)",,,,,,,,"(962,239)","(645,53)","(650,645)","(1616,1061)",,,,,,,,,,,,,,,,,
247,,,,,,"(1321,955)","(1519,940)",,"(1531,877)",,"(1333,778)",,,,,,"(1322,443)",,,,,,,,,"(957,246)","(645,53)","(650,645)","(1617,1051)",,,,,,,,,,,,,,,,,
248,,,,,,,"(1519,940)",,"(1530,877)",,,,"(1415,670)",,,,"(1322,443)","(1350,311)",,,,,,,,"(963,241)",,"(650,645)","(1613,1058)",,,,,,,,,,,,,,,,,
249,,,,,,"(1321,955)","(1520,940)",,"(1531,878)",,"(1333,778)",,"(1416,669)",,,,,,,,,,,,,"(962,239)","(647,53)","(650,645)","(1618,1059)",,,,,,,,,,,,,,,,,
250,,,,,,,"(1520,940)",,"(1530,877)",,"(1333,778)",,"(1416,669)",,,,"(1322,443)","(1350,311)",,,,,,,,,"(644,53)","(650,645)","(1618,1049)","(1535,841)",,,,,,,,,,,,,,,,
251,,,,,,"(1321,955)","(1520,940)",,"(1530,877)",,,,"(1416,669)",,,,"(1322,443)","(1350,311)",,,,,,,,,,"(650,645)","(1619,1048)","(1535,841)",,,,,,,,,,,,,,,,
252,,,,,,,"(1520,940)",,"(1531,877)",,,,"(1416,669)",,,,"(1322,443)","(1350,311)",,,,,,,,,,"(650,645)","(1616,1048)",,,,,,,,,,,,,,,,,
253,,,,,,,"(1520,940)",,"(1531,877)",,"(1332,778)",,"(1416,669)",,,,"(1322,442)","(1350,311)",,,,,,,,,,"(650,646)","(1614,1058)",,,,,,,,,,,,,,,,,
254,,,,,,,"(1520,940)",,"(1530,877)",,"(1331,777)",,"(1416,669)",,,,,,,,,,,,,,,"(650,645)","(1615,1047)","(1534,841)",,,,,,,,,,,,,,,,
255,,,,,,,"(1520,940)",,"(1530,877)",,,,,,,,,,,,,,,,,,,"(650,646)","(1617,1049)","(1534,841)","(981,242)",,,,,,,,,,,,,,,
256,,,,,,,"(1520,940)",,"(1530,877)",,"(1326,783)",,,,"(379,552)",,"(1322,443)",,,,,,,,,,,"(650,646)","(1617,1056)",,"(983,241)",,,,,,,,,,,,,,,
257,,,,,,,"(1520,940)",,"(1530,877)",,"(1325,782)",,"(1416,669)",,,,"(1322,442)",,,,,,,,,,"(645,53)","(651,646)","(1609,1049)","(1534,842)",,,,,,,,,,,,,,,,
258,,,,,,,"(1519,940)",,"(1530,877)","(238,805)","(1326,782)",,"(1416,669)",,,,"(1322,443)","(1349,311)",,,,,,,,,,"(651,646)",,"(1534,841)","(986,240)",,,,,,,,,,,,,,,
259,,,,,,,"(1519,940)",,"(1530,877)",,"(1326,782)",,"(1416,669)",,,,"(1322,443)",,,,,,,,,,,"(652,646)","(1606,1045)","(1534,841)","(988,240)",,,,,,,,,,,,,,,
260,,,,,,,"(1520,940)",,"(1530,877)",,"(1327,781)",,"(1416,669)",,,,"(1321,443)","(1349,311)",,,,,,,,,,,"(1609,1049)","(1533,841)","(990,238)",,,,,,,,,,,,,,,
261,,,,,,,"(1520,940)",,"(1527,876)",,"(1327,780)",,"(1416,669)",,,,"(1322,442)",,,,,,,,,,,"(652,646)","(1614,1050)","(1533,841)","(984,235)",,,,,,,,,,,,,,,
262,,,,,,,"(1520,940)",,"(1531,877)",,"(1327,782)",,"(1416,669)",,,,"(1322,442)","(1350,311)",,,,,,,,,,"(653,647)","(1615,1047)",,"(992,230)",,,,,,,,,,,,,,,
263,,,,,,,"(1520,940)",,"(1531,877)",,"(1327,780)",,"(1415,669)",,,,,"(1350,311)",,,,,,,,,,"(653,647)","(1615,1052)","(1533,841)","(995,233)",,,,,,,,,,,,,,,
264,,,,,,,"(1520,940)",,"(1531,877)",,"(1327,782)",,"(1415,669)",,,,,,,,,,,,,,,,"(1615,1052)",,"(987,226)",,,,,,,,,,,,,,,
265,,,,,,,"(1520,940)",,"(1531,877)",,"(1326,781)",,"(1415,669)",,,,,"(1350,311)",,,,,,,,,,,"(1612,1047)",,,,,,,,,,,,,,,,,
266,,,,,,,,,"(1531,877)",,"(1325,780)",,"(1415,669)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,"(1531,877)",,"(1324,781)",,"(1415,669)",,,,,,,,,,,,,,,,"(1615,1050)",,"(1009,231)",,,,,,,,,,,,,,,
268,,,,,,,,,"(1531,877)",,"(1326,781)",,"(1415,669)",,,,,,,,,,,,,,,,"(1615,1047)",,,,,,,,,,,,,,,,,
269,,,,,,,,,"(1531,877)",,"(1325,778)",,"(1415,669)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,"(1325,781)",,,,,,"(1322,443)","(1349,310)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,"(1519,940)",,"(1531,877)",,"(1325,779)",,,,,,,,,,,,,,,,,,,,"(1031,216)",,,,,,,,,,,,,,,
272,,,,,,,"(1519,940)",,"(1531,877)",,"(1326,780)",,"(1415,669)",,,,,,,,,,,,,,,"(653,647)",,,,,,,,,,,,,,,,,,
273,,,,,,,"(1520,940)",,,,"(1324,779)",,"(1416,669)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,"(1530,877)",,"(1336,777)",,"(1416,669)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,"(1337,777)",,"(1416,669)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,"(1328,778)",,"(1416,669)",,,,,,,,,,,,,,,"(653,647)","(1613,1042)",,,,,,,,,,,,,,,,,
277,,,,,,,,,"(1531,877)",,"(1323,780)",,,,,,,,,,,,,,,,,"(653,647)","(1611,1043)",,,,,,,,,,,,,,,,,
278,,,,,,,"(1520,940)",,"(1531,877)",,"(1322,776)",,,,,,,,,,,,,,,,,,"(1617,1058)",,,,,,,,,,,,,,,,,
279,,,,,,,"(1520,940)",,"(1531,877)",,,,,,,,"(1322,443)",,,,,,,,,,,,"(1617,1057)",,,,,,,,,,,,,,,,,
280,,,,,,,,,"(1532,877)",,,,,,,,,,,,,,,,,,,,"(1629,1065)",,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,"(1321,442)",,,,,,,,,,,,"(1630,1064)",,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,"(1531,877)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,"(1531,877)",,,,"(1416,670)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,"(1531,877)",,"(1321,776)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,"(1321,778)",,"(1415,671)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,"(1322,776)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,"(1321,776)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,"(1321,777)",,,,,,,,,,,,,,,,,,,,,"(1351,768)",,,,,,,,,,,,,,
290,,,,,,,,,,,"(1321,775)",,,,,,,,,,,,,,,,,,,,,"(1347,769)",,,,,,,,,,,,,,
291,,,,,,,,,,,"(1321,775)",,,,,,,,,,,,,,,,,,,,,"(1351,769)",,,,,,,,,,,,,,
292,,,,,,,,,,,"(1319,776)",,,,,,,,,,,,,,,,,,,,,"(1349,770)","(1625,1071)",,,,,,,,,,,,,
293,,,,,,,,,,,"(1320,778)",,,,,,,,,,,,,,,,,,,,,"(1351,769)",,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1069,197)",,"(1626,1071)",,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1626,1070)",,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1625,1069)",,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1342,771)","(1317,779)",,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1343,771)","(1317,779)",,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1076,191)",,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1347,771)","(1318,778)",,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1348,770)","(1311,779)",,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1350,771)","(1312,779)",,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1349,771)",,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1081,199)",,,"(1348,770)",,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1080,201)",,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1084,186)",,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1086,180)",,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1086,180)",,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1077,183)",,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1088,179)",,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1090,178)",,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1085,178)",,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1091,179)",,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1092,180)",,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1092,176)",,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1092,176)",,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1095,177)",,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1095,177)",,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1095,175)",,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1307,790)","(1096,174)",,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1098,177)",,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1307,790)","(1096,176)",,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1097,177)",,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1309,788)","(1104,175)",,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1306,791)",,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1102,194)",,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1103,194)",,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1308,792)",,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1310,792)",,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1310,795)",,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1617,1050)",,,,"(1312,794)",,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1312,799)",,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1312,796)",,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1313,797)",,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1313,796)",,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1316,796)",,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1313,797)",,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1313,798)",,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1312,797)",,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1314,799)",,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1313,799)",,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1312,800)",,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1313,800)",,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1314,800)",,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1319,797)",,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1317,798)",,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1319,797)",,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1319,799)",,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1313,800)",,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1319,803)",,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1320,800)",,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1321,804)",,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1320,802)",,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1320,804)",,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1320,804)",,,,,,,,,
