frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13
439,(695!83),(151!200),(703!247),,,,(831!861),(1220!1004),(61!818),,,(59!783),(60!498),(638!1002)
440,(695!83),(151!200),(703!246),,,,(831!861),(1221!1004),(61!818),,,(58!783),(61!498),(638!1001)
441,(696!83),(151!200),(703!247),,,,(831!861),(1221!1005),(64!818),,,(60!784),(61!499),(638!1002)
442,(695!82),(151!199),(703!246),,,,(831!861),(1221!1004),(61!818),,,(58!783),(60!498),(638!1001)
443,(696!83),(151!200),(703!246),,,,(832!861),(1222!1005),(62!818),,,(59!783),(61!497),(639!1002)
444,(696!83),(151!199),(703!245),,,,(831!861),(1222!1004),(61!819),,,(60!783),(60!497),(639!1001)
445,(696!83),(151!200),(703!245),,,,(831!861),(1222!1005),(61!818),,,(60!783),,(638!1001)
446,(696!82),(151!200),(703!245),,,,(831!861),(1221!1005),(61!819),,,(59!783),(61!497),(639!1001)
447,(695!83),(151!200),(703!245),,,,(831!861),(1221!1005),(61!820),,,(59!782),(62!498),(638!1002)
448,(696!83),(151!200),(703!245),,,,(831!861),(1221!1004),,,,,(40!622),(639!1001)
449,(696!83),(151!200),(703!245),,,,(831!861),(1221!1005),(40!622),,,(40!581),(59!782),(638!1001)
450,(695!83),(151!200),(703!245),,,,(831!861),(1221!1005),(59!783),,,,(61!819),(639!998)
451,(695!78),(151!200),(703!245),,,,(832!861),(1220!1005),(59!783),,,(61!497),(60!819),(638!1001)
452,(696!83),(151!200),(703!245),,,,(832!861),(1221!1005),(60!783),,,(41!622),(61!819),(640!998)
453,(695!83),(151!200),(702!245),,,,(832!861),(1220!1006),(60!782),,,,(60!820),(638!1002)
454,(696!80),(151!200),(702!244),,,,(832!861),(1220!1005),(58!782),,,(61!496),(60!820),(639!998)
455,(696!81),(151!200),(701!244),,,,(831!861),(1220!1006),(58!783),,,(61!497),(60!819),(638!1002)
456,(695!83),(151!200),(701!244),,,,(832!861),(1220!1005),(59!783),,,,(60!821),
457,(696!83),(151!200),(700!243),,,,(832!861),(1220!1006),(59!782),,,(61!496),(60!821),(639!1002)
458,(695!83),(151!201),(700!243),,,,(832!861),(1220!1006),(59!783),,,(61!497),(60!820),(638!1001)
459,(695!83),(151!200),(700!243),,,,(832!861),(1220!1005),,,,(61!497),(60!820),(638!1001)
460,(696!83),(152!200),(701!242),,,,(832!861),(1220!1006),,,,,(60!820),(638!1002)
461,(696!83),(151!200),(701!243),,,,(832!861),(1220!1006),,,,(61!498),(60!820),(639!1001)
462,(695!83),(151!200),(700!243),,,,(832!861),(1220!1006),,,,(63!497),(61!820),(638!1002)
463,(695!83),(151!200),(701!243),,,,(832!861),(1220!1006),,,,(60!495),(60!821),(638!1001)
464,(695!83),(151!200),(700!243),,,,(833!860),(1220!1006),(60!783),,,,(60!820),(639!1001)
465,(695!83),(151!200),(700!243),,,,(833!860),(1220!1006),(59!783),,,,(61!820),(639!1002)
466,(695!82),(151!200),(701!243),,,,(833!860),(1219!1006),(59!782),,,(60!495),(61!819),(638!1002)
467,(695!82),(151!200),(701!243),,,,(833!860),(1219!1005),(60!782),,,,(60!820),(638!1001)
468,(695!82),(151!200),(701!243),,,,(834!860),(1219!1006),(60!782),,,(38!594),(61!820),(640!998)
469,(695!82),(150!200),(700!242),,,,(834!860),(1219!1006),(60!782),,,,(61!819),(640!998)
470,(695!83),(150!200),(700!242),,,,(834!859),(1219!1006),(57!783),,,(61!498),(61!819),(639!1001)
471,(696!83),(151!200),(701!242),,,,(835!860),(1219!1006),(59!782),,,(60!495),(61!820),(639!1001)
472,(696!83),(151!200),(700!242),,,,(835!861),(1219!1006),(60!782),,,(61!498),(61!820),(639!1001)
473,(696!83),(151!200),(701!242),,,,(835!860),(1219!1006),(60!782),,,,(61!821),(639!1002)
474,(696!82),(151!200),(700!242),,,,(835!860),(1219!1007),(57!781),,,(39!591),(61!820),(638!1001)
475,(696!82),(151!200),(700!242),,,,(835!860),(1219!1006),(60!782),,,,(61!820),(638!1001)
476,(695!82),(151!200),(700!242),,,,(835!860),(1219!1006),(60!783),,,(60!497),(61!821),(639!1001)
477,(696!83),(152!200),(700!242),,,,(835!859),(1219!1006),(59!782),,,(61!497),(61!820),(640!997)
478,(696!82),(152!200),(700!242),,,,(835!860),(1219!1007),(59!782),,,(63!497),(61!820),
479,(697!82),(152!200),(700!242),,,,(835!859),(1219!1007),(58!783),,,(61!496),(62!820),(640!998)
480,(697!82),(151!200),(700!242),,,,(835!859),(1219!1006),(58!782),,,,(62!820),(639!998)
481,(696!82),(151!200),(700!242),,,,(835!859),(1219!1006),(60!782),,,,(62!820),(640!998)
482,(696!82),(152!200),(700!241),,,,(836!857),(1219!1006),(59!782),,,(48!353),(61!820),
483,(696!82),(152!200),(699!241),,,,(836!857),(1219!1006),(59!782),,,,(61!820),
484,(696!82),(152!200),(699!241),,,,(836!857),(1219!1005),(59!781),,,,(61!819),(639!997)
485,(696!82),(151!200),(699!240),,,,(835!857),(1219!1006),(59!782),,,(47!349),(61!820),(639!997)
486,(696!82),(151!200),(698!240),,,,(836!857),(1219!1006),(59!781),,,(61!497),(62!820),(639!997)
487,(696!82),(152!200),(698!240),,,,(836!857),(1219!1006),(39!620),,,(61!498),(62!820),(639!997)
488,(696!82),(152!200),(698!240),,,,(836!857),(1220!1006),(61!497),,,(59!782),(62!820),(640!998)
489,(696!82),(152!200),(698!240),,,,(836!857),(1220!1007),(61!498),,,(62!820),(57!783),(640!998)
490,(696!82),(152!200),(698!240),,,,(836!857),(1219!1007),,,,(62!820),(59!782),(639!998)
491,(696!82),(151!200),(697!240),,,,(836!857),(1220!1007),(60!497),,,(61!820),(59!783),(639!998)
492,(695!82),(151!200),(696!239),,,,(836!857),(1221!1006),(60!497),,,(62!820),(59!782),(639!998)
493,(696!82),(151!200),(697!240),,,,(836!856),(1222!1006),(61!498),,,(62!820),(59!782),
494,(697!82),(152!200),(697!240),,,,(836!856),(1223!1005),(63!496),,,(62!820),(59!782),(639!997)
495,(697!82),(152!200),(697!240),,,,(836!856),(1223!1006),(42!589),,,(62!820),(58!782),
496,(697!82),(152!200),(696!240),,,,(836!856),(1222!1006),,,,(61!820),(59!782),(639!998)
497,(698!82),(152!200),(697!239),,,,(836!857),(1224!1007),(42!589),,,(62!820),(59!782),(639!997)
498,(698!81),(151!200),(697!239),,,,(836!857),(1224!1007),(39!620),,,(61!820),(58!782),(639!997)
499,(698!82),(152!200),(697!240),,,,(836!857),(1224!1007),(60!498),,,(61!820),(59!782),
500,(698!82),(151!200),(697!240),,,,(836!858),(1226!1007),,,,(61!820),(59!782),
501,(698!81),(151!200),(697!239),,,,(836!858),,(61!498),,,(62!820),(59!782),(640!998)
502,(695!82),(151!200),(698!239),,,,(836!858),,(60!497),,,(61!820),(58!782),(639!998)
503,(695!82),(152!200),(697!239),,,,(837!858),,(61!498),,,(61!820),(58!782),(639!998)
504,(695!82),(152!200),(697!239),,,,(837!858),,,,,(62!820),(58!782),(639!998)
505,(696!82),(151!200),(698!239),,,,(837!858),,,,,(61!820),(59!782),(639!998)
506,(695!82),(151!200),(698!238),,,,(837!858),,(60!497),,,(61!820),(56!782),(639!998)
507,(701!82),(152!200),(698!239),,,,(837!859),,(61!498),,,(61!821),(59!782),(639!998)
508,(695!82),(152!200),(699!239),,,,(836!859),,(60!497),,,(61!820),(58!782),(639!998)
509,(695!83),(152!201),(698!239),,,,(838!859),,(60!498),,,(62!821),(59!783),(639!999)
510,(695!83),(152!200),(701!241),,,,(838!859),,(63!498),,,(61!820),,(640!998)
511,(696!83),(152!200),(698!240),,,,(838!859),,(60!498),,,(62!821),(59!783),(639!998)
512,(696!83),(152!200),(698!238),,,,(838!859),,,,,(61!821),(59!782),(640!998)
513,(697!83),(152!200),(698!238),,,,(838!859),,(61!498),,,(61!820),(60!783),(639!998)
514,(696!83),(152!200),(698!238),,,,(838!859),,,,,(62!820),(59!783),(639!998)
515,(697!82),(152!200),(698!238),,,,(838!859),,,,,(62!820),(59!782),(640!998)
516,(697!82),(152!200),(698!237),,,,(839!859),,(61!498),,,(62!820),(59!782),(639!998)
517,(698!81),(152!200),(698!237),,,,(838!859),,(60!498),,,(62!820),(59!783),(640!998)
518,(698!80),(152!200),(698!236),,,,(838!858),,,,,(61!820),(59!782),(640!998)
519,(698!80),(152!200),(697!235),,,,(839!858),,(61!498),,,(62!820),(59!782),(640!998)
520,(697!82),(152!200),(697!235),,,,(838!858),,(61!497),,,(62!820),(59!782),(640!997)
521,(697!82),(152!200),(697!235),,,,(838!857),,(60!498),,,(61!820),,(639!998)
522,(697!82),(152!200),(697!235),,,,(838!857),,(60!496),,,(62!820),(56!786),(640!998)
523,(698!80),(151!200),(697!235),,,,(838!856),,(60!498),,,(62!820),(58!782),(640!997)
524,(697!82),(152!200),(697!235),,,,(838!857),,(60!498),,,(61!820),(58!782),(639!998)
525,(699!80),(152!200),(697!234),,,,(838!856),,(60!497),,,(61!820),(58!782),(639!998)
526,(699!81),(151!200),(697!234),,,,(838!856),,(60!498),,,(61!820),(56!782),(639!998)
527,(698!80),(151!200),(697!234),,,,(838!856),,(60!498),,,(61!820),(58!782),(639!998)
528,(698!81),(152!200),(697!235),,,,(838!856),,,,,(61!820),,(639!998)
