frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_12,ID_13,ID_14
0,(55!396),(64!444),(1104!499),(1324!674),(207!772),(1344!918),(727!983),,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,
5,,(64!445),(1104!499),(1323!674),(206!772),(1344!918),(726!987),,,,,,,
6,(53!397),(65!445),(1104!499),(1324!674),(207!771),(1344!917),(726!987),,,,,,,
7,(55!396),(65!445),(1104!499),(1324!674),(207!771),(1345!917),(726!988),,,,,,,
8,(54!395),(64!444),(1104!498),(1324!673),(207!771),(1348!917),(726!989),,,,,,,
9,(55!396),(64!445),(1104!499),(1323!673),(206!771),(1344!917),(726!989),,,,,,,
10,(55!396),(64!444),(1104!499),(1324!673),(206!771),(1344!916),(726!989),,,,,,,
11,(55!396),(65!444),(1105!499),(1324!673),(207!771),(1348!916),(726!990),,,,,,,
12,(55!396),(65!444),(1105!499),(1324!673),(206!771),(1345!916),(726!990),,,,,,,
13,(55!396),(65!445),(1104!499),(1324!673),(207!771),(1344!916),(726!991),,,,,,,
14,(55!396),(65!445),(1105!499),(1324!673),(207!771),(1344!917),(725!991),,,,,,,
15,(55!396),(65!445),(1104!499),(1324!673),(207!771),,(725!991),,,,,,,
16,(55!397),(65!446),(1104!499),(1324!674),(207!772),,(725!991),,,,,,,
17,(54!397),(63!447),(1103!499),(1323!674),(206!772),,(725!991),,,,,,,
18,(54!397),(65!446),(1104!499),(1324!674),(207!772),,(725!991),,,,,,,
19,(55!396),(65!446),(1104!499),(1324!674),(207!772),,(725!991),,,,,,,
20,(54!396),(64!446),(1103!499),(1324!674),(206!772),,(725!991),,,,,,,
21,(54!397),(64!446),(1104!500),(1324!674),(207!772),,(725!992),,(33!619),,,,,
22,(54!397),(64!446),(1103!500),(1323!674),(205!772),,(725!992),,,,,,,
23,(54!397),(64!445),(1103!499),(1324!673),(205!771),,(725!992),,,,,,,
24,(54!396),(64!445),(1104!500),(1324!673),(206!771),,(725!992),,,,,,,
25,(55!396),(64!444),(1104!499),(1324!673),(207!771),(1346!917),(725!992),,,,,,,
26,(55!396),(64!444),(1105!498),(1324!673),(206!771),,(725!991),,,,,,,
27,(54!396),(64!444),(1105!498),(1324!673),(205!771),(1345!917),(725!991),,,,,,,
28,(54!396),(63!444),(1105!498),(1324!673),(205!771),(1345!917),(725!991),,,,,,,
29,(55!396),(64!443),(1105!499),(1324!673),(206!771),(1346!917),(725!990),,,,,,,
30,(55!396),(63!444),(1105!499),(1324!673),(206!771),(1346!916),(726!991),,,,,,,
31,(54!396),(63!443),(1105!499),(1324!673),(206!771),(1348!917),(725!991),,,(518!1042),,,,
32,(54!396),(63!444),(1105!499),(1324!673),(205!771),(1345!917),(725!992),,,(551!1037),,,,
33,(54!396),(63!444),(1104!498),(1324!674),(205!772),(1345!918),(725!992),,,,,,,
34,(54!396),(62!444),(1105!498),(1324!673),(205!772),(1345!918),(725!992),,,,,,,
35,(54!396),(63!444),(1105!499),(1324!674),(205!772),,(725!993),,,,,,,
36,(54!396),(63!444),(1105!499),(1324!674),(205!772),,(725!993),,,,,,,
37,(54!397),(63!444),(1104!499),(1324!674),(205!772),,(726!994),,,,,,,
38,(54!396),(63!444),(1104!500),(1324!674),(205!772),(1345!920),(725!995),,,,,,,
39,(54!397),(63!444),(1104!500),(1324!674),(207!772),(1345!920),(725!993),,,,,,,
40,(54!397),(62!444),(1103!499),(1323!674),(205!772),(1345!920),(725!993),,,,,,,
41,(54!396),(63!443),(1104!499),(1324!673),(205!772),(1345!918),(726!993),,,,,,,
42,(54!396),(63!443),(1103!499),(1324!674),(205!772),,(726!994),,,,,,,
43,(54!396),(63!443),(1103!499),(1324!673),(205!771),(1346!919),(726!994),,,,,,,
44,(54!396),(63!443),(1104!499),(1324!673),(205!771),(1345!918),(726!994),,,,,,,
45,(54!396),(63!443),(1104!498),(1323!673),(205!771),(1346!916),(726!994),,,,,,,
46,(55!395),(63!442),(1104!498),(1323!672),(205!771),(1346!916),(726!994),,,,,,,
47,(55!395),(63!442),(1104!498),(1324!672),(205!771),(1346!918),(725!998),,,,,,,
48,(55!396),(63!443),(1104!498),(1324!673),(206!771),(1346!915),(725!999),,,,,,,
49,(55!396),(63!443),(1103!498),(1324!673),(205!771),(1346!917),(726!995),,,,,,,
50,(55!396),(63!443),(1103!498),(1324!673),(207!771),(1345!917),(726!996),,,,,,,
51,(55!396),(63!444),(1103!498),(1324!673),(205!771),,(726!996),,,,,,,
52,(55!396),(63!444),(1103!497),(1324!674),(205!772),,(726!997),,,,,,,
53,(55!396),(63!444),(1104!497),(1324!674),(205!772),(1346!916),(724!997),,,,,,,
54,(55!396),(63!444),(1104!497),(1323!674),(205!772),(1346!912),(724!997),,,,,,,
55,(55!396),(63!444),(1103!497),(1324!674),(205!772),,(725!997),,,,,,,
56,(55!397),(63!444),(1103!497),(1324!674),(205!772),(1347!911),(725!997),,,,,,,
57,(55!397),(64!444),(1104!498),(1324!674),(205!772),(1347!912),(725!997),,,,,,,
58,(54!397),(64!444),(1104!497),(1324!673),(205!771),(1347!911),,,,,,,,
59,(55!396),(63!444),(1104!496),(1324!673),(205!771),(1347!911),,,,,,,,
60,(55!397),(63!444),(1104!495),(1324!674),(205!771),(1347!910),(724!997),,,,,,,
61,(55!397),(64!443),(1103!494),(1324!674),(205!771),,,,,,,,,
62,(54!396),(63!443),(1103!494),(1323!673),(205!771),(1347!909),,,,,,,,
63,(55!395),(64!443),(1104!492),(1323!673),(205!770),(1349!909),(724!997),,,,,,,
64,(55!396),(64!443),(1104!492),(1324!673),(205!770),(1348!909),,,,,,,,
65,(55!396),(64!442),(1105!491),(1324!672),(206!771),,,,,,,,,
66,(55!396),(64!443),(1106!489),(1324!672),(205!771),,(724!997),,,,,,,
67,,(64!443),(1107!489),(1324!673),(206!771),,,,,,,,,
68,,(65!444),(1107!488),(1324!673),(206!771),,,,,,,,,
69,(55!397),(65!444),(1107!487),(1324!673),(206!771),,,,,,,,,
70,(55!396),(65!444),(1107!486),(1324!673),(206!771),,,,,,,,,
