frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13
0,"(808,1020)","(1284,706)","(502,686)","(1114,411)","(1266,368)","(1356,359)","(104,175)","(587,89)",,,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,"(808,1020)","(1284,707)","(501,686)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(587,89)",,,,,,
5,"(808,1020)","(1280,706)","(501,686)","(1114,407)","(1266,369)","(1356,360)","(104,176)","(587,89)",,,,,,
6,"(807,1021)","(1283,707)","(501,687)","(1114,411)","(1266,369)","(1355,360)","(104,176)","(586,90)","(73,373)",,,,,
7,"(807,1021)","(1279,706)","(501,687)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(587,90)","(73,371)",,,,,
8,"(807,1021)","(1278,706)","(501,687)","(1114,412)","(1266,369)","(1356,360)","(104,176)","(587,90)","(73,371)",,,,,
9,"(808,1021)","(1283,708)","(501,687)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(586,89)","(73,373)",,,,,
10,"(802,1021)","(1283,708)","(500,687)","(1114,412)","(1266,369)","(1356,360)","(104,176)","(587,90)","(73,370)",,,,,
11,"(802,1021)","(1283,708)","(500,688)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(586,90)","(73,369)",,,,,
12,"(807,1021)","(1283,708)","(500,687)","(1114,411)","(1266,369)","(1355,360)","(104,176)","(586,90)","(73,369)",,,,,
13,"(807,1021)","(1279,707)","(500,687)","(1114,411)","(1265,369)","(1355,360)","(104,175)","(586,89)","(73,368)",,,,,
14,"(807,1021)","(1279,707)","(499,688)","(1114,411)","(1265,369)","(1356,360)","(104,176)","(586,90)","(73,367)",,,,,
15,"(807,1021)","(1279,707)","(499,689)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(586,89)","(73,366)",,,,,
16,"(807,1021)","(1282,708)","(499,689)","(1113,407)","(1266,369)","(1355,360)","(104,176)","(587,89)","(73,364)",,,,,
17,"(807,1021)","(1282,708)","(500,688)","(1114,411)","(1266,368)","(1355,360)","(104,175)","(586,89)","(74,368)","(137,1016)",,,,
18,"(807,1021)","(1282,709)","(500,690)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(587,89)","(73,362)","(138,1017)",,,,
19,"(807,1021)","(1282,709)","(500,691)","(1114,407)","(1266,369)","(1356,360)","(104,176)","(586,89)","(74,362)","(138,1016)",,,,
20,"(807,1021)","(1281,709)","(500,691)","(1115,411)","(1266,368)","(1356,359)","(104,175)","(587,89)","(75,361)","(138,1016)",,,,
21,"(807,1021)","(1280,709)","(500,691)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(587,89)","(74,361)","(139,1015)",,,,
22,"(807,1021)","(1280,710)","(500,691)","(1114,408)","(1266,369)","(1356,360)","(104,176)","(586,89)","(74,365)","(138,1015)",,,,
23,"(802,1021)","(1279,710)","(500,691)","(1114,408)","(1266,369)","(1356,360)","(104,176)","(586,90)","(74,359)","(139,1016)",,,,
24,"(802,1021)","(1279,710)","(500,691)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(587,89)","(74,357)","(139,1015)",,,,
25,"(807,1021)","(1278,710)","(501,691)","(1114,411)","(1266,369)","(1356,360)","(104,176)","(586,89)","(74,362)","(138,1016)",,,,
