frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18
97,,"(856,857)","(1354,852)","(948,768)","(103,468)","(1360,301)","(1325,191)","(1252,160)","(462,105)","(486,74)","(437,69)",,,,,,
98,,"(856,857)","(1354,851)","(948,768)","(103,467)","(1360,300)","(1324,196)","(1253,159)","(461,105)","(490,75)","(436,69)",,,,,,
99,,"(854,857)","(1353,850)","(948,768)","(103,466)","(1360,300)","(1323,196)","(1253,159)","(461,104)","(485,74)","(436,68)",,,,,,
100,,"(854,856)","(1353,850)","(948,766)","(102,466)","(1359,299)","(1324,191)","(1253,159)","(461,103)","(485,73)","(436,68)",,,,,,
101,,"(854,855)","(1353,849)","(948,767)","(100,466)","(1360,300)","(1325,193)","(1253,158)","(461,103)","(490,75)","(435,68)",,,,,,
102,,"(854,855)","(1353,849)","(948,766)","(102,465)","(1361,298)","(1325,191)","(1252,158)","(461,102)","(485,72)","(436,67)",,,,,,
103,,"(854,855)","(1353,848)","(949,766)","(102,465)","(1360,298)","(1325,190)","(1253,158)","(461,102)","(486,72)","(435,66)",,,,,,
104,,"(854,855)","(1353,848)","(946,764)","(99,465)","(1360,293)","(1325,191)","(1253,158)","(462,102)","(485,72)","(435,66)",,,,,,
105,,"(854,854)","(1353,848)","(950,766)","(99,465)","(1361,294)","(1325,191)","(1252,158)","(462,102)","(485,72)","(435,66)",,,,,,
106,,"(854,855)","(1353,849)","(947,764)","(99,465)","(1360,293)","(1325,191)","(1253,158)","(462,102)","(485,72)",,,,,,,
107,,"(854,855)","(1353,849)","(947,765)","(100,465)","(1360,294)","(1326,192)","(1253,158)","(462,102)","(486,73)","(435,67)",,,,,,
108,,"(854,855)","(1353,849)","(947,766)","(102,466)","(1359,294)","(1325,192)","(1252,159)","(461,103)","(485,73)",,,,,,,
109,,"(855,856)","(1353,850)","(947,766)","(99,466)",,"(1325,198)","(1253,160)","(461,104)","(485,73)","(436,68)",,,,,,
110,,"(853,856)","(1353,850)","(952,768)","(100,466)","(1360,295)","(1327,197)","(1253,160)","(461,104)","(486,74)","(436,68)",,,,,,
111,,"(854,858)","(1353,851)","(952,769)","(100,467)","(1361,295)","(1327,196)","(1252,160)","(461,104)","(486,75)",,,,,,,
112,,"(853,858)","(1354,852)","(952,770)","(101,467)","(1361,297)","(1328,195)","(1253,161)","(462,106)","(486,75)",,,,,,,
113,,"(853,859)","(1354,852)","(952,771)","(101,469)","(1361,298)","(1328,195)","(1253,161)","(462,106)","(487,76)",,,,,,,
114,,"(852,858)","(1354,852)","(952,770)","(100,468)","(1361,297)","(1328,194)","(1252,162)","(462,106)","(486,75)","(437,69)",,,,,,
115,,"(852,858)","(1354,852)","(952,770)","(101,468)","(1361,297)","(1327,194)","(1253,162)","(462,106)","(486,75)","(436,69)",,,,,,
116,,"(852,858)","(1354,852)","(952,770)","(100,467)","(1360,297)","(1327,195)","(1252,162)","(462,105)","(486,75)","(436,69)",,,,,,
117,,"(851,857)","(1354,851)","(952,769)","(103,466)","(1359,296)","(1326,197)","(1252,161)","(461,104)","(486,74)","(436,69)",,,,,,
118,,"(851,857)","(1353,851)","(952,769)","(101,466)","(1361,296)","(1327,196)","(1252,160)","(461,104)","(486,74)","(437,68)",,,,,,
119,,"(851,855)","(1353,849)","(952,768)","(100,466)","(1359,293)","(1327,198)","(1252,160)","(456,102)","(486,74)","(436,68)","(47,593)",,,,,
120,,"(855,855)","(1353,849)","(952,767)","(102,465)","(1359,293)","(1326,195)","(1251,159)","(455,101)","(485,72)","(437,68)",,,,,,
121,,"(854,855)","(1353,849)","(952,767)","(103,465)",,"(1326,195)","(1251,159)","(456,101)","(486,72)","(436,68)",,,,,,
122,,"(859,855)","(1353,848)","(952,767)","(102,465)",,"(1325,195)","(1251,159)","(456,101)","(485,72)","(436,67)","(44,598)",,,,,
123,,"(851,854)","(1353,848)","(951,767)","(99,465)",,"(1325,195)","(1251,159)","(455,100)","(485,73)","(436,67)",,,,,,
124,,"(851,855)","(1352,849)","(951,767)","(102,465)",,"(1325,195)","(1251,159)","(455,101)","(484,73)","(436,67)",,,,,,
125,,"(850,856)","(1352,849)","(951,768)","(102,465)",,"(1325,196)","(1251,160)","(456,101)","(485,73)","(436,68)",,,,,,
126,,"(850,855)","(1353,849)","(950,768)","(102,465)",,"(1324,197)","(1250,160)","(456,101)","(485,75)","(436,68)",,,,,,
127,,"(850,856)","(1352,850)","(950,768)","(102,466)",,"(1324,198)","(1250,161)","(455,102)","(485,74)","(436,69)",,,"(1253,60)",,,
128,,"(854,857)",,"(947,768)","(102,467)",,"(1324,200)","(1250,162)","(460,104)","(485,74)","(436,69)",,,,,,
129,,"(853,857)","(1353,851)","(952,770)","(102,468)","(1359,296)","(1324,200)","(1249,162)","(456,103)","(485,77)","(435,70)",,,,,,
130,,"(850,857)","(1353,852)","(952,770)","(102,469)",,"(1323,202)","(1249,162)","(461,105)","(486,75)","(436,70)",,,,,,
131,,"(850,858)","(1353,852)","(952,771)","(100,468)","(1359,296)","(1323,205)","(1249,162)","(456,104)","(486,76)","(437,70)",,,,,,
132,,"(850,858)","(1353,852)","(951,770)","(103,469)","(1359,295)","(1323,206)","(1249,163)","(456,104)","(486,76)",,"(47,595)",,,,,
133,,"(849,857)","(1353,852)","(949,768)","(103,469)",,"(1326,205)","(1249,163)","(456,104)","(486,76)",,"(44,596)",,,,,
134,,"(849,857)","(1353,851)","(952,770)","(103,468)",,"(1323,204)","(1248,163)","(457,104)","(486,76)","(437,70)","(46,601)",,,,,
135,,"(848,856)","(1353,851)","(948,768)","(100,467)",,"(1323,203)","(1248,163)","(456,103)","(486,75)","(437,69)",,,,,,
136,,"(849,856)","(1353,850)","(948,767)","(100,467)",,"(1323,203)","(1248,163)","(461,104)","(486,75)","(437,69)",,,,,,
137,,"(849,855)","(1353,850)","(948,767)","(100,467)",,"(1323,203)","(1248,162)","(461,104)","(486,74)","(436,69)",,,"(1254,61)",,,
138,,"(847,855)","(1353,849)","(947,766)","(99,467)","(1359,293)","(1323,202)","(1248,162)","(460,103)","(485,73)","(436,68)","(46,595)",,,,,
139,,"(848,854)",,"(948,766)","(102,465)",,"(1324,202)","(1248,162)","(456,101)","(486,73)","(437,68)","(46,598)",,,,,
140,,"(852,854)","(1353,849)","(948,766)","(99,465)",,"(1324,203)","(1247,162)","(461,103)","(485,73)","(436,68)",,,,,,
141,,"(848,854)","(1353,849)","(948,766)","(96,466)","(1359,295)","(1324,203)","(1247,162)","(456,101)","(486,73)","(436,68)",,,,,,
142,,"(847,854)","(1352,849)","(948,767)","(98,467)","(1359,294)","(1324,204)","(1247,163)","(456,101)","(485,76)","(436,68)","(46,597)",,"(1257,61)",,,
143,,"(847,854)","(1353,849)","(948,767)","(99,466)",,"(1324,204)","(1248,163)","(460,103)","(485,73)","(436,68)",,,,,,
144,"(124,1050)","(847,854)",,"(947,767)","(99,466)",,"(1324,205)","(1247,163)","(460,103)","(485,75)","(436,68)",,,,,,
145,,"(847,855)",,"(947,767)","(96,467)",,"(1324,206)","(1247,164)","(460,104)","(485,76)","(436,68)",,,,,,
146,,"(847,855)",,"(947,768)","(94,468)","(1359,295)","(1327,208)","(1248,164)","(456,104)","(485,74)","(436,69)",,,,,,
147,,"(847,855)",,"(948,768)","(95,468)",,"(1327,208)","(1248,165)","(460,105)","(486,77)","(435,69)",,,,,,
