frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_12,ID_13,ID_14
0,"(149,1016)","(439,997)","(49,1001)","(1351,919)","(1006,847)","(1342,821)","(486,653)","(321,432)","(83,103)",,,,,
1,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,
4,"(147,1016)","(436,997)","(47,1001)","(1349,916)","(1006,847)","(1338,822)","(486,649)","(319,432)","(81,103)",,,,,
5,"(147,1015)","(436,997)","(47,1000)","(1349,915)","(1006,846)","(1338,821)","(487,649)","(319,432)","(79,98)",,,,,
6,"(147,1016)","(435,997)","(47,1000)","(1349,914)","(1005,847)","(1337,821)","(485,649)","(317,432)","(79,102)",,,,,
7,"(147,1015)","(435,997)","(47,1001)","(1349,910)","(1007,847)","(1337,820)","(485,649)","(318,432)","(80,103)",,,,,
8,"(146,1015)","(435,997)","(47,1000)","(1349,912)","(1008,847)","(1334,824)","(485,649)","(317,431)","(78,99)",,,,,
9,"(147,1015)","(436,996)","(47,1001)","(1349,908)","(1009,846)","(1337,820)","(487,648)","(318,431)","(80,101)",,,,,
10,"(147,1015)","(436,997)","(47,1001)","(1349,908)","(1011,846)","(1337,820)","(487,649)","(318,431)","(80,102)",,,,,
11,"(148,1014)","(436,996)","(48,1000)","(1349,907)","(1011,846)","(1337,820)","(488,648)","(319,431)","(81,102)",,,,,
12,"(148,1014)","(440,994)","(48,1000)","(1350,908)","(1015,845)","(1335,824)","(488,648)","(319,431)","(82,102)",,,,,
13,"(148,1014)","(438,996)","(48,1001)","(1350,907)","(1014,845)","(1336,824)","(489,648)","(320,431)","(80,99)",,,,,
14,"(148,1015)","(438,997)","(48,1001)","(1350,907)","(1018,845)","(1338,820)","(489,649)","(320,431)","(80,99)",,,,,
15,"(149,1015)","(442,995)","(49,1002)","(1350,907)","(1015,846)","(1338,820)","(489,649)","(320,432)","(83,102)",,,,,
16,"(150,1015)","(442,995)","(50,1001)",,"(1017,846)","(1339,819)","(490,649)","(321,432)","(83,102)",,,,,
17,"(149,1015)","(442,995)","(49,1001)","(1350,906)","(1017,846)","(1338,819)","(490,649)","(321,432)","(83,102)",,,,,
18,"(149,1016)","(442,995)","(49,1002)","(1350,906)","(1017,846)","(1338,820)","(490,649)","(321,432)","(83,103)",,,,,
19,"(149,1016)","(439,997)","(48,1003)","(1350,905)","(1016,847)","(1337,820)","(489,650)","(320,432)","(80,99)",,,,,
20,"(149,1015)","(439,997)","(49,1002)","(1350,904)","(1016,847)","(1337,819)","(489,649)","(321,432)","(82,103)",,,,,
21,"(144,1015)","(438,997)","(48,1002)","(1350,903)","(1016,847)","(1337,820)","(489,649)","(320,432)","(80,99)",,,,,
22,"(148,1015)","(440,995)","(48,1001)","(1349,902)","(1019,846)","(1336,819)","(488,649)","(319,432)","(80,99)",,,,,
23,"(147,1016)","(440,996)","(48,1002)","(1349,902)","(1018,846)","(1336,819)","(488,649)","(318,432)","(81,103)",,,,,
24,"(148,1015)","(437,997)","(48,1001)","(1349,901)","(1018,846)","(1336,818)","(488,649)","(319,433)","(79,99)",,,,,
25,"(143,1015)","(436,997)","(47,1001)","(1349,899)","(1018,846)","(1335,817)","(488,648)","(318,431)","(78,99)",,,,,
26,"(143,1015)","(436,997)","(47,1001)","(1349,898)","(1014,847)","(1335,817)","(487,647)","(318,432)","(78,99)",,,,,
27,"(142,1015)","(436,997)","(47,1000)","(1349,897)","(1015,847)","(1335,817)","(488,648)","(318,432)","(78,99)",,,,,
28,"(143,1015)","(436,997)","(47,1000)","(1349,896)","(1016,847)","(1335,817)","(488,647)","(318,432)","(78,99)","(47,82)",,,,
29,"(147,1014)","(436,996)","(47,1000)","(1349,895)","(1016,847)","(1335,815)","(489,647)","(319,431)","(78,99)",,,,,
30,"(147,1014)","(436,996)","(47,1000)","(1349,894)","(1017,847)","(1335,815)","(491,648)","(319,431)","(79,99)",,,,,
31,"(148,1015)","(437,997)","(48,1000)","(1349,894)","(1018,847)","(1335,815)","(491,649)","(319,432)","(79,99)",,,,,
32,"(149,1014)","(438,996)","(48,1001)","(1350,894)","(1019,847)","(1335,814)","(492,649)","(320,431)","(82,102)",,,,,
