frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_12,ID_15,ID_16
212,"(757,1005)","(555,929)","(164,917)","(1349,682)","(381,762)","(736,660)","(422,619)","(1261,615)",,,"(1320,980)",,
213,"(755,1004)","(555,929)","(165,918)","(1349,680)","(381,762)",,"(422,618)","(1261,615)","(1052,240)",,"(1319,980)",,
214,"(756,1006)","(555,927)","(166,918)","(1350,679)",,"(736,659)","(422,619)","(1261,615)","(1052,240)",,"(1318,979)",,
215,"(757,1007)",,"(165,920)","(1351,677)","(381,762)","(735,658)","(421,619)","(1261,615)","(1052,240)",,"(1317,977)",,
216,"(756,1005)",,"(165,921)","(1350,677)","(381,762)","(735,658)","(421,619)","(1260,616)","(1052,240)",,"(1316,977)",,
217,"(754,1003)","(555,929)","(166,922)","(1351,675)","(380,762)",,"(421,619)","(1260,615)",,,"(1315,975)",,
218,"(755,1003)",,"(166,922)","(1351,674)","(381,763)","(735,658)","(422,619)","(1256,618)",,,"(1314,975)",,
219,"(755,1005)","(555,929)","(168,923)","(1351,674)","(380,762)","(734,657)","(422,620)","(1260,615)","(1052,240)",,"(1313,973)",,
220,"(755,1004)","(555,929)","(168,924)","(1351,672)","(380,762)","(734,657)","(422,619)","(1260,616)","(1052,240)",,"(1311,973)",,
221,"(759,1008)","(555,929)","(166,925)","(1351,671)",,"(733,657)","(422,619)","(1256,616)","(1052,240)",,"(1310,972)",,
222,"(757,1011)","(555,929)","(166,925)","(1351,669)",,"(733,657)","(421,619)","(1260,616)","(1049,239)",,"(1309,971)",,
223,"(754,1015)","(555,929)","(166,926)","(1350,667)","(380,762)","(733,657)","(421,619)","(1260,618)","(1052,240)",,"(1309,971)",,
224,"(758,1016)","(555,929)","(166,926)","(1349,666)","(380,762)","(733,656)","(421,619)","(1260,618)","(1052,240)",,"(1308,971)",,
225,"(751,1018)","(555,929)","(167,926)","(1351,666)","(381,762)","(732,655)","(421,619)","(1260,616)","(1049,238)",,"(1306,970)",,
226,"(752,1018)","(554,929)","(170,927)","(1349,666)",,"(732,654)","(422,618)","(1259,617)","(1048,238)",,"(1305,969)",,
227,"(752,1018)","(555,929)","(167,927)","(1349,658)",,"(731,654)","(422,619)","(1261,615)","(1052,240)",,"(1301,969)",,
228,"(753,1016)","(554,929)","(169,927)","(1351,656)","(381,762)","(730,653)","(422,618)","(1256,616)","(1052,240)",,"(1301,968)",,
229,"(752,1015)","(555,929)","(169,928)","(1351,654)","(381,762)","(731,652)","(422,619)","(1256,617)","(1052,240)",,"(1303,968)",,
230,"(751,1015)","(555,929)","(168,929)","(1351,653)","(381,762)","(731,651)","(422,619)","(1259,617)","(1051,240)",,"(1302,969)",,
231,"(751,1016)","(556,929)","(170,930)","(1349,652)","(381,762)","(731,651)","(423,619)","(1260,619)","(1049,238)",,"(1302,971)",,
232,"(749,1021)","(555,929)","(170,930)","(1349,650)","(381,762)","(731,651)","(423,619)","(1255,620)","(1052,239)",,"(1302,972)",,
233,"(750,1020)",,"(170,931)","(1351,644)",,"(730,651)","(422,619)","(1255,622)","(1052,239)",,"(1300,972)",,
234,"(750,1019)",,"(172,933)","(1349,644)","(381,762)","(730,651)","(422,619)","(1254,623)","(1052,239)",,"(1300,971)",,
235,"(750,1019)","(555,929)","(171,934)","(1349,645)","(381,762)","(730,651)","(422,619)","(1255,624)","(1049,238)",,"(1299,969)",,
236,"(750,1019)",,"(171,936)","(1349,644)",,"(730,651)","(422,619)","(1256,625)","(1049,238)",,"(1299,969)",,
237,"(750,1019)","(555,929)","(173,938)","(1352,642)","(381,762)","(730,651)",,"(1260,627)","(1049,238)",,"(1298,968)",,
238,"(748,1022)","(555,929)","(172,939)","(1351,639)",,,"(422,619)","(1261,627)",,,"(1297,967)",,
239,"(748,1020)","(555,929)","(173,940)","(1350,639)","(381,762)","(730,651)","(421,620)","(1261,628)","(1052,240)",,"(1297,967)",,
240,"(749,1021)","(556,929)","(174,942)","(1347,639)","(381,762)",,"(422,620)","(1260,631)","(1052,240)",,"(1297,966)",,
241,"(749,1021)","(555,929)","(174,943)","(1350,639)","(381,762)","(730,649)","(421,620)","(1260,631)","(1052,240)",,"(1295,965)",,
242,"(749,1021)","(555,929)","(175,944)","(1351,638)",,"(732,647)","(421,620)","(1261,632)","(1052,240)",,"(1294,966)",,
243,"(748,1021)","(555,929)","(175,945)","(1351,638)",,"(730,647)","(420,620)","(1261,636)","(1052,240)",,"(1292,963)",,
244,"(747,1021)","(555,929)","(176,947)","(1351,638)","(381,762)","(731,647)","(421,620)","(1262,636)","(1048,237)",,"(1290,964)",,
245,"(748,1021)",,"(176,948)","(1351,638)",,"(733,647)","(421,620)","(1262,636)","(1051,240)",,"(1288,962)",,
246,"(748,1020)","(555,929)","(177,949)","(1351,638)","(381,762)","(734,647)","(421,620)","(1263,637)","(1052,239)",,"(1286,957)",,
247,"(748,1021)","(555,929)","(177,950)","(1351,637)","(381,761)","(735,649)","(421,620)","(1265,639)","(1052,239)",,"(1285,956)",,
248,"(749,1018)","(555,929)","(177,952)","(1351,638)","(381,761)","(735,648)","(421,620)","(1266,641)","(1052,239)",,"(1284,956)",,
249,"(748,1019)","(555,929)","(177,954)","(1351,638)","(381,761)","(734,647)","(421,620)","(1266,643)","(1049,238)",,"(1281,959)",,
250,"(748,1021)","(554,929)","(177,955)","(1351,637)","(381,761)","(735,645)","(421,620)","(1268,644)","(1053,240)",,"(1279,958)",,
251,"(748,1021)","(555,929)","(179,957)","(1351,637)","(381,761)","(735,645)","(421,620)","(1268,644)","(1054,241)",,"(1279,957)",,
252,"(747,1021)",,"(179,962)","(1351,638)",,"(735,645)","(421,620)","(1269,646)","(1053,241)",,"(1277,957)",,
253,"(747,1021)",,"(180,962)","(1351,638)",,"(735,644)","(421,620)","(1270,646)","(1053,241)",,"(1275,956)",,
254,"(748,1021)","(555,929)","(180,964)","(1351,638)",,"(735,645)","(421,621)","(1271,648)",,,"(1274,956)",,
255,"(748,1021)","(554,929)","(181,964)","(1351,637)","(381,763)","(735,644)","(421,621)","(1271,648)",,,"(1273,955)",,
256,"(747,1021)","(555,929)","(181,965)","(1352,637)",,"(735,644)","(421,620)","(1272,648)",,,"(1272,954)",,
257,"(747,1020)",,"(181,966)","(1351,637)",,"(734,644)","(421,620)","(1273,650)",,,"(1271,954)",,
258,"(746,1020)",,"(181,968)","(1351,637)",,"(734,643)","(421,621)","(1274,650)",,,"(1269,953)",,
259,"(745,1021)","(555,929)","(181,970)","(1351,637)","(381,763)","(729,644)","(421,621)","(1274,651)","(1054,242)",,"(1268,952)",,
260,"(747,1020)",,"(181,971)","(1351,637)","(381,763)","(727,643)","(421,621)","(1275,651)",,,"(1267,951)",,
261,"(745,1021)",,"(180,972)","(1351,637)","(381,763)","(733,643)","(421,621)","(1275,652)","(1055,241)",,"(1265,951)",,
262,"(745,1020)","(555,929)","(181,973)","(1351,638)","(381,762)","(734,641)","(421,620)","(1276,652)",,,"(1265,949)",,
263,"(745,1020)","(555,929)","(181,974)","(1351,638)",,"(732,642)","(421,620)","(1276,652)",,,"(1264,949)",,
264,"(744,1021)","(555,928)","(180,976)","(1351,637)","(381,762)","(733,641)","(421,620)","(1275,652)","(1058,242)",,"(1263,946)",,
265,"(744,1019)","(555,929)","(180,979)","(1352,637)","(381,762)","(733,641)",,"(1276,652)","(1058,242)",,"(1262,946)",,
266,"(744,1019)","(555,928)","(181,980)","(1351,637)","(381,762)","(732,641)","(421,621)","(1276,652)","(1056,241)",,"(1261,944)",,
267,"(744,1018)","(555,929)","(181,982)",,"(381,761)","(733,640)","(421,620)","(1276,652)","(1053,239)",,"(1260,946)",,
268,"(742,1018)",,"(181,983)","(1350,637)","(381,762)","(731,640)","(421,620)","(1276,652)","(1060,242)",,"(1261,944)",,
269,"(741,1017)","(554,929)","(181,984)",,,"(732,640)","(421,620)","(1276,652)","(1058,241)",,"(1262,943)",,
270,"(741,1017)","(555,929)","(181,986)","(1351,637)",,"(732,637)","(421,620)","(1276,652)","(1058,241)",,"(1261,941)",,
271,"(741,1017)",,"(181,987)","(1350,637)",,"(732,637)","(421,621)","(1276,653)","(1058,241)",,"(1261,940)",,
272,"(743,1017)","(555,929)","(182,988)","(1352,637)","(381,763)","(731,638)","(421,621)","(1276,652)","(1058,241)",,"(1262,939)",,
273,"(742,1017)",,"(182,988)",,"(381,763)","(731,637)","(421,621)","(1276,652)","(1059,242)",,"(1262,937)",,
274,"(741,1014)","(555,929)","(183,990)","(1352,638)",,"(732,637)","(421,621)","(1276,653)","(1058,242)",,"(1262,936)",,
275,"(740,1014)","(555,930)","(182,990)","(1352,639)",,"(730,637)","(421,621)","(1277,653)","(1058,242)",,"(1262,935)",,
276,"(740,1016)",,"(182,991)","(1352,637)",,"(730,637)","(421,621)","(1276,653)","(1062,245)",,"(1263,933)",,
277,"(738,1012)",,"(181,993)","(1352,638)","(381,763)","(730,636)","(421,622)","(1276,653)","(1062,245)",,"(1264,933)",,
278,"(741,1015)",,"(182,993)","(1352,638)","(381,762)","(729,635)","(420,622)","(1276,653)","(1062,244)",,"(1265,932)",,
279,"(741,1012)",,"(182,994)","(1352,638)","(381,762)","(729,635)","(420,622)","(1276,653)",,,"(1265,931)",,
280,"(740,1012)","(555,929)","(182,996)","(1352,638)","(381,762)","(729,634)","(421,622)","(1276,653)","(1063,247)",,"(1265,928)",,
281,"(740,1012)",,"(182,996)","(1352,637)","(381,761)","(729,633)","(421,622)","(1275,652)","(1063,247)",,"(1264,929)",,
282,"(738,1010)","(555,929)","(181,998)","(1352,637)","(381,762)","(729,633)","(421,622)","(1276,653)","(1064,248)",,"(1266,927)",,
283,"(730,1012)","(554,929)","(182,1001)","(1350,637)","(380,762)","(730,631)","(421,622)","(1276,652)","(1063,247)",,"(1263,926)",,
284,"(740,1010)","(555,928)","(182,999)",,,"(729,631)","(421,622)","(1276,652)",,,"(1264,924)",,
285,"(737,1010)",,"(183,999)",,"(381,762)","(729,631)",,"(1276,653)","(1064,248)",,"(1264,922)",,
286,"(740,1008)","(555,929)","(183,999)",,,"(729,630)","(422,622)","(1276,653)","(1064,248)",,"(1267,920)",,
287,"(740,1010)","(555,929)","(182,1000)",,"(381,762)","(728,630)","(422,622)","(1276,654)","(1064,248)",,"(1267,919)",,
288,"(739,1007)","(554,928)","(181,1000)",,,"(728,630)","(422,623)","(1275,654)","(1063,248)",,"(1267,918)",,
289,"(736,1005)","(554,929)","(184,1000)",,,"(727,629)","(423,622)","(1276,655)","(1063,248)",,"(1267,916)",,
290,"(738,1006)","(554,929)","(184,1001)",,"(381,762)","(728,629)","(423,622)","(1277,657)","(1064,248)",,"(1268,915)",,
291,"(734,1002)","(555,929)","(183,1003)",,"(381,762)","(728,629)","(424,622)","(1279,659)","(1064,248)",,"(1268,913)",,
292,"(737,1007)","(555,930)","(183,1004)",,"(381,763)","(727,628)","(425,622)","(1278,660)","(1064,248)",,"(1269,911)",,
293,"(737,1006)","(554,929)","(183,1005)",,"(381,762)","(727,626)",,"(1278,662)","(1064,248)",,"(1269,909)",,
294,"(736,1004)",,"(183,1005)",,"(381,762)","(727,627)","(425,623)","(1279,667)","(1064,249)",,"(1270,908)",,
295,"(735,1004)",,"(183,1006)",,"(381,763)","(727,627)","(429,624)","(1281,668)","(1064,250)",,"(1271,908)",,
296,"(735,1005)",,"(184,1006)",,"(381,762)","(727,626)",,"(1281,668)","(1064,250)",,"(1272,906)",,
297,"(736,1000)","(555,929)","(183,1007)",,"(381,762)","(723,625)",,"(1283,670)","(1064,248)",,"(1272,905)",,
298,"(738,1004)","(555,930)",,,"(381,763)","(727,625)","(432,624)","(1283,671)","(1064,250)",,"(1271,904)",,
299,"(736,1005)","(555,930)",,,"(381,762)","(726,625)","(432,624)","(1285,672)","(1064,250)",,"(1272,902)",,
300,"(736,1003)","(554,929)",,,"(381,762)","(726,624)","(432,625)","(1285,675)","(1064,251)",,"(1270,901)",,
301,"(737,1002)","(555,929)",,,,"(726,623)","(433,625)","(1286,679)","(1062,249)",,"(1271,899)",,
302,"(736,1001)","(555,929)",,,,"(726,622)","(432,626)","(1287,678)","(1063,248)",,"(1273,899)",,
303,"(735,999)","(555,929)",,,,"(725,621)","(432,625)","(1288,679)","(1063,248)",,"(1273,899)",,
304,"(734,997)","(554,929)",,,"(381,763)","(723,618)","(434,627)","(1289,681)","(1063,248)",,"(1273,898)",,
305,"(735,996)","(555,929)","(185,1016)",,"(381,762)","(725,618)","(435,625)","(1291,683)",,,"(1273,898)",,
306,"(735,994)","(554,929)",,,"(381,762)","(724,619)","(434,625)","(1292,684)",,,"(1273,898)",,
307,"(735,992)","(554,929)",,,"(381,762)","(725,618)","(435,626)","(1293,687)",,,"(1273,898)",,
308,"(735,990)","(555,929)",,,,"(723,619)","(435,627)","(1294,687)","(1061,251)",,"(1276,898)",,
309,"(735,990)","(554,929)","(186,1017)",,,"(722,618)","(437,630)","(1295,688)",,,"(1276,898)",,
310,"(735,987)","(555,930)",,,,"(721,617)","(437,628)","(1295,688)","(1061,252)",,"(1273,898)",,
311,"(734,985)","(555,930)",,,,"(722,617)","(437,628)","(1297,689)",,,"(1273,899)",,
312,"(733,984)",,,,"(381,762)","(722,617)","(437,632)","(1298,689)","(1061,252)",,"(1273,898)",,
313,"(732,983)","(555,930)",,,"(381,763)","(721,616)","(438,633)","(1298,689)","(1060,254)",,"(1273,898)",,
314,"(732,981)","(554,929)",,,"(381,762)","(720,616)","(437,628)","(1299,689)","(1061,253)",,"(1273,898)",,
315,"(731,979)","(554,930)",,,"(381,762)","(721,616)","(437,629)","(1299,690)","(1060,253)",,"(1273,897)",,
316,"(728,977)","(555,930)",,,"(381,762)","(721,617)","(437,632)","(1300,690)","(1060,254)",,"(1273,898)",,
317,"(729,976)","(555,930)",,,"(381,762)","(721,616)","(438,634)","(1300,691)","(1060,253)",,"(1273,898)",,
318,"(727,974)","(555,929)",,,"(381,762)","(721,616)","(439,630)","(1300,692)","(1060,254)",,"(1273,898)",,
319,"(727,973)","(555,929)",,,"(381,762)","(721,616)","(439,636)","(1300,693)","(1059,255)",,"(1273,898)",,
320,"(725,971)","(555,930)",,,"(381,762)","(721,615)","(439,634)","(1301,693)","(1059,254)",,"(1273,898)",,
321,"(724,971)","(555,929)",,,"(381,762)","(722,615)","(440,633)","(1302,694)","(1060,254)",,"(1273,898)",,
322,"(720,968)","(555,929)",,,"(381,762)","(721,612)","(440,633)","(1302,695)","(1059,254)",,"(1273,898)",,
323,"(719,968)","(554,929)",,,"(381,762)","(720,615)","(439,635)","(1302,697)","(1059,254)",,"(1276,898)",,
324,"(718,967)","(555,929)",,,,"(720,615)","(440,631)","(1304,699)","(1059,254)",,"(1273,898)",,
325,"(716,965)","(555,929)",,,"(381,762)","(721,614)","(440,633)","(1304,700)","(1058,254)",,"(1274,899)",,
326,"(713,965)","(554,929)",,,"(381,762)","(720,611)","(440,634)","(1305,701)","(1055,255)",,"(1273,899)",,
327,"(712,964)","(555,930)",,,"(381,762)","(720,611)","(440,632)","(1307,703)","(1056,258)",,"(1273,898)",,
328,"(711,964)","(555,930)",,,,"(720,611)","(442,631)","(1309,706)","(1056,261)",,"(1274,899)",,
329,"(709,963)","(554,930)",,,"(381,762)","(719,611)","(441,635)","(1310,707)","(1057,261)",,"(1273,898)",,
330,"(708,963)","(555,930)",,,,"(719,611)","(441,634)","(1311,709)","(1055,260)",,"(1273,899)",,
331,"(706,962)","(554,930)",,,"(381,763)","(717,611)","(442,634)","(1311,710)","(1056,260)",,"(1273,899)",,
332,"(705,961)","(555,930)",,,"(381,762)","(718,611)","(444,634)","(1312,712)","(1057,261)",,"(1273,898)",,
333,"(703,961)","(555,930)",,,"(381,762)","(718,611)","(443,635)","(1314,715)","(1058,263)",,"(1273,898)",,
334,"(701,959)","(554,930)",,,"(381,763)","(714,610)","(445,635)","(1315,717)","(1059,263)",,"(1272,898)",,
335,"(698,958)","(555,929)",,,"(381,762)","(716,611)","(446,635)","(1316,718)","(1059,264)",,"(1273,897)",,
336,"(697,958)","(555,929)",,,"(381,762)","(715,610)","(445,635)","(1317,719)","(1060,263)",,"(1272,897)",,
337,"(695,957)","(554,929)",,,,"(711,608)","(445,636)","(1318,720)","(1060,265)",,"(1271,897)",,
338,"(694,956)","(555,929)","(194,1014)",,,"(715,609)","(446,635)","(1319,721)","(1060,263)",,"(1271,897)",,
339,"(692,955)","(555,929)","(194,1014)",,"(381,762)","(716,609)","(446,635)","(1320,722)","(1061,263)",,"(1271,898)",,
340,"(690,953)","(554,929)","(196,1014)",,"(381,762)","(715,609)","(447,636)","(1321,724)","(1062,264)",,"(1270,898)",,
341,"(688,950)","(554,929)","(197,1017)",,"(381,762)","(713,609)","(447,636)","(1322,725)","(1063,265)",,"(1269,899)",,
342,"(685,949)",,"(199,1014)",,,"(715,608)","(447,635)","(1322,726)","(1062,265)",,"(1268,896)",,
343,"(685,948)","(554,929)","(198,1016)",,"(381,762)","(714,608)","(447,635)","(1322,727)","(1063,265)",,"(1268,895)",,
344,"(684,946)",,,,,"(714,608)","(447,635)","(1323,728)","(1063,265)",,"(1267,895)",,
345,"(682,945)",,,,,"(714,607)","(452,635)","(1324,730)","(1063,265)",,"(1266,893)",,
346,"(678,943)",,"(204,1014)",,"(381,762)","(713,607)","(446,635)","(1324,731)","(1063,266)",,"(1264,893)",,
347,"(680,941)","(555,929)","(201,1016)",,,"(712,606)","(448,635)","(1325,732)","(1063,266)",,"(1263,893)",,
348,"(678,941)","(554,926)","(206,1015)",,"(381,762)","(712,607)","(447,636)","(1325,734)","(1065,266)",,"(1260,893)",,
349,"(677,939)","(554,929)","(206,1015)",,"(381,762)","(711,607)",,"(1326,735)","(1065,266)",,"(1259,891)",,
350,"(675,938)","(554,929)","(207,1015)",,"(381,762)","(711,606)","(446,637)","(1326,737)","(1065,266)",,"(1257,890)",,
351,"(673,936)","(554,929)",,,,"(711,606)",,"(1327,737)","(1064,266)",,"(1255,889)",,
352,"(671,935)","(555,929)",,,,"(712,606)",,"(1327,738)","(1066,268)",,"(1253,889)",,
353,"(670,933)","(555,929)",,,"(381,762)","(712,605)","(451,638)","(1327,740)","(1065,266)",,"(1252,888)",,
354,"(669,933)","(555,930)","(211,1015)",,"(381,762)","(711,604)","(451,638)","(1328,741)","(1066,267)",,"(1251,888)",,
355,"(669,931)","(555,929)","(212,1014)",,,"(711,604)","(452,638)","(1329,742)","(1065,267)",,"(1250,887)",,
356,"(668,932)","(555,929)","(212,1015)","(1352,626)","(381,762)","(711,604)","(452,638)","(1329,743)","(1065,267)",,"(1248,887)",,
357,"(668,931)","(555,926)","(212,1014)","(1350,626)","(381,762)","(711,604)","(453,636)","(1330,744)","(1064,269)",,"(1247,886)",,
358,"(668,931)","(555,926)","(210,1017)","(1351,626)","(381,762)","(710,604)","(454,636)","(1330,745)","(1064,271)",,"(1246,885)",,
359,"(667,930)","(555,927)","(214,1014)","(1350,624)",,"(711,603)","(451,638)","(1329,745)","(1064,269)",,"(1244,883)",,
360,"(666,929)",,"(215,1017)","(1351,625)","(381,762)","(710,603)","(451,636)","(1328,745)","(1064,272)",,"(1244,882)",,
361,"(666,928)","(554,929)","(213,1016)","(1350,624)","(381,762)","(710,601)","(451,637)","(1328,746)","(1063,270)",,"(1242,881)",,
362,"(665,926)","(555,929)","(212,1014)","(1349,626)","(380,762)","(710,601)","(451,637)","(1328,746)","(1063,271)",,"(1242,881)",,
363,"(663,925)","(554,929)","(212,1017)","(1351,620)","(381,762)","(709,600)","(451,637)","(1327,747)","(1062,272)",,"(1239,880)",,
364,"(662,924)","(554,929)","(214,1017)","(1352,617)","(381,762)","(709,600)","(453,638)","(1327,747)","(1065,273)",,"(1239,880)",,
365,"(661,923)","(555,929)","(216,1017)","(1348,622)","(381,762)","(709,600)","(458,639)","(1327,749)","(1063,274)",,"(1238,878)",,
366,"(659,923)","(554,929)","(215,1015)","(1350,620)","(381,763)","(708,599)","(456,640)","(1326,750)","(1063,274)",,"(1236,878)",,
367,"(658,922)","(554,929)","(219,1017)","(1350,619)","(381,762)","(709,595)","(456,641)","(1327,753)","(1063,275)",,"(1236,878)",,
368,"(657,920)","(555,929)","(220,1018)","(1351,616)","(381,762)","(705,595)","(454,639)","(1327,755)","(1063,276)",,"(1236,877)",,
369,"(655,919)","(555,929)","(220,1017)","(1350,616)",,"(709,595)","(454,639)","(1327,757)","(1063,276)",,"(1235,877)",,
370,"(654,917)","(555,929)","(220,1017)","(1352,614)","(381,762)","(708,594)","(454,638)","(1326,759)","(1062,277)",,"(1235,876)",,
371,"(653,915)","(555,926)","(222,1017)","(1352,608)",,"(708,595)","(454,639)","(1325,761)","(1062,277)",,"(1234,875)",,
372,"(649,912)",,"(222,1017)","(1352,608)","(381,762)","(707,594)",,"(1324,762)","(1067,278)",,"(1233,874)",,
373,"(648,910)",,"(224,1017)","(1349,604)","(381,762)","(707,593)","(457,641)","(1326,764)","(1067,278)",,"(1232,873)",,
374,"(648,909)",,"(224,1017)","(1349,602)","(381,762)","(706,593)","(455,640)","(1326,766)","(1067,278)",,"(1232,872)",,
375,"(646,907)",,"(226,1018)","(1351,601)",,"(705,593)",,"(1325,767)","(1068,278)",,"(1231,870)",,
376,"(646,905)",,"(224,1018)","(1351,599)",,"(707,592)",,"(1325,769)","(1062,278)",,"(1230,869)",,
377,"(645,902)",,"(227,1018)","(1352,593)","(381,762)","(706,591)","(455,641)","(1326,771)","(1061,278)",,"(1229,868)",,
378,"(642,901)","(554,929)","(227,1018)","(1352,594)","(381,762)","(699,588)","(458,642)","(1327,772)","(1060,278)",,"(1228,867)",,
379,"(642,901)",,"(228,1018)","(1349,591)",,"(704,590)","(459,642)","(1327,773)","(1061,279)",,"(1226,865)",,
380,"(642,899)","(555,929)","(228,1016)","(1348,589)","(381,763)","(703,590)","(458,642)","(1328,775)","(1061,280)",,"(1225,865)",,
381,"(641,896)","(555,929)","(231,1015)","(1349,590)","(381,763)","(706,589)","(458,642)","(1326,777)","(1062,280)",,"(1224,862)",,
382,"(639,894)","(554,926)","(232,1015)","(1349,589)","(381,763)","(705,589)","(459,642)","(1326,779)","(1061,281)",,"(1223,861)",,
383,"(638,891)","(555,929)","(233,1016)","(1350,588)",,"(704,589)","(458,643)","(1328,781)","(1061,283)",,"(1223,858)",,
384,"(636,890)","(554,929)","(233,1015)","(1348,587)","(381,762)","(703,584)","(458,643)","(1328,784)","(1060,284)",,"(1222,857)",,
385,"(636,887)","(555,926)","(233,1016)","(1349,585)","(381,762)","(703,588)","(456,640)","(1325,785)","(1061,285)",,"(1219,853)",,
386,"(634,885)",,"(233,1016)","(1349,584)","(381,762)","(703,588)","(456,641)","(1326,786)","(1061,282)",,"(1224,853)",,
387,"(633,882)","(555,925)","(233,1018)","(1351,582)",,"(703,587)","(457,641)","(1326,788)","(1063,285)",,"(1224,851)",,
388,"(633,879)","(555,925)","(233,1017)","(1352,578)","(381,762)","(703,587)","(458,642)","(1327,789)","(1062,287)",,"(1225,849)",,
389,"(632,878)","(554,926)","(234,1018)","(1351,578)","(380,762)","(702,586)","(459,642)","(1327,791)","(1061,287)",,"(1224,847)",,
390,"(632,876)","(554,925)","(235,1018)","(1351,575)","(381,762)","(703,586)","(458,642)","(1328,793)","(1062,287)",,"(1226,845)",,
391,"(631,874)","(555,926)","(236,1018)","(1352,574)","(381,762)","(703,586)","(463,643)","(1328,795)","(1061,288)",,"(1222,845)",,
392,"(629,872)","(555,926)","(240,1017)","(1349,573)","(381,762)","(703,586)","(465,643)","(1327,797)","(1061,288)",,"(1226,844)",,
393,"(628,869)","(554,925)","(236,1017)","(1351,569)",,"(703,584)","(467,641)","(1329,797)","(1061,288)",,"(1227,842)",,
394,"(626,867)","(554,925)","(236,1017)","(1349,569)","(380,762)","(702,583)","(466,642)","(1327,800)","(1060,289)",,"(1227,841)",,
395,"(626,866)","(554,925)","(241,1017)","(1349,569)","(381,762)","(702,585)","(470,644)","(1328,801)","(1060,289)",,"(1228,840)",,
396,"(625,864)","(555,929)","(239,1016)","(1352,569)","(381,762)","(701,584)","(469,646)","(1327,802)","(1060,289)",,"(1229,840)",,
397,"(625,862)","(555,929)","(244,1018)","(1349,566)","(381,762)","(700,583)","(471,643)","(1329,804)","(1064,291)",,"(1226,839)",,
398,"(624,860)","(555,929)","(242,1017)",,"(381,762)","(700,583)","(469,646)","(1330,806)","(1061,291)",,"(1226,838)",,
399,"(623,859)","(555,925)","(243,1017)","(1350,564)","(381,762)","(700,582)","(471,647)","(1331,806)","(1065,291)",,"(1227,839)",,
400,"(622,857)","(554,929)","(244,1017)","(1352,560)","(380,762)","(699,582)","(472,647)","(1331,807)","(1061,291)",,"(1228,838)",,
401,"(621,857)","(555,926)","(248,1017)","(1352,558)","(381,763)","(701,580)","(471,645)","(1329,810)","(1064,291)",,"(1228,838)",,
402,"(620,854)","(554,925)","(248,1017)","(1352,555)","(381,763)","(701,579)","(472,645)","(1329,810)","(1060,291)",,"(1228,837)",,
403,"(619,852)","(555,925)","(251,1017)","(1352,554)","(381,762)","(698,579)","(472,645)","(1330,812)","(1063,293)",,"(1229,837)",,
404,"(617,850)","(555,926)","(249,1017)","(1352,555)","(381,762)","(697,579)","(472,645)","(1330,814)","(1060,291)",,"(1227,837)",,
405,"(616,848)","(555,929)","(248,1016)","(1352,552)",,"(697,578)","(472,645)","(1331,815)","(1064,292)",,"(1231,835)",,
406,"(615,847)","(555,929)","(248,1017)","(1351,547)",,"(697,577)","(473,646)","(1332,816)","(1060,293)",,"(1231,835)",,
407,"(614,847)","(555,929)","(249,1016)","(1351,544)",,"(696,578)","(473,645)","(1331,817)","(1065,294)",,"(1230,835)",,
408,"(612,846)","(554,926)","(250,1016)","(1352,544)",,"(696,578)","(473,647)","(1331,820)","(1061,293)",,"(1230,835)",,
409,"(611,843)",,"(254,1017)","(1350,542)","(381,762)","(695,576)","(473,647)","(1331,822)","(1060,293)",,"(1230,835)",,
410,"(610,841)","(554,929)","(251,1016)","(1351,540)","(381,762)","(695,575)","(473,647)","(1332,825)","(1061,293)",,"(1229,835)",,
411,"(609,840)","(555,929)","(253,1017)","(1350,542)","(381,762)","(695,575)","(473,647)","(1333,828)","(1062,295)",,"(1228,836)",,
412,"(608,838)","(554,928)","(254,1016)","(1352,539)","(381,762)","(694,574)","(473,647)","(1334,829)","(1062,296)",,"(1229,835)",,
413,"(606,838)","(555,929)","(257,1017)","(1352,532)","(381,762)","(694,574)","(473,647)","(1332,832)","(1062,297)",,"(1229,835)",,
414,"(604,837)","(554,925)","(257,1016)","(1350,531)",,"(694,573)","(476,649)","(1332,833)","(1062,297)",,"(1227,836)",,
415,"(603,836)","(554,929)","(259,1017)","(1349,529)","(381,762)","(694,572)","(474,650)","(1332,836)","(1064,298)",,"(1228,837)",,
416,"(601,834)","(554,929)","(259,1017)","(1351,527)","(381,762)","(693,572)","(473,648)","(1332,837)","(1065,298)",,"(1228,837)",,
417,"(600,835)","(555,929)","(265,1017)","(1350,525)","(381,762)","(693,571)","(476,650)","(1332,839)","(1063,299)",,"(1228,837)",,
418,"(599,835)","(554,929)","(265,1017)","(1349,522)","(381,762)","(692,570)","(476,649)","(1331,840)","(1062,299)",,"(1228,837)",,
419,"(597,833)","(554,929)","(263,1015)","(1352,518)","(381,762)","(692,570)","(478,652)","(1330,842)","(1062,300)",,"(1227,837)",,
420,"(595,831)","(554,929)",,"(1352,517)","(381,762)","(692,570)","(478,651)","(1330,844)","(1062,300)",,"(1229,837)",,
421,"(592,834)","(554,929)","(266,1014)","(1352,515)","(381,762)","(692,568)","(479,651)","(1329,846)","(1062,300)",,"(1231,837)",,
