frame,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_24,ID_25,ID_26,ID_27
669,,"(669,298)","(1253,994)","(865,159)",,,,,,,,"(998,380)",,"(591,460)",,,,,,,,,,,,
670,,"(671,302)","(1253,993)","(872,154)",,,,,,,"(1058,616)","(1000,377)",,"(588,457)",,,,,,,,,,,,
671,,"(676,305)","(1254,994)","(879,149)",,,,,,,"(1056,615)","(1001,373)",,"(586,454)",,,,,,,,,,,,
672,,"(678,308)","(1254,994)","(882,145)",,,,,,,"(1055,615)","(1004,369)",,"(582,452)",,,,,,,,,,,,
673,,"(680,310)","(1254,994)","(885,140)",,,,,,,"(1054,611)","(1007,364)",,"(585,452)",,,,,,,,,,,,
674,,"(683,310)","(1254,994)","(888,138)",,,,,,,"(1054,608)","(1009,363)",,"(586,452)","(1056,634)",,,,,,,,,,,
675,,"(686,310)","(1254,994)","(888,138)",,,,,,,"(1055,600)","(1010,363)",,"(591,453)","(1056,637)",,,,,,,,,,,
676,,"(688,311)","(1254,994)","(887,142)",,,,,,,"(1055,593)","(1012,362)",,"(590,455)","(1055,636)",,,,,,,,,,,
677,,"(689,312)","(1254,994)","(889,147)",,,,,,,"(1056,588)","(1015,361)",,"(591,461)","(1055,637)",,,,,,,,,,,
678,,"(690,311)","(1255,994)","(894,151)",,,,,,,"(1054,586)","(1022,363)",,"(590,467)","(1056,637)",,,,,,,,,,,
679,,"(694,310)","(1255,993)","(900,154)",,,,,,,"(1054,581)","(1023,361)",,"(587,475)","(1056,634)",,,,,,,,,,,
680,,"(697,311)","(1256,993)","(905,156)",,,,,,,"(1055,576)","(1026,361)",,"(585,480)","(1056,636)",,,,,,,,,,,
681,,"(700,311)","(1256,993)","(910,159)",,,,,,,"(1054,572)","(1030,359)",,"(580,491)","(1056,636)",,,,,,,,,,,
682,,"(704,311)","(1256,993)","(919,162)",,,,,,,"(1054,568)","(1034,359)",,"(576,497)","(1056,636)",,,,,,,,,,,
683,,"(706,311)","(1257,993)","(924,164)",,,,,,,"(1053,566)","(1037,359)",,"(573,503)","(1056,635)",,,,,,,,,,,
684,,"(707,311)","(1257,993)","(932,167)",,,,,,,"(1053,565)","(1038,359)",,"(570,506)","(1056,635)",,,,,,,,,,,
685,,"(707,311)","(1257,992)","(937,170)",,,,,,,"(1054,564)","(1040,358)",,"(570,504)","(1056,635)",,,,,,,,,,,
686,,"(707,311)","(1257,993)","(945,173)",,,,,,,"(1053,563)","(1041,358)",,"(570,504)","(1056,636)",,,,,,,,,,,
687,,"(707,311)","(1257,992)","(954,176)",,,"(1164,127)",,,,"(1053,561)","(1043,357)",,"(569,507)","(1056,637)",,,,,,,,,,,
688,,"(707,311)","(1257,993)","(961,176)",,,"(1164,127)",,,,"(1053,558)","(1047,356)",,"(572,502)","(1056,636)",,,,,,,,,,,
689,,"(707,311)","(1256,991)","(967,178)",,,"(1165,128)",,,,"(1053,557)","(1046,357)",,"(576,504)","(1056,637)",,,,,,,,,,,
690,,"(706,311)","(1256,992)","(973,181)",,,"(1165,128)",,,,"(1053,557)","(1053,355)",,"(581,507)","(1056,635)",,,,,,,,,,,
691,,"(706,311)","(1255,993)","(979,183)",,,"(1167,128)",,,,"(1053,557)","(1055,354)",,"(589,512)","(1056,637)",,,,,,,,,,,
692,,"(706,310)","(1253,996)","(986,185)",,,"(1167,128)",,,,"(1053,557)","(1055,354)",,"(595,514)","(1055,637)",,,,,,,,,,,
693,,"(706,311)","(1252,997)","(992,187)",,,"(1167,128)",,,,"(1053,557)","(1051,355)",,"(602,518)","(1056,638)",,,,,,,,,,,
694,,"(706,311)","(1250,998)","(996,189)",,,"(1167,128)",,,,"(1053,556)","(1050,355)",,"(607,521)","(1056,637)",,,,,,,,,,,
695,,"(706,311)","(1247,998)","(1000,193)",,,"(1168,126)",,,,"(1053,556)","(1054,354)",,"(612,523)",,,,,,,,,,,,
696,,"(706,311)","(1245,999)","(1001,198)",,,,,,,"(1053,555)","(1051,355)",,"(618,529)",,,,,,,,,,,,
697,,"(706,311)","(1243,1000)","(999,200)",,,,,,,"(1052,554)","(1054,354)",,"(623,533)",,,,,,,,,,,,
698,,"(706,311)","(1238,1003)","(997,205)",,,,,,,"(1052,553)","(1054,354)",,"(628,536)",,,,,,,,,,,,
699,,"(706,311)","(1233,1007)","(993,211)",,,,,,,"(1051,551)","(1057,354)",,"(633,543)",,,,,,,,,,,,
700,,"(706,311)","(1230,1007)","(989,211)",,,,,,,"(1051,550)",,,"(637,548)",,,,,,,,,,,,
701,,"(706,310)","(1228,1008)","(984,217)",,,,,,,"(1051,550)",,,"(642,553)",,,,,,,,,,,,
702,,"(706,311)","(1224,1011)","(978,218)",,,,,,,"(1051,550)",,,"(644,556)",,,,,,,,,,,,
703,,"(706,311)","(1221,1011)","(974,217)",,,,,,,"(1051,550)",,,"(646,560)",,,,,,,,,,,,
704,,"(706,312)","(1218,1014)","(966,219)",,,,,,,"(1051,550)",,,"(649,565)",,,,,,,,,,,,
705,,"(706,311)","(1219,1014)","(957,221)",,,,,,,"(1051,550)",,,"(652,569)",,,,,,,,,,,,
706,,"(706,312)","(1218,1014)","(952,222)",,,,,,"(1452,647)","(1051,551)",,,"(652,571)",,,,,,,,,,,,
707,,"(706,311)","(1219,1014)","(946,224)",,,,,,"(1450,646)","(1051,550)",,,"(652,572)",,,,,,,,,,,,
708,,"(706,312)","(1219,1013)","(937,226)",,,,,,"(1447,644)","(1051,550)",,,"(652,572)",,,,,,,,,,,,
709,,"(706,311)","(1219,1013)","(928,227)",,,,,,"(1443,641)","(1051,549)",,,"(652,572)",,,,,,,,,,,,
710,,"(706,312)","(1220,1014)","(921,229)",,,,,,"(1442,638)","(1051,547)",,,"(652,572)",,,,,,,,,,,,
711,,"(706,311)","(1220,1014)","(914,231)",,,,,,"(1434,633)","(1051,546)",,,"(652,572)",,,,,,,,,,,,
712,,"(706,311)","(1219,1015)","(907,234)",,,,,,"(1429,629)","(1051,545)",,,"(653,574)",,,,,,,,,,,,
713,,"(706,311)","(1220,1013)","(900,237)",,,,,,"(1427,626)","(1051,545)",,,"(655,579)",,,,,,,,,,,,
714,,"(706,311)","(1219,1014)","(895,239)",,,,,,"(1418,621)","(1051,543)",,,"(661,587)",,,,,,,,,,,,
715,,"(706,311)","(1220,1014)","(892,241)",,,,,,"(1413,617)","(1051,542)",,,"(666,596)",,,,,,,,,,,,
716,,"(706,311)","(1220,1015)","(892,241)",,,,,,"(1409,613)","(1050,542)",,,"(669,601)",,,,,,,,,,,,
717,,"(706,311)","(1220,1014)","(892,241)",,,,,,"(1404,609)","(1050,542)",,,"(676,609)",,,,,,,,,,,,
718,,"(706,312)","(1220,1015)","(890,239)",,,,,,"(1403,608)","(1050,542)",,,"(682,617)",,,,,,,,,,,,
719,,"(706,311)","(1220,1015)","(885,238)",,,,,,"(1399,603)","(1051,542)",,,"(685,620)",,,,,,,,,,,,
720,,"(706,311)","(1221,1015)","(881,234)",,,,,,"(1392,597)","(1051,542)",,,"(691,629)",,,,,,,,,,,,
721,,"(706,311)","(1221,1015)","(874,228)",,,,,,"(1390,594)","(1051,542)",,,"(691,631)",,,,,,,,,,,,
722,,"(706,311)","(1221,1016)","(868,223)",,,,,,"(1381,588)","(1051,542)",,,"(694,636)",,,,,,,,,,,,
723,,"(706,311)","(1221,1016)","(866,219)",,,,,,"(1380,586)","(1051,542)",,,"(700,646)",,,,,,,,,,,,
724,,"(706,311)","(1221,1016)","(859,215)",,,,,,"(1376,582)","(1050,542)",,,"(701,650)",,,,,,,,,,,,
725,,"(706,311)","(1220,1014)","(857,213)",,,,,,"(1371,578)","(1052,543)",,,"(705,654)",,,,,,,,,,,,
726,,"(706,311)","(1220,1014)","(850,210)",,,,,,"(1363,573)","(1051,543)",,,"(708,660)",,,,,,,,,,,,
727,,"(706,311)","(1219,1014)","(843,206)",,,,,,"(1361,570)","(1051,543)",,,"(716,664)",,,,,,,,,,,,
728,,"(706,311)","(1217,1012)","(838,204)",,,,,,"(1351,566)","(1051,543)",,,"(722,665)",,,,,,,,,,,,
729,,"(706,312)","(1215,1013)","(829,203)",,,,,,"(1349,564)","(1051,543)",,,"(728,666)",,,,,,,,,,,,
730,,"(706,310)","(1212,1013)","(824,201)",,,,,,"(1341,559)","(1051,543)",,,"(733,667)",,,,,,,,,,,,
731,,"(706,311)","(1210,1014)","(819,200)",,,"(1202,137)",,,"(1337,557)","(1051,543)",,,"(738,669)",,,,,,,,,,,,
732,,"(706,310)","(1207,1013)","(810,198)",,,,,,"(1336,557)","(1051,543)",,,"(739,670)",,,,,,,,,,,,
733,,"(706,310)","(1204,1014)","(804,197)",,,"(1199,139)",,,"(1332,554)","(1051,543)",,,"(747,674)",,,,,,,,,,,,
734,,"(706,310)","(1201,1014)","(797,199)",,,"(1203,138)",,,"(1325,550)","(1051,546)",,,"(755,677)",,,,,,,,,,,,
735,,"(706,310)","(1199,1015)","(789,203)",,,"(1199,139)",,,"(1324,549)","(1051,543)",,,"(764,681)",,,,,,,,,,,,
736,,"(709,312)","(1196,1016)","(781,205)",,,"(1201,137)",,,"(1320,549)","(1050,545)",,,"(769,683)",,,,,,,,,,,,
737,,"(709,312)","(1194,1017)","(775,206)",,,"(1201,137)",,,"(1315,547)","(1051,543)",,,"(775,685)",,,,,,,,,,,,
738,,"(709,312)","(1191,1017)","(770,207)",,,,,,"(1310,547)","(1050,542)",,,"(780,687)",,,,,,,,,,,,
739,,"(709,312)","(1187,1019)","(764,208)",,,,,,"(1306,544)","(1050,543)",,,"(784,689)",,,,,,,,,,,,
740,,"(709,312)","(1181,1021)","(761,209)",,,,,,"(1304,544)","(1050,543)",,,"(790,692)",,,,,,,,,,,,
741,,"(709,312)","(1177,1022)","(759,209)",,,,,,"(1300,541)","(1050,543)",,,"(796,695)",,,,,,,,,,,,
742,,"(710,312)","(1173,1024)","(760,208)",,,,,,"(1303,542)","(1050,543)",,,"(803,701)",,,,,,,,,,,,
743,,"(709,312)","(1168,1026)","(760,203)",,,,,,"(1303,543)","(1050,543)",,,"(807,706)",,,,,,,,,,,,
744,,"(709,312)","(1165,1027)","(761,200)",,,,,,"(1300,541)","(1050,545)",,,"(812,707)",,,,,,,,,,,,
745,,"(710,312)","(1162,1029)","(760,198)",,,,,,"(1299,541)","(1050,543)",,,"(813,711)",,,,,,,,,,,,
746,,"(709,312)","(1159,1029)","(763,202)",,,,,,"(1302,543)","(1050,543)",,,"(816,714)",,,,,,,,,,,,
747,,"(709,312)","(1154,1029)","(763,202)",,,,,,"(1299,541)","(1050,543)",,,"(819,716)",,,,,,,,,,,,
748,,"(712,312)","(1148,1030)","(765,202)",,,,,,"(1302,543)","(1050,543)",,,"(822,719)",,,,,,,,,,,,
749,,,"(1142,1031)","(768,202)",,,,,,"(1300,541)","(1051,543)",,,"(828,723)",,,,,,,,,,,,
750,,,"(1138,1033)","(769,201)",,,,,,"(1300,541)","(1051,543)",,,"(835,725)",,,,,,,,,,,,
751,,,"(1131,1034)","(771,199)",,,,,,"(1300,542)","(1051,543)",,,"(844,729)",,,,,,,,,,,,
752,,,"(1127,1035)","(773,198)",,,,,,"(1303,544)","(1051,544)",,,"(848,728)",,,,,,,,,,,,
753,,,"(1120,1038)","(776,196)",,,,,,"(1303,544)","(1051,545)",,,"(853,729)",,,,,,,,,,,,
754,,,"(1112,1038)","(779,194)",,,,,,"(1302,544)","(1051,543)",,,"(862,733)",,,,,,,,,,,,
755,,,"(1106,1040)","(781,192)",,,,,,"(1303,543)","(1051,543)",,,"(865,733)",,,,,,,,,,,,
756,,,"(1099,1042)","(785,188)",,,,,,"(1303,544)","(1051,543)",,,"(874,737)",,,,,,,,,,,,
757,,,"(1092,1044)","(789,184)",,,,,,"(1300,543)","(1051,543)",,,"(879,739)",,,,,,,,,,,,
758,,,"(1087,1044)","(791,182)",,,,,,"(1303,543)","(1051,543)",,,"(884,739)",,,,,,,,,,,,
759,,,"(1080,1046)","(792,180)",,,,,,"(1302,544)","(1051,543)",,,"(892,742)",,,,,,,,,,,,
760,,,"(1077,1046)","(794,178)",,,,,,"(1303,544)","(1051,543)",,,"(899,745)",,,,,,,,,,,,
761,,,"(1075,1046)","(797,176)",,,,,,"(1303,544)","(1051,543)",,,"(904,745)",,,,,,,,,,,,
762,,,"(1075,1046)","(800,173)",,,,,,"(1301,543)","(1051,543)",,,"(911,746)",,,,,,,,,,,,
763,,,"(1074,1047)","(803,170)",,,,,,"(1303,544)","(1051,543)",,,"(917,750)",,,,,,,,,,,,
764,,,"(1074,1046)","(805,167)",,,,,,"(1301,543)","(1051,543)",,,"(924,750)",,,,,,,,,,,,
765,,,"(1074,1047)","(811,166)",,,"(1241,154)",,,"(1300,543)","(1051,543)",,,"(926,750)",,,,,,,,,,,,
766,,,"(1073,1047)","(815,165)",,,"(1242,156)",,,"(1301,543)","(1051,543)",,,"(931,750)",,,,,,,,,,,,
767,,,"(1071,1048)","(820,165)",,,,,,"(1303,544)","(1051,544)",,,"(936,751)",,,,,,,,,,,,
768,,,"(1068,1049)","(825,164)",,,,,,"(1303,544)","(1052,543)",,,"(945,752)",,,,,,,,,,,,
769,,,"(1066,1050)","(827,162)",,,,,,"(1300,543)","(1051,540)",,,"(952,755)","(1051,553)",,,,,,,,,,,
770,,,"(1062,1051)","(830,160)",,,,,,"(1301,543)","(1054,545)",,,"(956,754)",,,,,,,,,,,,
771,,,"(1059,1051)","(834,158)",,,,,,"(1300,542)","(1053,543)",,,"(960,756)","(1048,534)",,,,,,,,,,,
772,,,"(1056,1053)","(841,157)",,,,,,"(1300,543)","(1050,535)",,,"(961,756)",,,,,,,,,,,,
773,,,"(1055,1052)","(847,155)",,,,,,"(1301,543)","(1050,538)",,,"(966,758)",,,,,,,,,,,,
774,,,"(1055,1052)","(853,150)",,,,,,"(1300,542)","(1048,535)",,,"(971,758)","(1052,543)",,,,,,,,,,,
775,,,"(1053,1051)","(859,148)",,,,,,"(1300,543)","(1049,536)",,,"(974,758)",,,,,,,,,,,,
776,,,"(1051,1050)","(863,144)",,,,,,"(1300,543)","(1049,536)",,,"(973,758)",,,,,,,,,,,,
777,,,"(1049,1051)","(867,144)",,,,,,"(1300,542)","(1049,534)",,,"(973,759)",,,,,,,,,,,,
778,,,"(1047,1051)","(869,143)",,,,,,"(1302,544)","(1048,534)",,,"(973,758)",,,,,,,,,,,,
779,,,"(1045,1052)","(869,143)",,,,,,"(1301,543)","(1048,534)",,,"(973,758)",,,,,,,,,,,,
780,,,"(1043,1052)","(869,143)",,,,,,"(1300,543)","(1047,533)",,,"(974,758)",,,,,,,,,,,,
781,,,"(1043,1052)","(869,144)",,,,,,"(1301,543)","(1047,533)",,,"(977,759)",,,,,,,,,,,,
782,,,"(1041,1052)","(874,143)",,,,,,"(1300,543)","(1046,532)",,,"(981,761)",,,,,,,,,,,,
783,,,"(1039,1053)","(878,139)",,,,,,"(1300,542)","(1046,532)",,,"(986,764)",,,,,,,,,,,,
784,,,"(1037,1053)","(886,136)",,,,,,"(1300,542)","(1046,532)",,,"(992,768)",,,,,,,,,,,,
785,,,"(1033,1053)","(889,134)",,,,,,"(1300,542)","(1046,532)",,,"(999,771)",,,,,,,,,,,,
786,,,"(1029,1053)","(889,134)",,,,,,"(1300,542)","(1046,532)",,,"(1000,773)",,,,,,,,,,,,
787,,,"(1023,1053)","(889,131)",,,,,,"(1300,542)","(1046,532)",,,"(1009,779)",,,,,,,,,,,,
788,,,"(1019,1053)","(890,131)",,,,,,"(1300,542)","(1046,532)",,,"(1012,780)",,,,,,,,,,,,
789,,,"(1016,1053)","(890,131)",,,,,,"(1300,542)","(1046,532)",,,"(1019,783)",,,,,,,,,,,,
790,,,"(1013,1053)","(890,131)",,,,,,"(1299,542)","(1046,531)",,,"(1028,788)",,,,,,,,,,,,
791,,,"(1007,1053)","(894,131)",,,,,,"(1299,542)","(1048,530)",,,"(1030,787)",,,,,,,,,,,,
792,,,"(1001,1052)","(896,135)",,,,,,"(1299,542)","(1048,529)",,,"(1035,790)",,,,,,,,,,,,
793,,,"(998,1052)","(900,137)",,,,,,"(1299,542)","(1048,529)",,,"(1040,793)",,,,,,,,,,,,
794,,,"(993,1051)","(907,141)",,,,,,"(1299,542)","(1048,528)",,,"(1044,795)",,,,,,,,,,,,
795,,,"(987,1051)","(913,143)",,,,,,"(1299,542)","(1045,528)",,,"(1048,796)",,,,,,,,,,,,
796,,,"(983,1051)","(919,144)",,,,,,"(1299,542)","(1045,528)",,,"(1053,798)",,,,,,,,,,,,
797,,,"(978,1050)","(926,146)",,,,,,"(1299,542)","(1045,527)",,,"(1056,798)",,,,,,,,,,,,
798,,,"(976,1050)","(932,147)",,,,,,"(1299,542)","(1045,524)",,,"(1060,799)",,,,,,,,,,,,
799,,,,"(940,148)",,,,,,"(1300,542)","(1044,524)",,,"(1066,797)",,,,,,,,,,,,
800,"(960,1047)",,,"(947,150)",,,,,,"(1299,542)","(1044,523)",,,"(1071,797)",,,,,,,,,,,,
801,"(960,1047)",,,"(952,148)",,,,,,,"(1044,521)",,,"(1075,797)",,,,,,,,,,,,
802,"(960,1047)",,,"(957,147)",,,,,,"(1302,544)","(1044,519)",,,"(1083,797)",,,,,,,,,,,,
803,"(960,1047)",,,"(963,148)",,,,,,"(1302,544)","(1044,518)",,,"(1090,797)",,,,,,,,,,,,
804,"(959,1047)",,,"(968,144)",,,,,,,"(1044,516)",,,"(1093,796)",,,,,,,,,,,,
805,"(959,1046)",,,"(975,141)",,,,,,"(1302,544)","(1044,516)",,,"(1101,798)",,,,,,,,,,,,
806,"(958,1047)",,,"(978,139)",,,,,,,"(1043,513)",,,"(1104,800)",,,,,,,,,,,,
807,"(958,1047)",,,"(981,135)",,,,,,,"(1044,511)",,,"(1114,800)",,,,,,,,,,,,
808,"(958,1047)",,,"(984,132)",,,,,,,"(1044,509)",,,"(1117,802)",,,,,,,,,,,,
809,"(958,1047)",,,"(987,130)",,,,,,,"(1043,506)",,,"(1122,805)",,,,,,,,,,,,
810,"(958,1047)",,,"(992,126)",,,,,,,"(1043,504)",,,"(1127,806)",,,,,,,,,,,,
811,"(958,1046)",,,"(998,123)",,,,,,"(1303,544)","(1043,503)",,,"(1134,806)",,,,,,,,,,,,
812,"(958,1047)",,,"(1000,122)",,,,,,,"(1044,501)",,,"(1137,810)",,,,,,,,,,,,
813,"(957,1047)",,,"(1000,121)",,,,,,,"(1044,499)",,,"(1143,811)",,,,,,,,,,,,
814,"(956,1046)",,,"(1000,122)",,,,,,,"(1045,500)",,,"(1152,812)",,,,,,,,,,,,
815,"(953,1045)",,,"(1000,126)",,,,,,,"(1045,497)",,,"(1158,813)",,,,,,,,,,,,
816,"(951,1045)",,,"(1001,130)",,,,,,,"(1045,498)",,,"(1163,813)",,,,,,,,,,,,
817,"(949,1045)",,,"(1006,135)",,,,,,,"(1045,495)",,,"(1167,816)",,,,,,,,,,,,
818,"(946,1044)",,,"(1012,141)",,,,,,,"(1045,495)",,"(1303,190)","(1173,819)",,,,,,,,,,,,
819,"(944,1044)",,,"(1016,142)",,,,,,,"(1044,494)",,,"(1178,820)",,,,,,,,,,,,
820,"(942,1044)",,,"(1021,147)",,,,,,,"(1044,493)",,,"(1186,824)",,,,,,,,,,,,
821,"(940,1044)",,,"(1027,151)",,,,,,,"(1045,493)",,,"(1194,827)",,,,,,,,,,,,
822,"(938,1044)",,,"(1033,153)",,,,,,,"(1044,495)",,,"(1198,826)",,,,,,,,,,,,
823,"(936,1044)",,,"(1038,157)",,,,,,,"(1044,493)",,,"(1204,829)",,,,,,,,,,,,
824,"(935,1044)",,,"(1047,160)",,,,,,,"(1044,493)",,,"(1208,830)",,,,,,,,,,,,
825,"(936,1043)",,,"(1052,163)",,,,,,,"(1045,493)",,,"(1214,831)",,,,,,,,,,,,
826,"(937,1042)",,,"(1057,165)",,,,,,,"(1045,493)",,,"(1220,833)",,,,,,,,,,,,
827,"(938,1042)",,,"(1062,168)",,,,,,,"(1044,493)",,,"(1225,834)",,,,,,,,,,,,
828,"(936,1041)",,,"(1069,171)",,,,,,,"(1045,493)",,,"(1231,835)",,,,,,,,,,,,
829,"(935,1041)",,,"(1075,173)",,,,,,,"(1045,493)",,,"(1235,835)",,,,,,,,,,,,
830,"(933,1040)",,,"(1080,176)",,,,,,,"(1045,493)",,,"(1243,839)",,,,,,,,,,,,
831,"(931,1041)",,,"(1086,179)",,,,,,,"(1045,493)",,,"(1247,840)",,,,,,,,,,,,
832,"(928,1040)",,,"(1093,183)",,,,,,,"(1045,493)",,,"(1252,843)",,,,,,,,,,,,
833,"(925,1039)",,,"(1100,185)",,,,,,,"(1044,493)",,,"(1252,842)",,,,,,,,,,,,
834,"(921,1038)",,,"(1105,187)",,,,,,,"(1045,493)",,,"(1255,844)",,,,,,,,,,,,
835,"(919,1036)",,,"(1110,190)",,,,,,,"(1045,493)",,,"(1256,844)",,,,,,,,,,,,
836,"(919,1035)",,,"(1114,192)",,,,,,,"(1045,493)",,,"(1256,844)",,,,,,,,,,,,
837,"(917,1034)",,,"(1118,195)",,,,,,,"(1045,493)",,,"(1256,844)",,,,,,,,,,,,
838,"(915,1034)",,,"(1118,197)",,,,,,,"(1045,493)",,"(1331,210)","(1256,844)",,,,,,,,,,,,
839,"(911,1032)",,,"(1124,200)",,,,,,,"(1045,494)",,,"(1256,844)",,,,,,,,,,,,
840,"(907,1031)",,,"(1125,205)",,,,,,,"(1045,496)",,"(1332,211)","(1257,843)",,,,,,,,,,,,
841,"(902,1028)",,,"(1133,212)",,,,,,,"(1045,495)",,,"(1261,842)",,,,,,,,,,,,
842,"(899,1027)",,,"(1139,215)",,,,,,,"(1044,495)",,,"(1266,840)",,,,,,,,,,,,
843,"(892,1025)",,,"(1143,220)",,,,,,,"(1043,495)",,,"(1268,839)",,,,,,,,,,,,
844,"(888,1022)",,,"(1145,223)",,,,,,,"(1045,495)",,,"(1269,838)",,,,,,,,,,,,
845,"(882,1020)",,,"(1152,228)",,,,,,,"(1045,494)",,,"(1269,838)",,,,,,,,,,,,
846,"(876,1019)",,,"(1157,233)",,,,,,,"(1046,494)",,,"(1269,838)",,,,,,,,,,,,
847,"(870,1016)",,,"(1163,236)",,,,,,,"(1045,495)",,,"(1269,838)",,,,,,,,,,,,
848,"(864,1015)",,,"(1166,242)",,,,,,"(1293,541)","(1045,496)",,,"(1269,838)",,,,,,,,,,,,
849,"(859,1016)",,,"(1170,245)",,,,,,"(1293,541)","(1045,496)",,,"(1269,838)",,,,,,,,,,,,
850,"(854,1015)",,,"(1179,247)",,,,,,"(1293,541)","(1044,494)",,,"(1269,838)",,,,,,,,,,,,
851,"(849,1014)",,,"(1185,249)",,,,,,"(1293,541)","(1043,494)",,,"(1269,838)",,,,,,,,,,,,
852,"(848,1012)",,,"(1192,250)",,,,,,"(1293,541)","(1044,495)",,,"(1269,838)",,,,,,,,,,,,
853,"(848,1012)",,,"(1198,251)",,,,,,"(1293,541)","(1044,495)",,,"(1269,838)",,,,,,,,,,,,
854,"(845,1009)",,,"(1205,250)",,,,,,,"(1044,494)",,,"(1273,837)",,,,,,,,,,,,
855,"(842,1006)",,,"(1211,252)",,,,,,"(1287,538)","(1044,494)",,,"(1279,838)",,,,,,,,,,,,
856,"(839,1003)",,,"(1218,251)",,,,,,,"(1045,495)",,,"(1287,840)",,,,,,,,,,,,
857,"(838,999)",,,"(1224,251)",,,,,,,"(1044,495)",,,"(1296,843)",,,,,,,,,,,,
858,"(835,996)",,,"(1229,252)",,,,,,,"(1045,494)",,,"(1300,844)","(1112,617)",,,,,,,,,,,
859,"(832,993)",,,"(1237,252)",,,,,,,"(1045,494)",,,"(1307,845)","(1114,615)",,,,,,,,,,,
860,"(829,990)",,,"(1246,251)",,,,,,,"(1045,495)",,,"(1314,846)","(1114,615)",,,,,,,,,,,
861,"(822,984)",,,"(1250,250)",,,,,,,"(1045,495)",,,"(1318,848)","(1114,613)",,,,,,,,,,,
862,"(818,982)",,,"(1257,249)",,,,,,,"(1045,494)",,,"(1325,850)","(1114,609)",,,,,,,,,,,
863,"(815,982)",,,"(1265,246)",,,,,,,"(1044,495)",,,"(1332,850)","(1114,608)",,,,,,,,,,,
864,"(810,980)",,,"(1268,245)",,,,,,,"(1043,495)",,,"(1337,852)","(1114,607)",,,,,,,,,,,
865,"(802,982)",,,"(1274,240)",,,,,,,"(1044,495)",,,"(1341,854)","(1112,608)",,,,,,,,,,,
866,"(800,983)",,,"(1280,238)",,,,,,,"(1043,495)",,"(1348,224)","(1344,856)","(1116,605)",,,,,,,,,,,
867,"(796,983)",,,"(1283,234)",,,,,,,"(1044,495)",,,"(1345,856)","(1119,602)",,,,,,,,,,,
868,"(793,984)",,,"(1287,231)",,,,,,,"(1044,495)",,,"(1348,859)","(1120,601)",,,,,,,,,,,
869,"(793,984)",,,"(1289,231)",,,,,,,"(1044,507)",,,"(1350,861)","(1120,600)",,,,,,,,,,,
870,"(791,984)",,,"(1290,230)",,,,,,,"(1045,507)",,,"(1350,864)","(1120,600)",,,,,,,,,,,
871,"(788,982)",,,"(1290,231)",,,,,,,"(1046,503)",,,"(1351,868)","(1120,601)",,,,,,,,,,,
872,"(787,981)",,,"(1290,230)",,,,,,,"(1045,501)",,,"(1349,870)","(1120,601)",,,,,,,,,,,
873,"(787,980)",,,"(1290,230)",,,,,,,"(1045,499)",,,"(1348,873)","(1120,598)",,,,,,,,,,,
874,"(786,980)",,,"(1290,230)",,,,,,,"(1045,498)",,,"(1345,876)","(1120,597)",,,,,,,,,,,
875,"(784,980)",,,"(1289,226)",,,,,,,"(1045,500)","(1045,492)",,"(1343,879)","(1126,593)",,,,,,,,,,,
876,"(782,980)",,,"(1289,219)",,,,,,,"(1046,493)",,,"(1341,881)","(1130,591)",,,,,,,,,,,
877,"(781,979)",,,"(1288,211)",,,,,,,"(1046,493)","(1045,501)",,"(1337,884)","(1133,588)",,,,,,,,,,,
878,"(779,980)",,,"(1287,204)",,,,,,,"(1045,492)",,,"(1334,890)","(1138,585)",,,,,,,,,,,
879,"(778,979)",,,"(1286,198)",,,,,,,"(1046,493)","(1045,500)",,"(1331,898)","(1141,581)",,,,,,,,,,,
880,"(777,979)",,,"(1286,196)",,,,,,,"(1046,492)","(1044,501)",,"(1325,904)","(1142,580)",,,,,,,,,,,
881,"(777,978)",,,"(1283,195)",,,,,,,,,,"(1322,908)","(1147,577)",,,,,,,,,,,
882,"(777,978)",,,"(1279,195)",,,,,,,,,,"(1319,912)","(1153,572)",,,,,,,,,,,
883,"(776,977)",,,"(1275,192)",,,,,,,,,,"(1313,917)","(1154,575)",,,,,,,,,,,
884,"(775,976)",,,"(1271,188)",,,,,,,,,,"(1310,921)","(1162,578)",,,,,,,,,,,
885,"(775,975)",,,"(1268,186)",,,,,,,,,,"(1307,926)","(1165,581)",,,,,,,,,,,
886,"(774,973)",,,"(1267,186)",,,,,,,,,,"(1303,932)","(1168,584)",,,,,,,,,,,
887,"(773,971)",,,,,,,,,,,,,"(1298,936)","(1172,590)",,,,,,,,,,,
888,"(772,970)",,,,,,"(1249,169)",,,,,,,"(1293,941)","(1175,595)",,,,,,,,,,,
889,"(771,969)",,,,,,"(1246,168)",,,,,,,"(1289,946)","(1175,598)",,,,,,,,,,,
890,"(769,968)",,,,,,"(1244,165)",,,,,,,"(1285,949)","(1176,601)",,,,,,,,,,,
891,"(769,967)",,,,,,"(1241,164)",,,,,,,"(1281,953)","(1175,604)",,,,,,,,,,,
892,"(766,965)",,,,,,"(1238,161)",,,,,,,"(1276,958)","(1175,606)",,,,,,,,,,,
