frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_15,ID_16,ID_18
80,"(276,1010)","(399,907)","(701,814)","(472,501)",,"(437,61)","(1338,1032)",,,,,,"(1341,572)",,,
81,"(276,1009)","(399,907)","(699,813)","(469,506)",,"(442,61)","(1338,1032)",,,,,,"(1343,572)",,,
82,"(276,1009)","(398,908)","(699,813)","(471,501)",,"(437,61)","(1337,1032)",,,,,,"(1344,571)",,,
83,"(276,1009)","(402,912)","(698,815)","(470,505)","(584,338)","(437,61)","(1338,1032)",,,,,,"(1344,570)",,,
84,"(276,1009)","(399,909)","(698,814)","(469,506)",,"(437,61)","(1337,1032)",,,,,"(487,49)","(1344,569)",,,
85,"(276,1010)","(402,912)","(697,814)","(470,505)",,"(437,61)","(1337,1031)",,,,,"(487,49)","(1345,571)",,,
86,"(276,1009)","(403,910)","(698,814)","(470,505)",,"(437,61)","(1336,1031)",,,,,,"(1346,569)",,,
87,"(276,1009)","(403,911)","(698,815)","(471,502)",,"(437,61)","(1339,1032)",,,,,,"(1347,568)",,,
88,"(276,1009)","(404,910)","(698,816)","(470,505)",,"(437,61)","(1335,1031)",,,,,,"(1347,570)",,,
89,"(276,1009)","(403,910)","(697,816)","(470,506)",,"(443,61)","(1334,1031)",,,,,,"(1347,570)",,,
90,"(277,1009)","(403,909)","(694,818)","(472,501)",,"(437,61)","(1334,1030)",,,,,,"(1347,569)",,,
91,"(277,1009)","(403,909)","(695,819)",,"(589,335)","(437,61)","(1333,1030)",,,,,,"(1348,570)",,,
92,"(276,1009)","(403,908)","(692,818)",,,"(437,61)","(1332,1028)",,,,,,"(1349,569)",,,
93,"(276,1009)","(403,908)","(693,818)",,"(592,336)","(437,61)","(1331,1028)",,,,,,"(1350,569)",,,
94,"(276,1009)","(404,908)","(693,818)",,"(592,336)","(437,61)","(1331,1028)",,,,,,"(1350,569)",,,
95,"(277,1009)","(404,907)","(693,818)",,"(593,335)","(438,60)","(1330,1028)",,,,,,"(1350,570)",,,
96,,"(403,905)","(692,818)",,"(596,336)","(438,60)","(1330,1027)",,,,,,"(1349,569)",,,
97,"(276,1009)","(403,904)","(691,818)",,"(598,332)","(443,60)","(1329,1027)",,,,,,"(1349,570)",,,
98,"(276,1009)","(401,906)","(690,815)",,"(594,334)","(443,60)","(1329,1027)",,,,,,"(1349,570)",,,
99,,,"(688,819)",,"(596,335)","(437,61)","(1329,1026)",,,,,,"(1349,568)",,,
100,"(276,1009)",,"(686,817)",,"(600,336)","(437,61)","(1329,1026)",,,,,,"(1348,569)",,,
101,"(276,1009)",,"(686,817)",,"(598,335)","(437,61)","(1329,1026)",,,,,,"(1348,569)",,,
102,"(276,1009)","(403,905)","(684,818)",,"(600,336)","(437,61)","(1333,1027)",,,,,,"(1347,569)",,,
103,"(276,1009)","(403,905)","(682,819)","(471,501)","(601,336)","(437,61)","(1333,1027)",,,,,,"(1346,567)",,,
104,"(276,1010)","(403,905)","(681,819)","(470,506)","(602,336)","(437,61)","(1328,1026)",,,,,,"(1350,566)",,,
105,"(277,1010)","(403,903)","(682,818)","(470,505)","(602,336)","(437,61)","(1327,1026)",,,,,,"(1350,566)",,,
