frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_12,ID_14,ID_15,ID_16,ID_17,ID_18,ID_21,ID_23,ID_24,ID_25,ID_27,ID_28,ID_30,ID_32,ID_33,ID_34,ID_36
163,,"(1219,885)","(820,875)","(1331,821)","(907,572)","(1037,604)","(786,606)","(610,108)",,"(1354,394)",,,,,,,"(1312,1020)",,,"(329,44)","(1202,1024)",,"(1119,1024)",,"(194,1037)","(1019,1027)",,
164,,"(1220,885)","(820,875)","(1331,821)","(910,574)","(1036,606)","(784,609)","(609,108)",,"(1354,394)",,,,,,,"(1312,1021)",,,,,,,,,"(1028,1027)",,
165,,"(1221,885)","(820,875)","(1332,824)","(910,574)","(1035,607)","(783,609)","(609,108)",,"(1353,396)",,,,,,,"(1292,1021)",,,,,,"(1103,1025)",,"(252,1038)",,,
166,"(828,1027)","(1221,887)","(820,876)","(1331,821)","(910,575)","(1034,608)","(782,612)",,,"(1353,398)",,,,,,,"(1301,1020)",,,,"(1177,1024)",,"(1103,1025)","(695,1034)",,,,
167,"(839,1027)","(1222,887)","(819,876)","(1331,821)","(910,575)","(1033,609)","(781,618)",,,"(1353,404)",,,,,,,,,,,"(1216,1023)",,,"(700,1034)",,,,
168,,"(1223,888)","(819,878)","(1330,821)","(906,575)","(1031,614)","(779,617)",,,,"(916,1010)",,,,,,,,,,,,,,,,,
169,,"(1224,892)","(818,878)","(1330,822)",,"(1030,616)","(779,618)","(608,111)",,"(1353,408)",,,,,,,,,,,,,,,,,,
170,,"(1224,892)",,"(1329,822)",,"(1029,618)","(777,621)",,,"(1354,410)",,,,,,,,,,,,,,,,,,
171,,"(1225,892)",,"(1329,823)",,"(1028,620)","(775,623)","(608,112)",,"(1353,411)",,,,,,,,,,,,,,,,,,
172,,"(1225,894)","(818,879)","(1329,822)","(905,576)","(1024,621)","(773,625)","(608,112)",,"(1355,412)",,,,,,,,,,,,,,,,,,
173,,"(1226,894)","(817,880)","(1330,823)",,"(1024,623)","(772,627)","(608,112)",,"(1355,411)","(915,1012)",,,,,,,,,,,,,,,,,
174,,"(1228,897)","(816,880)","(1329,823)",,"(1024,623)","(770,628)","(607,112)",,"(1354,411)",,,,,,,,,,,,,,,,,,
175,,"(1228,893)","(816,880)","(1330,823)",,"(1024,626)","(769,629)","(608,112)",,"(1354,414)","(915,1012)",,,,,,,,,,,,,,,,,
176,,"(1230,896)","(816,880)","(1330,823)",,"(1024,624)","(768,630)","(609,111)",,,,,,,,,,,,,,,,,,,,
177,,"(1232,894)","(816,879)","(1330,822)",,"(1023,625)","(766,631)","(609,111)",,"(1356,412)",,,,,,,,,,,,,,,,,,
178,,"(1233,893)","(817,878)","(1330,820)",,"(1023,624)","(765,632)","(609,109)",,"(1356,412)","(908,1025)",,,,,,,,,,,,,,,,,
179,,"(1234,893)","(817,878)","(1331,824)","(910,574)","(1022,624)","(763,634)",,,,,,,,,,,,,,,,,,,,,
180,,"(1237,894)","(817,877)","(1331,819)","(910,574)","(1022,624)","(762,634)","(610,109)",,"(1356,412)",,,,,,,,,,,,,,,,,,
181,"(804,1027)","(1237,893)","(817,877)","(1331,819)",,"(1021,624)","(761,635)","(609,108)",,"(1356,412)",,,,,,,,,,,,,,"(661,1031)",,,,
182,"(830,1026)","(1237,892)","(817,877)","(1331,819)","(910,573)","(1020,625)","(759,637)","(609,107)",,"(1356,415)",,,,,,,"(1326,1026)",,,,,,,"(657,1032)",,,,
183,,"(1238,894)","(817,877)","(1332,820)","(910,574)","(1020,626)","(758,640)","(609,108)",,"(1356,416)",,,,,,,,,,,,,,,,,,
184,,"(1238,895)","(817,878)","(1332,820)","(910,574)","(1017,627)","(755,643)","(609,108)",,"(1356,417)",,,,,,,,,,,,,,,,,,
185,,"(1238,895)","(817,878)","(1331,820)","(909,574)","(1017,629)","(754,646)","(609,109)",,"(1355,418)",,,,,,,,,,,,,,,,,,
186,,"(1238,897)","(816,878)","(1330,821)","(906,573)","(1014,630)","(751,648)","(608,109)",,"(1355,420)",,,,,,,"(1324,1027)",,,,,,,,,,,
187,,"(1238,898)","(816,879)","(1330,821)","(909,576)","(1012,632)","(749,650)","(608,110)",,"(1354,423)",,,,,,,,,,,,,,,,,,
188,,"(1239,899)","(816,880)","(1330,822)",,"(1012,634)","(747,654)","(608,110)",,"(1353,422)",,,,,,,,,,,,,,,,,"(130,1039)",
189,,"(1240,901)","(816,880)",,"(909,577)","(1010,635)","(745,657)","(608,110)",,"(1354,424)",,,,,,,,,,,,,,,,,,
190,,"(1241,902)","(816,880)","(1330,822)",,"(1008,637)","(743,659)","(608,111)",,"(1355,425)",,,,,,,,,,,,,,,,,,
191,,"(1241,903)","(816,880)","(1329,822)","(909,577)","(1005,637)","(741,661)","(608,112)",,"(1353,427)",,,,,,,,,,,,,,,,,,
192,,"(1241,904)","(816,881)","(1330,822)","(909,577)","(1005,637)","(741,663)","(608,111)",,"(1353,426)","(916,1011)",,,,,,,,,,,,,,,,,
193,,"(1242,904)","(816,881)","(1330,822)","(909,577)","(1004,638)","(739,665)","(608,111)",,"(1350,428)","(916,1011)",,,,,,,,,,,,,,,,,
194,,"(1243,904)","(816,880)","(1330,822)",,"(1004,638)","(737,666)","(608,110)",,"(1353,430)",,,,,,,,,,,,,,,,,,
195,,"(1244,904)","(816,879)","(1330,820)",,"(1001,637)","(736,668)","(608,109)",,"(1353,431)",,,,,,,,,,,,,,,,,,
196,,"(1244,904)","(817,879)","(1332,820)","(909,574)","(1001,637)","(735,669)",,,"(1353,431)",,,,,,,,,,,,,,,,,,
197,,"(1245,905)","(818,878)","(1331,820)",,"(1000,638)","(733,670)","(608,108)",,"(1354,432)","(909,1024)",,,,,,,,,,,,,,,,,
198,,"(1247,905)",,"(1332,819)","(910,573)","(999,637)","(732,670)","(609,107)",,"(1354,432)","(908,1023)",,,,,,,,,,,,,,,,,
199,,"(1248,907)",,"(1332,819)",,"(998,638)","(730,673)","(609,108)",,"(1354,432)",,,,,,,,,,,,,,,,,,
200,,"(1248,908)",,"(1332,819)",,"(997,639)","(727,675)","(609,108)",,"(1355,434)",,,,,,,,,,,,,,,,,,
201,,"(1249,907)","(817,879)","(1332,819)",,"(997,640)","(728,676)","(610,108)",,"(1354,431)","(910,1023)",,,,,,,,,,,,,,,,,
202,,"(1249,908)","(817,879)","(1332,819)",,"(995,641)","(726,677)",,,"(1355,433)","(909,1024)",,,,,,,,,,,,,,,,,
203,,"(1249,909)",,"(1332,820)","(910,573)","(994,642)","(724,679)","(609,108)",,"(1354,433)",,,,,,,,,,,,,,,,,,
204,,"(1250,911)","(816,879)","(1331,819)","(910,574)","(993,643)","(722,681)","(609,108)",,"(1354,436)",,,,,,,,,,,,,,,,,,"(1234,1041)"
205,,"(1251,913)",,"(1331,820)",,"(992,644)","(720,684)",,,"(1355,440)",,,,,,,,,,,,,,,,,,
206,,"(1252,914)","(815,879)","(1330,820)","(909,574)","(990,644)","(718,687)",,,"(1354,438)",,,,,,,,,,,,,,,,,,
207,,"(1252,916)","(816,881)","(1330,821)",,"(990,646)","(716,688)","(608,110)",,"(1354,440)","(915,1010)",,,,,,,,,,,,,,,,,
208,,"(1254,917)","(816,882)","(1330,821)",,"(988,647)","(716,689)","(608,110)",,"(1354,442)","(913,1010)",,,,,,,,,,,,,,,,,
209,,"(1254,916)","(815,883)","(1329,821)",,"(988,647)","(715,690)","(608,111)",,"(1354,442)",,,,,,,,,,,,,,,,,,
210,,"(1255,917)","(815,882)","(1329,821)",,"(987,648)","(714,691)","(608,111)",,"(1355,445)",,,,,,,,,,,,,,,,,,
211,,"(1256,918)","(815,883)","(1330,821)",,"(986,648)","(713,691)","(608,110)",,"(1356,445)",,,,,,,,,,,,,,,,,,
212,,"(1258,919)","(816,882)","(1330,821)",,"(984,648)","(713,690)","(608,110)",,,,,,,,,,,,,,,,,,,,
213,,"(1259,920)","(817,882)","(1330,820)","(906,574)","(984,648)","(712,691)",,,"(1355,445)",,,,,,,,,,,,,,,,,,
214,,"(1260,921)","(817,881)","(1331,820)",,"(983,648)","(712,691)",,,"(1356,446)","(918,1008)",,,,,,,,,,,,,,,,,
215,,"(1261,923)",,"(1331,819)",,"(982,649)","(711,692)","(609,108)",,"(1354,445)",,,,,,,,,,,,,,,,,,"(1235,1041)"
216,,"(1262,923)","(818,879)","(1332,819)",,"(981,649)","(711,692)","(609,108)",,"(1355,444)",,,,,,,,,,,,,,,,,,
217,,"(1264,924)",,"(1332,819)",,"(981,650)","(711,693)","(609,108)",,"(1356,445)",,,,,,,,,,,,,,,,,,"(1239,1040)"
218,,"(1264,925)","(818,881)","(1331,819)",,"(980,651)","(710,694)","(609,108)",,"(1356,446)",,,,,,,,,,,,,,,,,,
219,,"(1265,924)","(819,881)","(1331,817)",,"(979,650)","(710,693)","(610,107)",,"(1356,445)","(915,1005)",,,,,,,,,,,,,"(686,1029)",,,,
220,,"(1266,927)",,"(1332,818)","(911,572)","(978,652)","(710,695)","(610,107)",,"(1356,446)",,,,,,,,,,,,,,,,,,
221,,"(1266,930)",,"(1331,819)","(910,573)","(977,653)","(708,697)","(610,108)",,"(1354,449)",,,,,,,,,,,,,,,,,,
222,,"(1268,930)","(819,885)","(1331,819)","(910,574)","(977,656)","(707,698)","(609,108)",,"(1353,452)",,,,,,,,,,,,,,,,,,
223,,"(1269,932)","(819,885)","(1332,820)","(910,574)","(975,656)","(707,699)","(609,109)",,"(1355,455)",,,,,,,,,,,,,,,,,,
224,,"(1271,933)","(819,886)","(1332,820)",,"(975,657)","(707,701)","(609,109)",,"(1353,457)",,,,,,,,,,,,,,,,,,
225,,"(1272,934)",,"(1330,821)","(906,575)","(973,659)","(705,702)","(609,110)",,"(1354,460)",,,,,,,,,,,,,,,,,,
226,,"(1273,935)",,"(1330,821)",,"(972,659)","(703,703)","(609,110)",,"(1352,462)",,,,,,,,,,,,,,,,,,
227,,"(1275,936)",,"(1329,821)",,"(970,661)","(702,705)",,,"(1353,462)","(916,1010)",,,,,,,,,,,,,,,,,
228,,"(1276,936)",,"(1330,821)","(909,576)","(969,664)","(701,706)",,,"(1353,462)",,,,,,,,,,,,,,,,,,
229,,"(1278,938)",,"(1330,821)","(909,576)","(969,663)","(700,707)","(608,111)",,"(1353,461)","(916,1010)",,,,,,,,,,,,,,,,,
230,,"(1279,939)",,,"(909,575)","(968,663)","(698,707)","(608,110)",,"(1353,462)",,,,,,,,,,,,,,,,,,
231,,"(1280,940)",,"(1330,820)",,"(967,663)","(697,709)",,,"(1352,462)",,,,,,,,,,,,,,,,,,
232,,"(1280,941)",,"(1330,820)",,"(966,664)","(694,709)",,,"(1352,462)",,,,,,,,,,,,,,,,,,
233,,"(1281,941)",,"(1331,819)",,"(966,665)","(693,710)","(609,108)",,"(1352,462)",,,,,,,,,,,,,,,,,,
234,,"(1284,942)","(819,887)","(1332,819)",,"(965,666)","(692,711)","(609,107)",,"(1351,462)","(909,1023)",,,,,,,,,,,,,,,,,
235,,"(1285,943)","(819,887)","(1331,818)","(907,571)","(963,667)","(691,712)","(609,107)",,"(1352,461)",,,,,,,,,,,,,,,,,"(121,1038)",
236,,"(1287,944)",,"(1331,818)",,"(963,668)","(688,714)","(609,107)",,"(1352,462)",,,,,,,,,,,,,,,,,,
237,,"(1289,947)","(820,886)","(1332,818)",,"(961,669)","(687,715)","(609,107)",,"(1353,463)",,,,,,,,,,,,,,,,,,
238,,"(1292,948)","(820,887)","(1332,818)","(911,573)","(961,671)","(686,717)","(610,108)",,"(1352,463)",,,,,,,,,,,,,,,,,,
239,,"(1292,948)","(819,887)","(1332,818)","(910,573)","(959,672)","(683,717)","(609,108)",,"(1353,465)",,,,,,,,,,,,,,,,,,
240,,"(1293,950)","(819,887)","(1333,819)","(910,574)","(957,675)","(681,719)",,,"(1352,465)",,,,,,,,,,,,,,,,,,"(1236,1041)"
241,,"(1295,950)","(820,887)","(1333,819)","(910,574)","(957,678)","(679,721)",,,"(1353,467)",,,,,,,,,,,,,,,,,,
242,,"(1296,953)",,"(1333,820)",,"(955,678)","(677,722)","(611,109)",,"(1352,468)",,,,,,,,,,,,,,,,,,
243,,"(1299,955)",,"(1333,820)","(910,575)","(955,680)","(674,724)","(611,109)",,"(1352,469)",,,,,,,,,,,,,,,,,,
244,,"(1299,957)",,"(1333,820)","(909,576)","(954,681)","(672,725)","(610,110)",,"(1351,468)",,,,,,,,,,,,,,,,,,
245,,"(1299,959)",,"(1333,820)","(909,576)","(954,683)","(669,727)","(611,110)",,"(1353,468)",,,,,,,,,,,,,,,,,,
246,,"(1301,958)",,"(1333,820)","(909,576)","(953,684)","(669,728)",,,"(1353,472)","(911,1014)",,,,,,,,,,,,,,,,,
247,,"(1301,962)",,"(1333,820)",,"(952,685)","(667,728)","(611,111)",,"(1353,471)","(911,1014)",,,,,,,,,,,,,,,,,
248,,"(1302,961)",,"(1333,819)",,"(950,686)","(665,730)",,,"(1353,472)",,,,,,,,,,,,,,,,,,
249,,"(1303,963)",,"(1333,819)","(910,574)","(949,687)","(663,731)","(612,110)",,"(1353,472)",,,,,,,,,,,,,,,,,,
250,,"(1305,963)",,"(1333,818)","(909,574)","(949,688)","(661,732)","(613,110)",,"(1352,473)",,,,,,,,,,,,,,,,,,
251,,"(1307,965)","(820,885)","(1332,818)","(910,573)","(947,690)","(660,732)",,,"(1352,473)",,,,,,,,,,,,,,,,,,
252,,"(1310,964)","(820,884)","(1333,817)","(910,572)","(948,690)","(659,732)",,,"(1353,474)",,,,,,,,,,,,,,,,,,
253,,"(1311,964)",,"(1333,816)",,"(947,692)","(657,732)",,,"(1352,474)","(912,1011)",,,,,,,,,,,,,,,,,
254,,"(1313,966)",,"(1333,816)","(911,572)","(946,694)","(655,733)","(616,107)",,"(1352,477)","(910,1012)",,,,,,,,,,,,,,,,,
255,,"(1314,966)","(818,886)","(1333,816)","(911,572)","(945,695)","(652,735)","(618,108)",,"(1353,475)",,,,,,,,,,,,,,,,,,
256,,"(1316,967)","(818,886)","(1333,816)","(910,572)","(944,697)","(649,736)","(618,105)",,"(1351,477)",,,,,,,,,,,,,,,,,,
257,,"(1317,967)","(818,887)","(1333,816)",,"(944,699)","(647,738)","(618,107)",,"(1350,478)","(908,1012)",,,,,,,,,,,,,,,,,
258,,"(1320,970)","(818,887)",,"(910,573)","(944,702)","(645,740)",,,"(1352,479)",,,,,,,,,,,,,,,,,,
259,,"(1321,973)","(817,888)",,,"(943,703)","(643,742)",,,"(1352,480)",,,,,,,,,,,,,,,,,,
260,,"(1322,973)","(817,889)","(1333,818)","(910,574)","(942,705)","(641,745)",,,"(1351,483)","(909,1014)",,,,,,,,,,,,,,,,,
261,,"(1321,974)","(816,889)","(1332,818)","(907,574)","(940,705)","(638,746)",,,"(1352,485)","(908,1013)",,,,,,,,,,,,,,,,,
262,,"(1322,975)","(816,891)","(1334,819)","(909,575)","(940,707)","(636,749)",,,"(1351,487)","(907,1014)",,,,,,,,,,,,,,,,,
263,,"(1325,979)","(815,891)","(1332,818)","(906,574)","(939,708)","(634,747)","(622,110)",,"(1352,487)","(907,1014)",,,,,,,,,,,,,,,,,
264,,"(1325,977)","(815,891)","(1333,819)","(909,576)","(939,709)","(633,749)","(622,110)",,"(1352,487)","(906,1014)",,,,,,,,,,,,,,,,,
265,,"(1326,976)","(814,890)","(1332,819)",,"(937,709)","(630,750)",,,"(1353,487)","(905,1014)",,,,,,,,,,,,,,,,,
266,,"(1328,976)",,"(1332,818)",,"(936,710)","(628,752)","(623,109)",,"(1352,488)",,,,,,,,,,,,,,,,,,
267,,"(1328,975)",,"(1332,818)","(909,574)","(937,710)","(625,753)","(623,109)",,"(1352,487)",,,,,,,,,,,,,,,,,,
268,,"(1330,976)",,"(1331,817)",,"(936,710)","(624,755)","(624,108)",,"(1352,486)",,,,,,,,,,,,,,,,,,
269,,"(1331,975)",,"(1331,817)","(906,571)","(936,710)","(623,755)","(624,107)",,"(1352,487)",,,,,,,,,,,,,,,,,,
270,,"(1333,973)",,"(1331,816)","(909,573)","(936,711)","(621,756)",,,"(1352,487)","(904,1012)",,,,,,,,,,,,,,,,,
271,,"(1334,972)",,"(1331,816)","(906,572)","(935,711)","(619,758)",,,"(1353,488)",,,,,,,,,,,,,,,,,,
272,,"(1335,977)",,"(1331,815)","(909,572)","(933,711)","(618,759)","(630,107)",,"(1353,490)","(904,1011)",,,,,,,,,,,,"(1129,1039)",,,,,
273,,"(1335,970)",,"(1331,815)",,"(935,712)","(617,760)","(629,108)",,"(1351,491)","(907,1016)",,,,,,,,,,,,,,,,,
274,,"(1337,971)","(814,888)","(1332,816)",,"(935,714)","(617,762)","(630,110)",,"(1352,491)",,,,,,,,,,,,,,,,,"(124,1037)",
275,,"(1337,971)",,"(1331,816)","(910,572)","(934,715)","(616,763)","(634,111)",,"(1352,492)",,,,,,,,,,,,,,,,,,
276,,"(1340,971)","(814,888)","(1331,816)",,"(933,717)","(616,764)","(633,111)",,"(1353,492)",,,,,,,,,,,,,,,,,"(125,1037)",
277,,"(1340,972)","(814,889)","(1331,817)",,"(932,718)","(614,765)","(634,114)",,"(1353,493)","(907,1016)",,,,,,,,,,,,,,,,,"(1232,1040)"
278,,"(1341,973)","(815,886)","(1332,818)",,"(931,721)","(614,768)","(636,111)",,"(1354,495)",,,,,,,,,,,,,,,,,,
279,,"(1342,973)","(813,890)","(1331,818)","(909,575)","(930,721)","(612,769)","(636,111)",,"(1353,496)","(907,1017)",,,,,,,,,,,,,,,,,
280,,"(1344,973)","(813,890)",,"(909,575)","(929,722)","(611,770)","(636,112)",,"(1352,495)",,,,,,,,,,,,,,,,,,
281,,"(1343,974)","(812,891)",,,"(928,724)","(610,772)","(637,113)",,,"(902,1012)",,,,,,,,,,,,,,,,,
282,,"(1344,973)","(813,890)","(1331,818)",,"(927,725)","(610,773)","(638,112)",,"(1352,498)","(903,1012)",,,,,,,,,,,,,,,,,
283,,"(1344,973)","(813,891)","(1331,818)",,"(926,726)","(610,774)","(638,111)",,"(1353,497)","(903,1011)",,,,,,,,,,,,,,,,,
284,,"(1344,973)","(813,891)","(1331,818)",,"(925,727)","(608,775)","(638,112)",,"(1352,498)",,,,,,,,,,,,,,,,,,
285,,"(1344,973)","(813,890)","(1331,818)","(909,575)","(925,730)","(607,778)","(638,112)",,"(1352,500)",,,,,,,,,,,,,,,,,,
286,,"(1343,971)",,"(1331,817)","(909,573)","(924,728)","(606,779)","(639,112)",,"(1352,499)",,,,,,,,,,,,,,,,,,
287,,"(1343,969)","(812,889)",,,"(923,728)","(605,780)","(639,111)",,"(1353,500)",,,,,,,,,,,,,,,,,"(123,1037)",
288,,"(1341,967)","(812,888)","(1332,816)","(909,573)","(923,728)","(604,781)","(640,111)",,"(1353,500)","(903,1009)",,,,,,,,,,,,,,,,,
289,,"(1340,968)","(812,888)","(1332,815)",,"(923,730)","(603,783)","(639,111)",,"(1353,500)","(905,1009)",,,,,,,,,,,,,,,,,
290,,"(1341,968)","(813,884)","(1332,815)",,"(922,731)","(602,784)","(640,112)",,"(1352,501)",,,,,,,,,,,,,,,,,,
291,,"(1340,969)","(812,888)","(1332,815)",,"(922,731)","(600,785)","(640,111)",,"(1352,500)","(904,1008)",,,,,,,,,,,,,,,,,
292,,"(1340,966)","(812,884)","(1332,815)",,"(921,732)","(598,788)","(640,113)",,"(1351,502)","(904,1009)",,,,,,,,,,,,,,,,,
293,,"(1340,967)","(812,884)","(1332,815)","(910,572)","(921,732)","(597,790)","(641,113)",,"(1351,503)","(904,1009)",,,,,,,,,,,,,,,,,
294,,"(1341,966)","(812,888)","(1332,815)","(910,573)","(919,733)","(596,792)","(641,114)",,"(1350,504)","(904,1010)",,,,,,,,,,,,,,,,,
295,,"(1341,967)","(812,889)","(1332,815)","(910,573)","(920,735)","(595,794)","(642,116)",,"(1351,505)","(904,1010)",,,,,,,,,,,,,,,,,
296,,"(1342,966)","(812,889)","(1332,815)","(909,573)","(919,734)","(594,796)","(641,115)",,"(1350,506)","(904,1010)",,,,,,,,,,,,,,,,,
297,,"(1342,965)","(812,890)","(1332,815)","(909,574)","(919,735)","(593,798)","(642,114)",,"(1352,505)","(904,1011)",,,,,,,,,,,,,,,,,
298,,"(1343,964)","(812,890)","(1332,816)","(909,574)","(918,736)","(592,801)","(642,115)",,"(1350,507)",,,,,,,,,,,,,,,"(212,1039)",,,
299,,"(1343,963)","(812,891)","(1333,816)","(906,573)","(917,736)","(591,804)","(643,114)",,"(1350,507)",,,,,,,,,,,,,,,,,,
300,,"(1343,963)","(812,891)","(1332,816)","(910,575)","(918,736)","(589,805)","(644,115)",,"(1350,508)",,,,,,,,,,,,,,,,,,
301,,"(1343,961)",,"(1332,816)","(909,575)","(918,735)","(588,806)","(644,114)",,"(1349,507)",,,,,,,,,,,,,,,,,,
302,,"(1344,961)",,"(1332,816)","(909,575)","(918,736)","(587,807)","(644,115)",,"(1349,506)",,,,,,,,,,,,,,,,,,
303,,"(1344,959)","(812,891)","(1332,815)","(909,574)","(917,735)","(585,808)","(645,115)",,"(1349,507)",,,,,,,,,,,,,,,,,,
304,,"(1345,957)",,"(1332,814)",,"(918,735)","(584,812)","(645,116)",,"(1349,506)","(904,1015)",,,,,,,,,,,,,,,,,"(1240,1040)"
305,,"(1346,952)","(811,890)","(1332,814)","(909,573)","(918,735)","(582,811)","(646,115)",,"(1349,506)","(904,1015)",,,,,,,,,,,,,,,,,
306,,"(1346,953)","(811,889)","(1333,813)",,"(918,734)","(582,812)","(647,114)",,"(1349,505)",,,,,,,,,,,,,,,,,,"(1238,1040)"
307,,"(1348,953)","(810,888)","(1333,813)",,"(919,734)","(581,813)","(647,114)",,"(1349,505)","(908,1014)",,,,,,,,,,,,,,,,,
308,,"(1348,952)","(811,888)","(1333,813)","(910,572)","(918,733)","(580,814)","(647,115)",,"(1349,505)",,,,,,,,,,,,,,,,,,
309,,"(1348,951)","(811,888)","(1333,812)",,"(918,732)","(578,815)","(648,114)",,"(1349,504)",,,,,,,,,,,,,,,,,,
310,,"(1348,951)","(811,889)","(1333,813)",,"(918,735)","(577,819)","(650,115)",,"(1348,506)",,,,,,,,,,,,,"(1130,1039)",,,,,
311,,"(1348,949)","(811,889)","(1333,813)",,"(918,733)","(576,821)","(650,115)",,"(1348,505)",,,,,,,,,,,,,,,,,,
312,,"(1348,951)","(810,891)","(1333,813)",,"(918,734)","(574,823)","(650,116)",,"(1348,507)","(904,1010)",,,,,,,,,,,,"(1129,1040)",,,,"(125,1038)",
313,,"(1348,951)","(811,890)","(1333,813)","(910,573)","(918,734)","(573,825)","(650,115)",,"(1348,506)","(904,1010)",,,,,,,,,,,,,,,,,
314,,"(1348,951)","(810,894)","(1333,814)",,"(918,735)","(572,826)","(650,117)",,"(1348,507)",,,,,,,,,,,,,,,,,,
315,,"(1348,949)","(810,895)","(1333,814)",,"(918,735)","(570,828)","(650,116)",,"(1349,507)",,,,,,,,,,,,,,,,,,
316,,"(1348,948)","(810,896)","(1332,815)","(909,575)","(918,735)","(568,830)","(649,116)",,"(1347,507)",,,,,,,,,,,,,,,,,,
317,,"(1348,948)","(809,897)","(1332,815)","(909,575)","(919,736)","(566,832)","(649,117)",,"(1347,509)",,,,,,,,,,,,,,,,,,
318,,"(1348,949)","(810,899)","(1332,815)","(910,575)","(919,736)","(564,834)","(650,117)",,"(1347,509)",,,,,,,,,,,,,,,,,,
319,,"(1347,949)","(810,898)","(1332,815)","(909,575)","(919,736)","(563,836)","(650,117)",,"(1346,509)","(904,1017)",,,,,,,,,,,,,,,,,
320,,"(1347,948)","(810,899)","(1332,815)","(907,573)","(919,736)","(561,836)","(648,116)",,"(1347,510)","(904,1011)",,,,,,,,,,,,,,,,,
321,,"(1348,948)","(810,899)","(1332,815)","(909,575)","(919,736)","(558,837)","(649,116)",,"(1347,510)",,,,,,,,,,,,,,,,,,
322,,"(1348,947)","(810,899)","(1332,814)",,"(917,736)","(557,838)","(649,116)",,"(1345,512)","(904,1016)",,,,,,,,,,,,,,,,,
323,,"(1347,946)",,"(1331,814)","(910,573)","(918,735)","(555,840)","(649,114)",,,,,,,,,,,,,,,,,,,,
324,,"(1347,946)","(811,898)","(1332,812)",,"(915,737)","(554,841)","(651,116)",,"(1346,510)","(904,1015)",,,,,,,,,,,,,,,,,
325,,"(1347,944)","(812,892)","(1332,812)",,"(916,737)","(553,842)","(650,116)",,,"(904,1014)",,,,,,,,,,,,,,,,,
326,,"(1349,944)","(810,898)","(1332,812)","(910,572)","(915,736)","(550,843)","(650,114)",,"(1345,512)","(904,1014)",,,,,,,,,,,,,,,,,
327,,"(1349,944)","(812,893)","(1332,812)",,"(916,736)","(548,845)","(649,112)",,"(1346,512)","(908,1014)",,,,,,,,,,,,,,,,,
328,,"(1349,942)","(810,898)","(1332,812)","(910,572)","(915,738)","(546,847)","(649,114)",,"(1345,512)","(904,1014)",,,,,,,,,,,,,,,,,
329,,"(1350,943)","(810,898)","(1332,812)","(910,572)","(915,738)","(545,848)","(649,114)",,"(1345,511)",,,,,,,,,,,,,,,,,,
330,,"(1350,944)","(810,899)","(1331,813)","(910,572)","(915,738)","(543,850)","(650,115)",,"(1345,512)","(908,1015)",,,,,,,,,,,,,,,,,
331,,"(1351,944)","(810,899)","(1331,813)",,"(915,738)","(543,851)","(649,114)",,"(1346,512)","(904,1010)",,,,,,,,,,,,,,,,,
332,,"(1351,945)","(811,895)","(1331,814)","(910,573)","(915,739)","(543,854)","(649,114)",,"(1348,515)","(904,1011)",,,,,,,,,,,,,,,,,"(1238,1040)"
333,,"(1349,945)","(811,896)","(1331,815)","(909,574)","(915,739)","(541,856)","(649,114)",,"(1346,516)","(903,1011)",,,,,,,,,,,,,,,,,"(1237,1040)"
334,,"(1349,945)","(811,896)","(1331,815)","(909,574)","(915,739)","(541,858)","(649,116)",,"(1344,518)","(908,1016)",,,,,,,,,,,,,,,,,
335,,"(1341,947)","(809,902)","(1331,815)","(910,574)","(916,740)","(541,860)","(649,114)",,"(1345,519)",,,,,,,,,,,,,,,,,,
336,,"(1340,950)","(808,903)","(1331,816)","(909,575)","(915,741)","(540,862)","(648,115)",,"(1346,519)",,,,,,,,,,,,,,,,,,
337,,"(1339,951)","(810,899)","(1331,816)","(910,575)","(915,740)","(540,864)","(648,114)",,"(1344,521)",,,,,,,,,,,,,,,,,,
338,,"(1339,949)","(810,900)","(1331,815)","(909,575)","(915,740)","(539,866)",,,"(1342,521)",,,,,,,,,,,,,,,,,,
339,,"(1341,948)","(810,900)","(1331,815)",,"(915,740)","(538,869)",,,"(1342,519)","(904,1012)",,,,,,,,,,,,,,,,,
340,,"(1346,951)","(810,901)","(1331,815)","(907,572)",,"(538,872)","(648,114)",,"(1343,517)","(908,1015)",,,,,,,,,,,,,,,,,"(1240,1040)"
341,,"(1347,951)","(808,901)","(1331,814)","(909,573)","(915,739)","(538,874)","(649,115)",,"(1342,517)","(908,1015)",,,,,,,,,,,,,,,,,
342,,"(1348,950)","(808,901)","(1331,814)",,,"(537,877)","(649,115)",,"(1342,517)","(904,1010)",,,,,,,,,,,,,,,,,
343,,"(1349,951)","(807,904)","(1330,814)",,,"(536,878)","(649,114)",,"(1342,516)","(904,1010)",,,,,,,,,,,,,,,,,
344,,"(1348,950)",,"(1331,813)",,,"(537,879)","(649,114)",,"(1342,516)","(904,1009)",,,,,,,,,,,,,,,,,
345,,"(1349,949)","(806,903)","(1331,813)",,,"(536,882)","(649,113)",,"(1341,517)",,,,,,,,,,,,,,,,,,
346,,"(1349,949)",,"(1331,813)",,,"(535,884)","(650,113)",,"(1341,515)",,,,,,,,,,,,,"(1126,1039)",,,,,
