frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17
140,"(243,1034)","(1207,957)","(59,611)","(152,591)","(1344,419)","(216,320)","(85,71)",,,,,,,,,,,
141,"(244,1033)","(1207,957)","(59,609)","(150,587)","(1344,419)","(215,321)","(85,71)",,,,,,,,,,,
142,"(247,1033)","(1209,960)","(59,608)","(152,591)","(1344,418)","(215,321)","(85,71)",,,"(50,375)",,,,,,,,
143,"(246,1032)","(1209,962)","(60,612)","(152,592)","(1343,418)","(215,321)","(84,71)",,,,,,,,,,"(1366,86)",
144,"(248,1033)","(1209,962)","(59,610)","(152,592)","(1343,418)","(215,321)","(84,71)",,,,,,,,,,"(1366,86)",
145,"(249,1034)","(1208,962)","(60,609)","(152,592)","(1343,418)","(214,321)","(85,71)",,,,,,,,,,,
146,"(251,1034)","(1208,962)","(61,607)","(152,592)","(1342,419)","(214,322)","(85,71)",,,"(50,374)","(720,692)","(52,320)",,,,,,
147,"(249,1034)","(1208,962)","(59,605)","(151,592)","(1341,418)","(213,322)","(84,71)",,,,,,,,,,"(1366,85)",
148,"(252,1035)","(1208,962)","(60,605)","(152,592)","(1342,418)","(213,323)","(84,72)",,,,,,,,,,,
149,"(252,1034)","(1207,963)","(60,605)","(151,592)","(1343,419)","(213,323)","(84,72)",,,,,,,,,,,
150,"(252,1034)","(1207,963)","(60,603)","(152,593)","(1343,419)","(213,324)","(84,72)",,,,,,,,,,"(1366,87)",
151,"(256,1034)","(1208,963)","(60,605)","(149,588)","(1343,419)","(213,324)","(84,72)",,,,,,,,,,,
152,"(257,1034)","(1208,963)",,"(152,592)","(1344,419)","(213,325)","(84,72)",,,,,,,,,,"(1366,86)",
153,"(256,1034)","(1208,963)","(61,603)","(152,592)","(1344,419)","(213,324)","(84,71)","(1349,310)",,,,,,,,,"(1366,86)",
154,"(258,1034)","(1208,963)","(60,605)","(149,588)","(1343,419)","(213,325)","(84,71)",,,,,,,,,,"(1366,85)",
155,"(260,1034)","(1207,963)","(58,599)","(149,587)","(1348,420)","(214,325)","(84,71)",,,,,,,,,,,
156,"(261,1034)","(1208,962)",,"(152,592)","(1349,419)","(218,322)","(85,72)",,,,,,,,,,,"(239,58)"
157,"(265,1034)","(1208,962)","(59,600)","(150,587)","(1347,417)","(214,324)","(85,71)","(1348,312)",,,,,,,,,,
158,"(266,1033)","(1208,962)","(59,600)","(150,587)","(1348,419)","(214,324)","(85,71)","(1348,312)",,,"(720,692)",,,,,,"(1366,86)",
159,"(265,1032)","(1207,963)",,"(152,592)",,"(213,324)","(84,71)","(1348,313)",,,,,,,,,,
160,"(267,1034)","(1207,962)","(61,599)","(152,592)",,"(214,324)","(85,71)",,,,,,,,,,,
161,"(268,1035)","(1208,964)","(61,600)","(152,591)","(1350,420)","(213,324)","(85,71)",,,,,,,,,,,
162,"(268,1032)","(1208,964)","(62,596)","(152,592)",,"(213,324)","(85,72)","(1349,314)",,,,,,,,,"(1366,86)",
163,"(270,1035)","(1208,965)","(62,595)","(152,592)",,"(213,325)","(85,72)","(1349,315)",,,,,,,,,"(1366,86)",
164,"(271,1035)","(1207,964)","(62,595)","(152,593)",,"(213,326)","(85,72)","(1349,315)",,,,,,,,,"(1366,86)",
165,"(271,1036)","(1207,963)","(62,595)","(152,592)",,"(212,326)","(85,72)",,,,,,,,,,,
166,"(273,1036)","(1207,963)","(63,595)","(152,593)",,"(212,326)","(85,72)",,,,,,,,,,,
167,"(273,1036)","(1207,964)","(62,594)","(149,588)",,"(211,326)","(85,72)","(1350,317)",,,,,,,,,"(1366,86)",
168,"(274,1035)","(1207,966)","(62,594)","(150,588)",,"(210,326)","(85,73)",,,,,,,,,,"(1366,86)",
169,"(278,1033)","(1208,964)","(62,593)","(152,592)","(1349,421)","(208,326)","(85,72)",,,,,,,,,,"(1366,86)",
170,"(281,1033)","(1208,965)","(63,592)","(152,592)","(1351,421)","(208,326)","(85,72)",,,,,,,,,,"(1366,86)",
171,"(283,1033)","(1207,964)","(62,592)","(150,588)",,"(209,324)","(84,72)",,,,"(720,692)",,,,,,,
172,"(285,1036)","(1207,965)","(61,594)","(150,588)","(1353,420)","(208,324)","(85,71)",,,,,,,,,,,
173,"(282,1035)","(1209,963)","(61,594)","(149,587)",,"(205,326)","(84,71)",,,"(49,384)",,,,,,"(43,654)",,
174,"(287,1033)","(1209,964)","(61,593)","(152,592)",,"(208,324)","(85,71)","(1356,308)",,,,,,,,,,
175,"(289,1034)","(1207,962)","(59,594)","(150,587)",,"(207,326)","(85,71)",,,,,,,,,"(46,652)",,
176,"(291,1033)","(1208,964)","(61,594)","(150,587)",,"(205,326)","(85,71)","(1352,322)",,,,,"(528,1053)",,,,,
177,"(289,1033)","(1210,963)","(59,592)","(152,591)",,"(208,325)","(84,71)","(1352,323)",,,,,,,,,"(1366,85)",
178,"(294,1031)","(1210,963)","(59,593)","(152,591)",,"(207,325)","(84,70)","(1352,324)",,,,,,,,,"(1366,85)",
179,"(293,1034)","(1208,963)","(63,592)","(149,587)",,"(207,325)","(85,71)",,,,,,,,,,,
180,"(293,1035)","(1210,963)","(65,589)","(149,587)",,"(207,326)","(84,71)",,,,,,,,,"(46,652)",,
181,"(295,1035)","(1209,961)","(65,589)","(152,592)",,"(205,326)","(84,71)",,,,,,,,,"(46,652)",,
182,"(297,1035)","(1210,963)","(71,588)","(149,588)",,"(202,330)","(85,72)",,,,,,,,,,,
183,"(296,1033)","(1210,963)","(65,591)","(149,588)",,"(201,328)","(84,72)","(1352,330)",,,,,,,,,"(1366,86)",
184,"(300,1035)","(1210,963)","(63,592)","(150,588)",,"(200,329)","(84,72)","(1352,332)",,,,,,,,,,
185,"(301,1034)","(1209,963)","(64,587)","(150,588)",,"(203,330)","(84,72)","(1351,332)",,,,,,,,,,
186,"(301,1033)","(1209,959)","(65,591)","(150,588)",,"(200,331)","(84,72)","(1352,333)",,,,,,,,,,
187,"(300,1033)","(1209,958)","(65,589)","(151,592)",,"(203,331)","(84,71)","(1352,334)",,,,,,,,,"(1366,85)",
188,"(301,1032)","(1209,958)","(65,589)","(150,588)",,"(199,333)","(84,71)","(1352,335)",,,"(720,692)",,,,,,"(1366,86)",
189,"(307,1034)","(1209,958)","(66,587)","(149,587)",,"(203,332)","(84,71)",,,,,,,,,,,
190,"(307,1031)","(1209,958)","(65,584)","(150,587)",,"(199,335)","(84,71)",,,,"(720,691)",,,,,,,
191,"(312,1034)","(1210,961)","(65,588)","(152,591)",,"(198,333)","(84,71)",,,,,,,,,,,
192,"(312,1034)","(1210,961)","(65,587)","(151,591)",,"(197,333)","(84,71)",,,,,,,,,"(46,652)",,
193,"(313,1032)","(1210,961)","(66,587)","(151,591)",,"(196,335)","(84,71)",,,,,,,,,,,
194,"(316,1034)","(1210,961)","(65,583)","(151,591)",,"(197,338)","(84,70)",,,,,,,,,"(46,652)","(1366,85)",
