frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_16,ID_18,ID_19,ID_20,ID_21,ID_22
171,"(1351,1011)",,,"(1168,305)","(836,205)",,"(412,124)","(1196,92)","(1362,64)","(668,65)","(996,45)",,,,,,,,,,
172,"(1350,1012)",,,"(1164,300)","(836,205)",,"(412,124)","(1198,95)","(1357,70)","(668,64)","(1033,59)",,,,,,,,,,
173,"(1351,1012)",,,"(1168,300)","(836,205)","(1354,134)","(412,123)","(1198,96)","(1362,63)","(668,64)",,,,,,,,,,,
174,"(1352,1012)",,,"(1164,301)","(835,205)","(1354,134)","(412,124)","(1196,92)","(1362,63)","(668,65)","(1033,60)",,,,,,,,,,
175,"(1355,1012)",,,"(1168,301)","(836,205)","(1354,134)","(412,123)","(1198,96)","(1362,63)","(668,65)",,,,,,,,,,,
176,"(1352,1012)",,,"(1167,301)","(836,205)","(1354,135)","(412,124)","(1198,96)","(1357,70)","(667,65)","(1033,59)",,,,,,"(150,1064)",,,,
177,"(1352,1011)",,,"(1164,300)","(836,205)",,"(412,123)","(1198,96)","(1357,70)","(668,64)","(1033,59)",,,,,,,,,,
178,"(1353,1011)",,,"(1167,301)","(831,202)","(1354,133)","(412,123)","(1198,95)","(1362,63)","(668,64)","(1033,59)",,,,,,"(150,1064)",,,,
179,"(1356,1010)",,,"(1165,300)","(832,202)",,"(411,122)","(1198,95)","(1362,63)","(668,64)",,,,,,,,,,,
180,"(1356,1009)",,,"(1165,300)","(832,202)",,"(411,122)","(1198,95)","(1362,63)","(668,64)",,,,,,,,,,,
181,"(1357,1010)",,,"(1165,300)","(832,202)",,"(411,122)","(1198,95)","(1362,62)","(668,64)",,,,,,,,,,,
182,"(1357,1010)",,,"(1166,300)","(832,202)",,"(411,122)","(1198,95)","(1362,62)","(668,64)",,,,,,,,,,,
183,"(1358,1010)",,,"(1167,300)","(832,202)",,"(411,122)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
184,"(1358,1011)",,,"(1167,300)","(836,204)","(1354,133)","(412,122)","(1198,95)","(1362,63)","(668,64)",,,,,,,,,,,
185,"(1358,1012)",,,"(1170,301)","(832,202)","(1354,134)","(412,122)","(1199,95)","(1362,63)","(668,64)",,,,,,,,,,,
186,"(1358,1012)",,,"(1171,301)","(836,204)","(1354,134)","(412,122)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
187,,,,,"(836,204)","(1354,134)","(412,123)","(1198,95)","(1357,70)","(668,65)",,,,,,,,,,,
188,,,,,"(836,204)",,"(412,123)","(1198,95)","(1362,63)","(668,64)",,,,,,,,,,,
189,,"(844,1039)",,"(1171,307)","(836,205)",,"(415,122)","(1199,96)",,"(668,65)",,,,,,,,,,,
190,,,,"(1169,301)","(836,205)",,"(411,122)","(1198,96)","(1362,63)","(668,65)",,,,,,,,,,,
191,"(1358,1013)",,,"(1183,307)","(836,204)",,"(411,122)","(1198,95)","(1362,63)","(668,65)","(1033,59)",,,,,,,,,,
192,"(1354,1017)",,,,"(836,205)",,"(411,122)","(1196,91)","(1356,70)","(668,64)",,,"(81,58)",,,,,,,,
193,"(1354,1018)",,,"(1177,304)","(836,205)","(1354,135)","(412,122)","(1198,96)","(1357,70)","(668,65)",,,,,,,,,,,
194,"(1353,1018)",,,,"(835,205)","(1354,134)","(411,121)","(1198,96)",,"(668,65)",,,,,,,,,,,
195,"(1357,1016)",,,,"(836,205)","(1354,134)","(412,122)","(1196,92)","(1357,70)","(668,65)","(1001,45)",,,,,,,,,,
196,"(1357,1016)",,,"(1182,306)","(836,205)","(1354,134)","(411,121)","(1198,95)","(1357,69)","(668,65)","(1001,45)",,,,,,,,,,
197,"(1358,1016)",,,"(1177,301)","(835,204)","(1354,134)","(411,122)","(1196,91)","(1357,70)","(668,64)","(1033,59)",,,,,,,,,,
198,,,,"(1177,303)","(832,202)","(1354,133)","(411,122)","(1196,91)","(1357,69)","(668,64)",,,,,,,,,,,
199,"(1358,1017)",,,"(1179,305)","(836,204)","(1354,133)","(412,121)","(1196,91)","(1357,69)","(668,64)",,,,,,,,,,,
200,"(1358,1017)",,,"(1179,305)","(836,204)","(1354,133)","(412,121)","(1196,91)","(1357,69)","(668,64)",,,,,,,,,,,
201,"(1358,1017)",,,"(1180,302)","(836,204)","(1354,132)","(415,121)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
202,"(1358,1017)",,,"(1180,302)","(836,204)","(1354,133)","(415,121)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
203,"(1358,1019)",,,"(1181,306)","(836,204)","(1354,134)","(415,121)","(1198,95)","(1357,69)","(669,64)","(1034,59)",,,,,,,,,,
204,"(1359,1018)",,,"(1181,304)","(836,204)","(1354,134)","(415,122)","(1198,95)","(1357,70)","(668,65)","(1034,60)",,,,,,,,,,
205,"(1355,1019)",,,"(1182,300)","(836,204)","(1355,134)","(415,122)","(1199,95)","(1357,69)","(668,64)","(1034,60)",,,,,,,,"(1001,44)",,
206,"(1355,1020)",,,"(1183,301)","(836,204)","(1355,134)","(415,122)","(1199,96)","(1357,69)","(668,65)","(1033,60)",,"(83,58)",,,,,,,,
207,"(1355,1022)",,,"(1184,302)","(832,202)","(1355,134)","(415,121)","(1197,91)","(1357,69)","(668,65)",,,"(85,58)",,,,,,,,
208,"(1355,1022)",,,"(1184,301)","(835,204)","(1354,134)","(411,122)","(1196,91)","(1357,69)","(668,65)","(1033,59)",,,,,,,,"(1001,45)",,
209,"(1355,1022)",,,"(1185,301)","(832,203)","(1354,133)","(412,123)","(1198,95)","(1357,69)","(668,65)","(1033,60)",,,,,,,,"(996,45)",,
210,"(1355,1022)",,,"(1185,301)","(836,205)","(1354,134)","(411,123)","(1198,96)","(1357,69)","(668,65)","(1033,60)",,,,,,,,"(1001,45)",,
211,"(1354,1021)",,,"(1187,304)","(832,202)","(1354,134)","(412,122)","(1196,91)","(1357,70)","(668,65)","(1033,60)",,,,,,,,,,
212,"(1355,1022)",,,"(1188,302)","(835,204)","(1354,134)","(412,122)","(1196,91)","(1357,69)","(668,64)","(1033,60)",,,,,,,,,,
213,"(1354,1021)",,,"(1189,302)","(831,203)",,"(412,122)","(1196,91)","(1357,70)","(668,64)","(1033,60)",,,,,,,,,,
214,"(1354,1022)",,,"(1192,303)","(831,202)",,"(412,122)","(1198,96)","(1357,69)","(668,64)",,,,,,,,,,,
215,"(1354,1023)",,,"(1192,299)","(832,202)",,"(412,123)","(1196,91)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
216,"(1354,1022)",,,"(1192,300)","(832,202)","(1354,133)","(415,121)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
217,"(1359,1020)",,,"(1193,300)","(836,203)",,"(412,123)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
218,"(1354,1021)",,,"(1193,300)","(836,204)","(1355,133)","(412,122)","(1196,91)","(1358,69)","(668,64)","(1034,59)",,,,,,,,"(997,44)",,
219,"(1358,1020)",,,"(1193,299)","(836,203)",,"(415,121)","(1198,95)","(1357,69)","(668,63)",,,,,,,,,,,
220,"(1355,1020)",,,"(1193,299)","(835,203)",,"(415,121)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,"(45,819)",
221,"(1354,1022)",,,"(1195,300)","(836,204)",,"(412,122)","(1196,91)","(1357,69)","(668,64)",,,,,,,,,,,
222,"(1353,1022)",,,"(1196,302)","(836,204)",,"(412,122)","(1197,91)","(1357,69)","(668,64)","(1034,59)",,,,,,,,,,
223,"(1354,1023)",,,"(1195,302)","(836,203)",,"(412,122)","(1196,91)","(1357,69)","(668,64)",,,,,,,,,,"(45,819)",
224,"(1354,1024)",,,"(1195,302)","(836,203)","(1354,133)","(411,122)","(1196,91)","(1357,69)","(668,64)","(1033,59)",,"(81,58)",,,,,,,,
225,"(1354,1023)",,,"(1196,301)","(836,204)","(1354,133)","(412,123)","(1196,91)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,"(45,820)",
226,"(1354,1024)",,,"(1197,301)","(835,204)","(1354,133)","(415,122)","(1198,96)","(1357,69)","(668,64)",,,"(83,58)",,,,,,,"(45,820)",
227,"(1353,1023)",,,"(1197,301)","(836,204)","(1354,133)","(412,123)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,"(81,58)",,,,,,,,
228,"(1354,1026)",,,"(1198,300)","(836,204)","(1354,133)","(411,123)","(1196,91)","(1357,69)","(668,64)","(1033,59)",,"(81,57)",,,,,,,"(45,821)",
229,"(1352,1024)",,,"(1199,301)","(831,202)","(1354,133)","(411,123)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,"(80,58)",,,,,,,"(44,822)",
230,"(1352,1024)",,,"(1201,300)","(835,204)","(1354,134)","(411,123)","(1196,91)","(1357,69)","(668,64)","(1033,59)",,"(80,58)",,,,,,,"(45,822)",
231,"(1352,1024)",,,"(1202,303)","(835,204)","(1354,133)","(415,121)","(1196,91)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,"(45,822)",
232,"(1352,1024)",,,"(1203,303)","(835,204)","(1354,133)","(411,123)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,"(81,57)",,,,,,"(996,44)",,
233,"(1353,1024)",,,"(1203,299)","(831,201)","(1354,133)","(415,121)","(1198,94)","(1357,69)","(668,63)","(1033,59)",,"(80,57)",,,,,,,"(45,822)",
234,"(1352,1024)",,,"(1205,298)","(836,203)","(1354,133)","(415,121)","(1196,90)","(1357,69)","(668,63)","(1033,58)",,"(80,57)",,,,,,,,
235,"(1352,1024)",,,"(1205,303)","(835,204)","(1354,133)","(415,121)","(1198,95)","(1357,69)","(668,63)","(1033,59)",,,,,,,,,,
236,"(1352,1024)",,,"(1205,298)","(835,204)","(1354,133)","(411,122)","(1198,94)","(1357,69)","(668,63)",,,,,,,,,,"(45,821)",
237,"(1353,1023)",,,"(1207,300)","(836,203)","(1354,133)","(415,121)","(1196,90)","(1357,69)","(668,63)",,,,,,,,,,,
238,"(1354,1022)",,,"(1208,299)","(831,202)","(1354,133)","(412,122)","(1198,94)","(1356,69)","(668,64)","(1033,59)",,"(84,57)",,,,,,"(1002,44)",,
239,"(1354,1023)",,,"(1208,297)","(835,203)","(1354,133)","(412,122)","(1198,94)","(1356,69)","(668,63)","(1033,59)",,,,,,,,,,
240,"(1353,1022)",,,"(1209,297)","(832,201)","(1354,133)","(412,122)","(1198,94)","(1356,69)","(668,63)","(1033,59)",,,,,,,,,,
241,,,,"(1209,297)","(832,202)","(1355,133)","(412,122)","(1198,94)","(1356,69)","(668,64)","(1033,59)",,,,,,,,,,
242,"(1353,1022)",,,"(1210,297)","(836,204)","(1355,134)","(412,123)","(1199,96)","(1357,70)","(669,65)","(1033,60)",,,,,,,,,,
243,"(1352,1022)",,,"(1210,297)","(832,202)","(1355,133)","(412,122)","(1198,96)","(1357,69)","(668,64)","(1033,59)",,"(83,57)",,,,,,,,
244,,,,"(1210,297)","(836,204)","(1354,133)","(412,122)","(1198,96)","(1357,69)","(668,64)","(1033,60)",,"(84,57)",,"(500,49)",,,,,,
245,,,,"(1210,298)","(836,204)","(1354,133)","(415,121)","(1198,96)","(1357,69)","(668,64)","(1033,59)",,"(84,57)",,,,,,,,
246,"(1357,1021)",,,"(1212,299)","(836,205)","(1355,134)","(412,123)","(1198,96)","(1357,69)","(668,64)","(1033,60)",,"(84,57)",,,,,,,,
247,"(1352,1021)",,,"(1211,299)","(836,204)","(1354,133)","(415,121)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
248,"(1352,1021)",,,"(1211,299)","(832,202)","(1354,134)","(415,122)","(1198,96)","(1357,69)","(668,64)","(1033,60)",,,,,,,,,,
249,"(1357,1019)",,,"(1212,303)","(835,204)","(1354,134)","(415,121)","(1198,94)","(1357,69)","(668,64)","(1033,59)",,"(84,57)",,,,,,,,
250,"(1356,1020)",,,"(1214,300)","(835,204)","(1354,133)","(411,122)","(1198,95)","(1356,69)","(668,64)","(1033,59)",,,,,,,,,,
251,"(1356,1020)",,,"(1214,300)","(835,204)","(1354,133)","(411,122)","(1198,94)","(1356,69)","(668,64)","(1033,59)",,,,,,,,,,
252,"(1352,1021)",,,"(1214,299)","(835,204)","(1354,133)","(415,121)","(1198,95)","(1356,69)","(668,64)","(1033,59)",,,,,,,,,,
253,"(1353,1021)",,,"(1215,301)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
254,"(1352,1020)",,,"(1216,300)","(836,204)","(1354,133)","(411,122)","(1198,94)","(1356,69)","(668,64)","(1033,58)",,,,,,,,,,
255,"(1353,1020)",,,"(1216,297)","(836,204)","(1355,134)","(415,121)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
256,"(1352,1021)",,,"(1215,300)","(836,204)","(1354,133)","(411,122)","(1198,94)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
257,"(1357,1020)",,,"(1215,302)","(835,204)","(1354,133)","(415,121)","(1198,95)","(1356,69)","(668,64)","(1033,59)",,"(84,57)",,,,,,,,
258,"(1357,1019)",,,"(1216,301)","(835,204)","(1354,133)","(411,122)","(1198,94)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
259,"(1354,1021)",,,"(1217,302)","(835,204)","(1354,133)","(411,122)","(1198,94)","(1362,63)","(668,64)","(1033,59)",,"(83,56)",,,,,,,,
260,"(1353,1021)",,,"(1218,299)","(836,205)","(1354,133)","(411,123)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,"(84,57)",,,,,,"(996,44)",,
261,"(1357,1020)",,,"(1219,299)","(835,204)","(1354,133)","(415,121)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,"(84,57)",,,,,,"(996,44)",,
262,"(1357,1020)",,,"(1219,297)","(831,203)","(1354,134)","(411,123)","(1198,95)","(1356,69)","(668,64)","(1033,59)",,"(84,57)",,,,,,,,
263,"(1357,1021)",,,"(1220,300)","(831,202)","(1354,134)","(411,122)","(1198,95)","(1356,69)","(668,65)","(1033,60)",,,,,,,,,,
264,"(1352,1020)",,,"(1220,298)","(834,205)","(1354,134)","(411,123)","(1198,95)","(1357,70)","(668,64)","(1033,60)",,,,,,,,,,
265,"(1352,1021)",,,"(1221,299)","(835,205)","(1354,134)","(411,122)","(1198,95)","(1357,70)","(668,64)","(1033,59)",,,,,,,,,,
266,"(1352,1017)",,,"(1222,297)","(831,203)","(1354,134)","(411,123)","(1198,95)","(1357,70)","(668,64)","(1033,59)",,,,,,,,"(996,45)",,
267,"(1352,1017)",,,"(1222,299)","(835,204)","(1354,133)","(411,123)","(1198,95)","(1357,70)","(668,64)","(1033,59)",,,,,,,,"(996,44)",,
268,"(1352,1017)",,,"(1223,298)","(835,204)","(1354,134)","(415,121)","(1196,91)","(1357,69)","(668,64)","(1033,59)",,"(85,57)",,,,,,,,
269,"(1351,1020)",,,"(1223,301)","(835,204)","(1354,133)","(411,122)","(1196,90)","(1357,69)","(668,64)","(1033,59)",,"(85,57)",,,,,,,,
270,"(1351,1020)",,,"(1223,300)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
271,"(1352,1016)",,,"(1225,296)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1357,70)","(668,64)","(1033,59)",,,,,,,,,,
272,"(1352,1020)",,,"(1225,300)","(831,202)","(1354,133)","(415,121)","(1198,94)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
273,"(1352,1016)",,,"(1225,301)","(835,203)","(1354,133)","(416,120)","(1198,94)","(1357,69)","(668,63)","(1033,58)",,,,,,,,"(996,44)",,
274,"(1352,1016)",,,"(1225,296)","(831,202)","(1354,133)","(415,121)","(1198,94)","(1356,69)","(668,64)","(1033,58)",,,,,,,,,,
275,"(1352,1016)",,,"(1226,299)","(835,204)","(1354,133)","(415,120)","(1198,94)","(1356,69)","(668,63)","(1033,58)",,,,,,,,"(995,44)",,
276,"(1352,1020)",,,"(1227,296)","(835,204)","(1354,133)","(415,121)","(1197,94)","(1356,69)","(668,63)","(1033,58)",,,,,,,,,,
277,"(1352,1020)",,,"(1228,298)","(835,204)","(1354,132)","(415,121)","(1198,94)","(1357,69)","(668,64)","(1033,58)",,,,"(419,53)",,,,,,
278,"(1352,1020)",,,"(1227,299)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1357,69)","(668,63)",,,,,,,,,,,
279,"(1352,1020)",,,"(1228,300)","(835,204)","(1354,133)","(415,121)","(1198,95)","(1356,69)","(668,64)",,,,,,,,,,,
280,"(1353,1020)",,,"(1228,298)","(835,204)","(1355,133)","(415,121)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,"(86,57)",,,,,,,,
281,"(1352,1020)",,,"(1229,298)","(835,204)","(1354,133)","(412,123)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
282,"(1353,1020)",,,"(1229,296)","(835,204)","(1354,133)","(415,121)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
283,"(1353,1020)","(855,1030)",,"(1229,296)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1356,69)","(668,64)",,,,,,,,,,,
284,"(1353,1020)","(855,1029)",,"(1229,296)","(835,204)","(1354,133)","(411,122)","(1198,94)","(1356,69)","(668,64)",,,,,,,,,,,
285,"(1353,1020)","(855,1029)",,"(1231,298)","(835,204)","(1354,133)","(411,122)","(1198,94)","(1356,69)","(667,64)",,,,,,,,,,,
286,"(1357,1019)",,,"(1231,295)","(835,204)","(1354,133)","(414,121)","(1198,94)","(1356,69)","(668,64)",,,"(85,56)",,,,,,,,
287,"(1353,1019)","(856,1028)",,"(1232,294)","(835,203)","(1354,133)","(415,121)","(1198,94)","(1356,69)","(668,63)",,,,,,,,,,,
288,"(1357,1019)","(856,1028)",,"(1236,296)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1356,69)","(668,63)",,,,,,,,,,,
289,"(1357,1019)",,,"(1233,296)","(834,204)","(1354,133)","(414,121)","(1197,94)","(1356,69)","(668,63)",,,,,,,,,,,
290,"(1353,1019)",,,"(1236,296)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1356,69)","(668,63)",,,,,,,,,"(996,44)",,
291,"(1353,1018)","(856,1027)",,"(1236,296)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1356,69)","(668,63)",,,,,,,,,,,
292,"(1356,1019)","(857,1026)",,"(1236,298)","(835,204)","(1354,133)","(415,121)","(1197,94)","(1356,69)","(668,64)",,,,,"(419,52)",,,,,,
293,"(1356,1019)","(858,1024)",,"(1236,297)","(835,204)","(1354,132)","(415,121)","(1197,94)","(1356,69)","(668,63)","(1033,59)",,,,,,,,,,
294,"(1353,1019)","(858,1023)",,"(1236,299)","(831,202)","(1354,133)","(414,121)","(1198,94)","(1356,69)","(668,64)",,,,,,,,,,,
295,"(1352,1019)","(859,1022)",,"(1237,298)","(835,204)","(1354,133)","(415,121)","(1198,94)","(1356,69)","(668,64)",,,,,,,,,,,
296,"(1353,1019)","(860,1022)",,"(1238,299)","(835,204)","(1354,133)","(415,121)","(1198,95)","(1356,69)","(668,64)",,,,,,,,,,,
297,"(1353,1019)","(863,1023)",,"(1241,297)","(831,202)","(1354,133)","(411,122)","(1197,95)","(1356,69)","(668,64)",,,,,,,,,,,
298,"(1353,1020)","(866,1023)",,"(1241,299)","(831,202)","(1354,133)","(411,122)","(1198,96)","(1356,70)","(668,64)",,,"(83,57)",,,,,,,,
299,"(1357,1019)","(865,1022)",,"(1243,296)","(834,204)","(1354,133)","(411,122)","(1198,95)","(1356,70)","(668,64)",,,"(83,57)",,,,,,,,
300,"(1353,1020)","(865,1024)",,"(1242,299)","(835,205)","(1355,134)","(415,121)","(1198,96)","(1357,70)","(668,64)",,,,,,,,,,,
301,"(1353,1019)","(866,1024)",,"(1244,297)","(835,204)","(1354,133)","(411,122)","(1198,96)","(1356,69)","(668,64)",,,"(83,57)",,,,,,,,
302,"(1353,1019)","(864,1024)",,"(1244,296)","(835,204)","(1354,134)","(415,121)","(1198,96)","(1356,70)","(668,64)",,,,,,,,,,,
303,"(1353,1019)","(865,1023)",,"(1243,295)","(833,204)","(1354,134)","(415,121)","(1198,95)","(1357,70)","(668,64)",,,"(84,57)",,,,,,,,
304,"(1353,1019)","(864,1020)",,"(1243,297)","(831,201)","(1354,133)","(411,122)","(1198,95)","(1357,69)","(668,64)",,,,,"(493,48)",,,,,,
305,"(1353,1016)","(864,1016)",,"(1246,296)","(835,204)","(1354,133)","(411,122)","(1198,95)","(1357,69)","(668,64)",,,"(83,57)",,,,,,,,
306,"(1353,1018)","(865,1016)",,"(1246,297)","(835,203)","(1354,133)","(411,122)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
307,"(1357,1015)","(866,1016)",,"(1246,295)","(834,203)","(1354,133)","(411,122)","(1197,95)","(1356,69)","(668,64)",,,,,,,,,,,
308,"(1354,1018)","(867,1020)",,"(1246,299)","(835,203)","(1354,133)","(415,121)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
309,"(1358,1018)","(866,1020)",,"(1246,299)","(831,201)","(1354,133)","(412,122)","(1198,94)","(1357,69)","(668,63)",,,,,,,,,,"(44,816)",
310,"(1358,1018)","(868,1013)",,"(1246,294)","(834,203)","(1355,133)","(414,121)","(1198,95)","(1356,69)","(668,64)",,,,,,,,"(1368,881)",,,
311,,"(869,1014)",,"(1246,295)","(835,203)","(1355,133)","(411,121)","(1198,95)","(1356,69)","(668,64)",,,"(85,57)",,,,,,,,
312,"(1358,1015)","(869,1012)",,"(1247,296)","(835,203)","(1355,133)","(411,122)","(1198,95)","(1356,69)","(668,64)",,,,,,,,,,,
313,"(1358,1015)","(869,1013)",,"(1247,296)","(835,203)","(1356,134)","(415,121)","(1198,95)","(1357,69)","(668,64)","(1033,60)",,,,,,,"(1372,871)",,,
314,"(1358,1018)","(869,1012)",,"(1247,297)","(835,204)","(1355,133)","(412,122)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
315,"(1358,1017)","(870,1012)",,"(1248,293)","(835,204)","(1355,134)","(412,122)","(1198,95)","(1357,69)","(668,65)",,,,,,,,,,,
316,"(1354,1015)","(868,1013)",,"(1245,292)","(835,203)","(1355,134)","(411,122)","(1198,95)","(1357,69)","(668,64)","(1043,58)",,,,,,,,,,
317,"(1354,1015)","(870,1011)",,"(1246,292)","(835,203)","(1355,134)","(411,122)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
318,"(1358,1017)","(871,1011)",,"(1247,296)","(835,204)","(1355,134)","(415,121)","(1198,96)","(1357,70)","(668,65)",,,,,,,,,,,
319,"(1354,1018)","(873,1014)",,"(1247,296)","(835,203)","(1355,134)","(412,122)","(1199,95)","(1357,70)","(668,64)","(1042,58)",,,,,,,,,,
320,"(1354,1018)","(872,1014)",,"(1247,295)","(835,203)","(1355,134)","(412,122)","(1199,95)","(1357,70)","(668,64)","(997,44)",,,,,,,,,,
321,"(1354,1015)","(872,1014)",,"(1247,294)","(835,203)","(1355,134)","(412,122)","(1198,95)","(1357,70)","(668,64)",,,,,,,,,,,
322,"(1355,1015)","(871,1013)",,"(1249,295)","(835,203)","(1355,134)","(415,121)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
323,"(1359,1016)","(872,1012)",,"(1252,296)","(835,203)","(1355,134)","(412,122)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
324,"(1360,1015)","(876,1012)",,"(1250,295)","(835,203)","(1355,133)","(415,121)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
325,"(1359,1015)","(875,1012)",,"(1252,295)","(835,203)","(1355,133)","(412,122)","(1198,95)","(1357,69)","(668,64)",,,,,,,,,,,
326,"(1359,1013)","(872,1011)",,"(1254,295)","(835,202)","(1355,133)","(412,121)","(1196,90)","(1357,69)","(668,63)",,,,,,,,,,,
327,"(1358,1016)","(873,1011)",,"(1253,294)","(835,202)","(1355,133)","(412,121)","(1198,94)","(1357,69)","(668,64)",,,,,,,,,,,
328,"(1359,1012)","(874,1011)",,"(1252,292)","(835,202)","(1355,133)","(415,120)","(1198,94)","(1356,69)","(668,63)",,,,"(603,1078)",,,,,,,
329,"(1359,1016)","(875,1012)",,"(1257,294)",,"(1355,133)","(414,121)","(1198,96)","(1357,70)","(668,64)","(1033,60)",,,,,,,,,,
330,"(1359,1016)","(876,1010)",,"(1250,293)","(835,203)","(1355,133)","(414,121)","(1198,94)","(1357,69)","(668,63)",,,,,,,,,,,
331,"(1359,1016)","(876,1012)",,"(1254,293)","(835,203)","(1355,134)","(415,121)","(1198,94)","(1357,69)","(668,65)","(1033,59)",,,,,,,,,"(45,820)",
332,"(1359,1016)","(873,1011)",,"(1257,295)","(835,203)","(1355,133)","(414,121)","(1198,95)","(1357,70)","(668,64)","(1033,59)",,,,,,,,,,
333,"(1359,1016)","(874,1011)",,"(1257,294)","(835,203)","(1355,134)","(414,121)","(1198,95)","(1357,70)","(668,64)",,,"(81,57)",,,,,,,,
334,"(1359,1016)","(874,1011)",,"(1256,294)","(835,203)","(1355,133)","(414,121)","(1198,94)","(1357,69)","(668,64)",,,,,,,,,,,
335,"(1359,1016)","(875,1011)",,"(1254,294)","(831,203)","(1355,134)","(412,123)","(1198,96)","(1357,70)","(668,65)","(1034,60)",,,,,,,,,,
336,"(1359,1016)","(875,1010)",,"(1254,293)","(835,203)","(1355,133)","(414,121)","(1198,94)","(1357,70)","(668,64)",,,,,,,,,,,
337,"(1359,1017)","(874,1011)",,"(1257,294)","(835,203)","(1355,134)","(414,121)","(1198,93)","(1357,70)","(668,65)",,,,,,,,,,,
338,"(1359,1016)","(876,1010)",,"(1257,293)","(835,203)","(1355,133)","(414,121)","(1198,95)","(1357,69)","(668,64)","(1042,57)",,,,,,,,,,
339,"(1355,1016)","(876,1010)",,"(1257,294)","(835,203)","(1355,134)","(413,121)","(1198,95)","(1357,70)","(668,64)","(1033,59)",,,,,,,,,,
340,"(1359,1016)","(875,1010)",,"(1257,293)","(835,203)","(1355,133)","(414,121)","(1198,95)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
341,"(1361,1016)","(878,1009)",,"(1257,294)","(835,203)","(1355,133)","(413,121)","(1198,94)","(1357,69)","(668,64)","(1033,59)",,,,,,,,,,
342,"(1359,1015)","(876,1005)",,"(1257,289)","(835,202)","(1355,133)","(413,121)","(1198,94)","(1356,69)","(668,63)",,,,,,,,,,,
343,"(1359,1016)","(877,1005)",,"(1257,290)","(835,202)","(1355,133)","(413,121)","(1198,94)","(1357,69)","(668,64)",,,,,"(419,52)",,,,,,
344,"(1359,1015)","(877,1004)",,"(1257,293)","(835,202)","(1355,133)","(414,121)","(1198,94)","(1357,69)","(668,63)",,,,,,,,,,,
345,"(1358,1015)","(877,1003)",,"(1256,294)","(835,202)","(1355,133)","(414,121)","(1198,94)","(1357,69)","(668,64)",,,,,"(419,52)",,,,,,
346,"(1359,1015)","(880,1002)",,"(1260,292)",,"(1355,133)","(411,121)","(1198,94)","(1356,69)","(668,63)",,,,,,,,,,,
347,"(1359,1015)","(879,1002)",,"(1261,291)",,"(1355,133)","(411,121)","(1198,93)","(1356,69)","(668,63)",,,,,"(480,47)",,,,,,
348,"(1359,1014)","(878,1002)",,"(1264,293)","(835,203)","(1355,133)","(415,121)","(1198,94)","(1357,69)","(668,63)",,,,,,,,,,,
349,"(1359,1014)","(879,1002)",,"(1264,290)","(835,203)","(1354,133)","(414,121)","(1198,95)","(1356,69)","(668,64)",,,,,,,,,,,
